"mkm2d_gtvper_lbp.3D.m1_glcm_JointAverage_243","mkm2d_gtvper_lbp.3D.k_glcm_ClusterProminence_240","mkm2d_gtvper_lbp.3D.m1_glcm_ClusterShade_237","mkm2d_gtvper_wavelet.HLL_firstorder_Mean_236","mkm2d_gtvper_wavelet.HLH_glszm_LargeAreaLowGrayLevelEmphasis_226","mkm2d_gtvper_wavelet.HHH_firstorder_Skewness_226","mkm2d_gtvper_logarithm_glszm_LargeAreaEmphasis_226","sub"
-0.141177420374645,-0.176763302946478,0.980035619107046,0.952824497926402,-0.174453940237361,-0.179219467484782,-0.0862903275552237,1085983
0.174570232692934,0.39936033103676,0.149305349556478,0.883761995644245,-0.183696961401314,0.33203676752623,-0.293138306307407,1125173
-0.916470972184284,-0.750016479233202,-0.956615066912506,-1.60161851272176,-0.186689820215801,0.901480776668428,-0.343588159227962,1154608
-0.586035181573528,-0.499955263561685,-0.199549845289033,0.400397531638998,-0.179870038288365,-1.47902422644237,-0.346878036453219,1181124
0.585470620372714,0.211942449065114,0.384271341651011,1.1547789268933,-0.187088082588927,0.393142502058056,-0.245573347927808,1183075
0.196221840439324,4.23114651842954,0.190454838946496,-1.13022553765462,-0.187298194580089,0.281801115664838,-0.224487870391847,1232870
-0.472579540835119,0.386223381950284,0.186912602951459,0.450165979199194,-0.081149538850484,0.120301526101586,-0.172869412525399,1279943
-0.391155050375026,0.276191941218177,0.776703502953194,0.484361680631637,-0.186086662270596,0.19686934630744,-0.0488489219367262,1329352
-0.418956485206343,0.335721910962575,0.397879652124694,0.342517613883896,-0.178944642227721,-0.291677208151436,-0.267180424799338,1330263
-5.87493759218587,-1.36876940106878,1.36501022632962,-0.563005711223917,-0.187226996119835,-0.594631495380172,-0.34092932875405,1364384
0.776306444957867,3.61688604866611,0.557739010716914,1.05617257333035,-0.187651918865024,-0.937747787772455,-0.175203415052922,1386095
0.716377598019656,0.4051086553565,-0.313304739135719,0.850116581884379,-0.153487528313372,0.29221870158827,-0.192967496268312,1458656
0.620465279400482,-0.537951424718382,0.151757445548028,1.12728938707505,5.33818172829654,0.139223067474274,3.05263866466247,1485662
