"mkm6d_ptv_original_shape_Flatness_239","mkm6d_ptv_log.sigma.2.0.mm.3D_glcm_Correlation_231","sub"
1.35119706091473,-0.0602383733209115,1085983
0.110236965876068,0.83913079839351,1125173
-1.53027357938603,0.0239409512553516,1154608
0.884728474582034,-0.338667559133816,1181124
0.245789447239916,-3.05487053953204,1183075
0.0380830206982791,-1.45756891398797,1232870
0.194384973611451,-0.8178637587333,1279943
-1.02730961234489,1.15506202808574,1329352
-1.32400921503537,1.1778187271771,1330263
-1.15899980052833,-0.0890868802584465,1364384
1.10959173052513,0.237415529602565,1386095
-1.33133499214597,0.322783306121462,1458656
1.48871148548033,0.414909165200238,1485662
0.264573856819893,1.04874063081818,1497807
0.101921375961268,0.601554283253603,1501387
-0.3469936289353,0.77864826071343,1518948
0.610174527789223,0.50887822918207,1526417
0.293776462970309,0.217947910184145,1565177
-0.597954027710163,1.1987947872935,1606693
0.18191369523251,0.220492536371444,1612262
0.772784262955741,1.01663591739687,1614566
-0.688028320820781,-1.25276267615555,1644034
-0.930191951708168,0.462995453444021,1668599
-0.188711684489909,-1.54417771368419,1671370
1.90831193190425,-1.75121649566268,1684230
1.93546847178044,-1.0506999067513,1692385
-0.738266564851998,1.24570741487421,1720713
1.39106339964668,0.57031149909353,1738800
-1.09412979827287,0.077251900231545,1740845
-0.135972063249437,-1.11589413742077,1742294
0.412092870113287,0.403462368115632,1767700
0.0912739448687933,0.504805967163295,1768972
0.0159354260065862,1.21003860114418,1889409
0.289934607820188,0.0958900875904711,1915938
-0.546195694857945,0.215128462745281,1916742
1.5968457305988,-0.0998862122747357,1919296
2.6312270554222,0.705180875546808,1926770
-0.745055265703908,0.165475581123207,1938156
0.25880078949263,2.03236352832421,1938561
0.190540192024246,-0.998803083704979,1966316
-0.0258186162563614,0.675136158400435,1967281
0.322737743006494,-0.864479671832283,1973544
0.744020592765772,-2.623378169291,1975401
0.772545774280645,-2.28426188366165,1976407
-0.423968132246897,0.89015751177685,1978972
0.0885969692634228,0.718313272703842,1979045
-0.458630654699304,1.29660799597151,1979422
1.13708351213632,-1.4896829107974,1980052
-2.36575099412226,0.463641444550959,2001182
1.3713328971481,-2.06849038743768,2002465
0.837167771071246,-1.09949040544249,2004451
0.963881205686235,1.42662778036781,2006164
0.554009411081868,-1.51354850238588,2007309
-0.735755149885467,-2.1346334406085,2009915
-0.72105282476082,-2.15226170184811,2010259
0.0194181416003223,-0.760465467972749,2010554
0.573570743007731,0.116198345359894,2026671
-0.787029204113422,-2.3128505389176,2033049
-1.60536748825553,1.07800282280867,2034136
0.0381680520031966,-0.58060476572299,2040495
1.80360557797755,-2.016103453781,2047354
0.672066149730984,0.456116126192079,2051378
-0.113096627744873,-0.151904981873836,2055667
-0.851944136499294,0.110477614750152,2057358
0.491287279954209,-0.58602636927428,2059713
-0.307010923136053,-1.21844521848342,2069079
0.61539234332064,1.06349849154363,2070958
1.11858335752198,-2.54005365418742,2072215
0.407357725032208,0.957519708382868,2075832
0.689397887473586,0.674303599239346,2075846
0.830367759821809,-1.9797259610397,2076301
1.33738378148429,0.986490644089223,2078198
-0.574939638915414,0.72507861426207,2078899
-1.39333638065901,-0.0242833684043069,2085349
-0.320245546003623,-0.575514077193855,2086044
-0.933956121053147,0.395527449001125,2091555
-1.11262817211462,-0.830313309202238,2092954
0.277476255157401,1.78000576933634,2096627
-1.06148615610584,-1.58949146725005,2100050
1.21519796489238,-0.0295317825990998,2108003
-0.86467761381537,0.528090454793792,2109902
-1.18073458850259,-0.262386878630458,2110540
1.05434255805041,0.164404782458828,2116787
0.05880241186513,0.33238310733049,2119177
-1.51561653004149,-1.02775598461434,2131601
1.07177196058022,-0.318812372114117,2132424
0.484670084367994,1.17538161896757,2132982
0.520582485377566,0.480711027795711,2133204
1.69038091850313,0.437416454508074,2133380
0.321568679334588,0.502096004305769,2134220
1.95283575640818,-0.226083022430255,2135748
0.153715998396412,0.714636379844369,2137799
0.746964923416172,0.895854595715548,2138375
-0.600340881406731,0.0545641598633804,2138678
-1.41653466405885,0.856641570743824,2139733
0.515658206151434,1.31896058908769,2141116
-2.10026604741102,-0.681746741067889,2144796
-0.0187351130863735,-0.87640466209826,2145166
-1.40268762375496,0.411802702253048,2145694
-0.644654846043283,-1.01256801322898,2146138
0.47829054209541,1.10435352835943,2151024
0.040989585680241,0.474412347948243,215131
1.50157128550633,-0.956856147482584,2152442
1.07992437436865,0.317883168904693,2157529
0.276692044401108,-1.4676071706409,2158101
-0.0809586466765516,-0.153695851841735,2158329
0.730546047884964,-0.854112648745252,2168082
-0.614386350214139,0.792403046818416,2172217
1.84471433971048,0.701169632724574,2176530
0.641832617827391,-0.105410793474296,2176784
-0.249843916903344,-0.921489406232575,2181724
-0.782619350438521,0.659312748614199,2183291
-1.60472842305683,1.47597512727498,2183356
0.918680190283863,0.793402315289796,2185290
0.691504497275789,-1.12659858718341,2186951
-0.293459910172023,0.178715425169941,2196212
-1.24242347396718,-0.958890064790755,2199403
-2.1837047462756,-0.898790268160494,2200416
-0.533233217373553,0.0898578877633142,2200813
0.21959782846069,1.43043137021764,2205389
-0.624876326586561,1.03094358158036,2212664
-0.846806600256718,0.811739835925626,2217034
0.866441598778399,0.0994708728020572,2218615
-0.358789597661121,-0.8903606948606,2219842
0.674504813537736,-0.051352695000232,2224150
1.19389675936482,1.38137507934717,2228399
1.23137604595975,0.878508371275546,2228400
0.233619732961061,-1.78058203711551,2234271
-1.23844717125864,-1.18914793249844,2234422
0.108205886421691,1.77761837266665,2237571
-0.585981174921885,0.282383901517244,2244172
0.982842271317598,0.0363374451357238,2247869
