"mkm2d_ptv6_lbp.3D.k_gldm_SmallDependenceLowGrayLevelEmphasis_243","mkm2d_ptv6_wavelet.HHH_firstorder_Median_233","mkm2d_ptv6_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_231","sub"
-0.272140077620829,0.118688291427173,-0.177806963225937,1085983
-0.794655115478681,-1.23556486391213,-0.377949472523566,1125173
0.672180219473894,1.85595857598921,-0.352832077400185,1154608
-0.794397568569051,0.402776936839557,-0.342100808569874,1181124
-0.419226192693425,-0.493433708613919,-0.311353070870541,1183075
2.56849788534168,-0.487330816960269,-0.226495547098559,1232870
0.112862544717213,-0.0971777101707433,-0.123036530041021,1279943
-0.580224188926964,-0.165628928714969,-0.330883073443679,1329352
0.657479928933315,0.497866427081032,0.156517033868997,1330263
1.19225000070817,0.896349302225613,-0.319410763819382,1364384
0.365928231703446,-0.359833420175317,-0.360061001514776,1386095
0.702246007561197,-0.393067692478059,-0.392060840083013,1458656
0.10595447366878,-0.0293203300615673,-0.170077163091016,1485662
-0.754812559309145,0.779237521681261,-0.333871434751461,1497807
0.315127773142775,-0.356107298116595,-0.388183918585423,1501387
-0.86250011882492,-0.960626555117991,-0.355805209471368,1518948
-0.326305745193585,0.32475480310172,-0.351096159865469,1526417
0.351620706440044,0.0545146542703235,-0.390635066780126,1565177
-0.677887845862229,-0.188753955330228,2.31324037264425,1606693
-0.404887269901431,-0.321781026399851,-0.246045986494044,1612262
-0.456792376005979,-1.16595406570591,-0.385089702243791,1614566
0.692378324628066,0.259538195864033,0.39912912561128,1644034
-1.12823873635322,-0.396857238393048,-0.263875998079723,1668599
-0.739970231392321,-0.168362129012376,-0.392660944374508,1671370
0.172101891726846,0.529522622023814,-0.379639648504892,1684230
2.40732815649369,-0.147492687698437,-0.302183017482345,1692385
-0.220777099031716,0.622437788444618,-0.338098657607595,1720713
-0.539050286429769,0.316281127057233,0.671680234678668,1738800
-0.805037731610158,-1.78490500127125,-0.320557445865786,1740845
-0.133797902280281,-0.939298977536695,-0.328634226603197,1742294
-1.3193419325038,-0.0553814090022639,-0.391694707420052,1767700
-0.904127273098759,-0.327988251530571,0.364630134514788,1768972
-0.509832859279687,-0.60792384105183,-0.30946781434623,1889409
1.79713298166118,0.546605981976387,1.41150110673343,1915938
0.230170271691848,-0.342365441139701,0.124435525326394,1916742
-0.077437506863736,-0.352429186404677,1.92478138526578,1919296
-0.302581721573246,-0.647328966035334,-0.31165242760007,1926770
-0.776070642425385,0.085326088068503,0.355435602401451,1938156
-0.672231070966158,-0.291237811263911,0.46734371194851,1938561
-0.502565947888292,0.367842823669946,0.325935150153949,1966316
1.73277507216566,2.61324349576443,-0.334778751005551,1967281
-0.194067751113516,-0.278665021248334,0.00762993436763684,1973544
-0.747057176333824,-0.747387655885085,-0.381683984859361,1975401
-0.747187909857769,0.108284172539513,0.023173468948224,1976407
0.447531514544916,-0.345059748336682,-0.333443537997356,1978972
0.366701605465132,-0.633321357415809,0.372558665085337,1979045
-1.01326599739563,-0.442895567710348,8.9981333484587,1979422
6.20110153366858,2.50542092358989,-0.198998860687327,1980052
-1.47511833215579,-0.28632318641983,-0.325376793887486,2001182
0.640791006658965,-0.981456481213514,-0.405696063229145,2002465
2.28666509604103,-0.248240448303188,0.952065325181407,2004451
-0.989381832299099,1.67887633758186,-0.165822242847853,2006164
0.282736849853537,-1.03558958454205,-0.249883280063322,2007309
-0.0474900158411635,-0.339969214268387,2.50052095133587,2009915
0.705026667504669,1.5491553838458,-0.378536418633022,2010259
-0.860017029135873,-0.0947907989799918,-0.111040197995649,2010554
1.28866587079856,0.188039602075336,-0.27773739201868,2026671
0.347933988729113,-0.315061669450879,-0.353982844144741,2033049
0.108434923447321,0.399080869515363,0.0756119966600677,2034136
1.23172342568147,0.708726497293946,0.0746540730621178,2040495
1.53290828805619,-2.61572452466521,-0.380095265651571,2047354
-0.324733976188633,-0.955261323779444,-0.214127518765299,2051378
-0.0355842380695696,-1.39937462263842,1.85528746923881,2055667
-0.754655420584942,0.325737706618192,0.641445049205243,2057358
0.855005285793706,0.040803409788912,0.0656878792911343,2059713
1.55628580876877,2.44308555927843,-0.373841681984127,2069079
-0.140896571717293,0.674728650244045,-0.148847676543181,2070958
0.122234979501366,0.417408551253466,-0.304695180654238,2072215
