"mkm8d_ptv4_wavelet.HHH_firstorder_Median_240","mkm8d_ptv4_lbp.3D.k_glszm_LowGrayLevelZoneEmphasis_227","sub"
-0.0325733127856413,0.32124224811915,1085983
-1.0545269755802,-1.06352559333139,1125173
0.899238679189949,2.49125564731103,1154608
-0.283409614209253,-0.413706629123448,1181124
0.381427338148948,-0.31737766163595,1183075
-0.723855299601148,2.73733132760218,1232870
-0.500119056182097,0.447021949265466,1279943
-0.44757890969609,-0.535422430367142,1329352
0.43251565194773,1.5366792033774,1330263
0.26593148105373,-0.218565856569704,1364384
0.820177283980831,0.807775093480119,1386095
0.358831540600698,-0.983903765643694,1458656
-0.0884090564416824,-1.30616301143105,1485662
0.169967570882524,-0.315553724357595,1497807
0.874188872477169,0.1891305558462,1501387
-0.514752428661014,-0.157166760758209,1518948
-0.232913654768189,0.0529828380348222,1526417
0.471045255407753,-1.16195806873792,1565177
-0.218863179499144,-0.181308520832144,1606693
-0.528197463426389,-1.30018694381524,1612262
-1.15678114913732,-0.229506910005568,1614566
-0.493159168367657,0.0319622221983841,1644034
-0.375519443501707,-1.01045558712363,1668599
0.606360450610426,-0.267673783102242,1671370
-2.24436603322898,-0.0559633116841182,1684230
1.02003431663212,1.84571308568538,1692385
0.721826936165408,0.0398983476689393,1720713
-0.0565901018427582,-0.511195515924245,1738800
0.363523516820213,-1.23896237570638,1740845
-1.27837741571747,-0.265368175172803,1742294
0.270609790169262,-0.842437659315642,1767700
-0.195290409502111,-0.522612030305155,1768972
-0.482536942352239,-0.198101537816054,1889409
-0.294249240555728,1.25230781160935,1915938
-0.261901200316088,-0.305948367278872,1916742
-0.270813807445399,1.09892570772941,1919296
-0.0589868534815954,-0.0167316668945851,1926770
0.102355006813255,-0.579411664231358,1938156
0.117568944711594,-0.471154597386923,1938561
1.04525699947696,-0.417488762528933,1966316
0.185408788051212,-0.421695668747679,1967281
0.144646798977735,-0.433839237675057,1973544
-0.101967985508765,-1.07684566182039,1975401
-0.0845504287041915,-1.53204325252862,1976407
-0.608380919383617,1.17088021159358,1978972
0.0236325939828929,0.945757298071567,1979045
-0.644608889155194,1.44058865368001,1979422
0.653096598234682,1.35777373896494,1980052
-0.348093216028375,-1.24338547199805,2001182
-1.90699433541106,1.64257083254299,2002465
0.122167384035451,0.754092063340672,2004451
0.68960754496978,2.3972212758466,2006164
-0.118566343740601,-0.0645128310869975,2007309
-0.282119982881874,0.376798508617964,2009915
2.03658009844166,-0.213153368350314,2010259
-0.121685541891527,1.81892291677336,2010554
1.09447712202789,1.40061287853504,2026671
-0.379915582097743,0.397883869381724,2033049
-0.00871268736929766,-0.436001941917596,2034136
1.30369599357419,1.79702216422065,2040495
-1.72396159265155,0.985311908719482,2047354
0.255240664851863,-0.351444831861395,2051378
-0.073814324303723,-0.387979130055692,2055667
-0.208246505744719,2.08519936338092,2057358
-0.00323702794740933,-0.243425361653546,2059713
2.90618991155392,-0.224027972666222,2069079
0.427608397618272,0.0238504500072615,2070958
-0.0892747687957163,-0.292632558182786,2072215
-0.205035648863821,-0.0727155503180165,2075832
-0.222103230184261,-0.149966838262896,2075846
-0.851869544833933,-0.640821669855333,2076301
-0.127612608355757,-0.54177714957278,2078198
-1.63163156169617,-0.800617523107348,2078899
0.765912387172164,-1.35087877883423,2085349
0.0268920391162273,2.10458934837323,2086044
0.10278963769768,-0.722298712518834,2091555
-0.287939962068623,2.36007629330289,2092954
-0.210043093252134,-0.0247257881072132,2096627
-0.558216535769616,-0.0929169345571521,2100050
-0.435937497601128,-0.801314503482913,2108003
-0.182038921302457,-0.13243682355342,2109902
0.0136911977234913,1.10759072891164,2110540
-0.0687736883771657,-0.955607437232861,2116787
-0.528436096579705,1.74067923875054,2119177
0.162788563737924,1.19845591998277,2131601
0.380337110717568,-1.01224044912697,2132424
-0.249046620520533,-0.349585676022926,2132982
0.324321423933156,-0.0688042358890231,2133204
-2.15089390775816,2.26158897463173,2133380
-0.617121329491628,-0.516568216896661,2134220
-0.721080495492822,-0.436407191795348,2135748
-0.930275937718007,0.655566208358813,2137799
-0.245953599967065,2.76754926833276,2138375
-0.773948970807585,0.0236206675145458,2138678
-0.37733954521908,-0.541405069768888,2139733
-3.91583179790236,0.182691547278887,2141116
6.47823575340362,0.511642119692824,2144796
-0.583984629441099,-0.520313233520142,2145166
-1.41139832011675,2.26617747477726,2145694
-0.789378600648983,-0.964895664503755,2146138
-0.340514000425842,-0.263058256198112,2151024
0.0349341641995477,-0.208311875379944,215131
0.035415462726299,2.02995125699361,2152442
0.943790042620369,-0.150145158870903,2157529
-1.37605943365924,-0.653049789236431,2158101
-0.117047019116354,-0.16757210937435,2158329
-0.662893818951824,-0.126220320480643,2168082
-0.537769020212017,-0.321559717661948,2172217
1.01064773263891,-0.322729531462726,2176530
-0.0219021430457498,0.52455212603794,2176784
-0.684214076720902,-0.214434478424472,2181724
-0.772270548571873,1.720944614155,2183291
-0.536857526242972,1.84421405086382,2183356
1.13896002260513,0.090214495266961,2185290
0.00422674943755455,-0.601161694628324,2186951
2.36942280662172,-0.380741687923722,2196212
-0.136914189434972,1.71899118944096,2199403
-0.661330760655943,-0.356738521579036,2200416
-0.913783648097517,-0.519676763903361,2200813
-0.806095782041067,-0.192183891256891,2205389
0.108607664441003,-1.46173788215741,2212664
0.110633961161944,-1.40108472313218,2217034
0.453091094994162,-0.188369219697247,2218615
0.0321197063896809,-0.405071845609025,2219842
0.453867658144693,1.64807144678539,2224150
0.122194463576883,0.951564752192423,2228399
-0.777340280149922,-0.38422900237676,2228400
-0.623349369354438,-0.796528621749747,2234271
1.91061243836368,-0.0757908041534279,2234422
-0.0658225276941533,-1.48164173476233,2237571
-0.330699449322505,-0.419220955252074,2244172
0.296804959617999,-0.401527353407918,2247869
0.510592251670478,1.27044865251364,2250648
0.206506828047301,-0.331267999968756,2250836
-0.270138559130915,-1.25393074329613,2267382
0.533874799971657,-1.30511534824842,2269346
-1.68554209002299,0.938108707147564,2271329
-0.179566769800168,-0.883551694186156,2274521
-0.190669570134382,-0.0893475407464565,2276121
0.876839738872358,-0.815795241541319,2278618
-0.0609580573423815,-0.26607057724285,2285214
-0.18476673943529,-0.525281368232624,2286108
-0.304972675296138,-0.452870392358447,2293123
0.667268705954177,-1.11172421608701,2294852
0.608210475645525,-0.58093661440786,2294873
-0.290686116191892,1.79962684046645,2296332
-0.126928574045855,-0.210487994457603,2305114
0.672422137933016,-1.14503285706861,2305115
-0.627014148109699,-0.0104091935419351,2306459
-0.295709944127216,0.231005042733748,2306893
-0.501241520152219,-1.26853983057738,2317120
-0.102957067881787,-1.21705408514657,2319068
-0.451979462512046,-0.844854225361045,2321962
-0.207222215723393,-1.11375302719023,2331869
0.868983276303315,1.21598664923427,2336735
-0.0358166980106852,0.0449549538756258,2339674
-0.408077562409557,2.43015802118772,2340155
-0.422615307605016,-0.400328242099103,2340322
0.616076657987277,0.20217415511641,2350037
0.433742295752405,-0.20236455696702,2352038
2.64410850691198,-0.0128044625635666,2359944
0.561451874921869,-0.949091306427353,2381907
0.556704805842199,-0.0845558801675835,2393207
-0.0874768230667877,-1.23453170825861,2395415
-0.193092626703944,0.378814269697659,2395943
-0.558090794168532,-0.214284688459208,2401405
0.0263532177861443,-1.10796101570402,2405144
-0.533289605659416,2.12084032691673,2414406
-0.103176335767426,-0.202581587662188,2419459
-0.151898967244499,-1.43886587786281,2425694
0.837966335591647,-1.08951278095686,2426863
5.20603380360099,-0.341368291479321,2430773
-1.19962128079358,-1.18200091000899,2439458
-0.372660493326157,-1.28499048477609,2443354
0.733455943877951,-0.337279198120495,2445526
0.437095150448131,-0.348100544872824,2448298
-1.53369920655162,-0.461256510799019,2453577
2.19084842598135,-0.494818677716967,2474709
-0.572418779028949,0.0158946838564396,2480056
-0.698872597520036,0.0960609864457621,2480330
0.740655621456215,-0.674279328307785,2487135
-0.273278300382238,-0.536807366192276,2488660
0.633389992512876,-0.724744102143979,2490180
-0.182851307545415,-0.0921398606139883,2493534
0.190120055260666,2.04574453693662,2498991
0.397843843253409,0.140575383442902,2500377
-0.781255523441218,-0.378404791506129,2504802
0.437298459230982,-0.3706740457458,2510402
0.0209162146218722,-0.509245719764661,2520618
1.52878419795478,-0.272480000948343,2559453
0.932155092688703,0.999779804171735,277752
0.130710088024356,-0.722365376619064,308862
-0.229856977251321,-0.547847100140538,58325
-0.360619886133844,-1.11759879335508,92173
-0.00454704320860113,-0.70933523758269,923666
0.172305112552242,0.665017659555705,965005
-0.293996271798778,1.71592841616423,983079
