"letd_gtv_wavelet.HLH_gldm_LargeDependenceLowGrayLevelEmphasis_231","letd_gtv_lbp.3D.m2_firstorder_Kurtosis_231","letd_gtv_wavelet.HHL_firstorder_Median_226","sub"
-0.182002760054547,0.731460980466797,0.0152069302115136,1916742
-0.131033245531513,0.015457394937303,-0.668626893510697,1980052
2.07641910299575,-0.261150078252303,0.0795190962225946,1926770
-0.177019872441793,1.53095967601442,-0.700424415699447,1979045
-0.181299242771055,0.26166290526478,-0.21500264237097,2196212
-0.212828290376321,-0.378255873121719,-0.185860088112096,2393207
-0.18983335082715,0.64928551349157,-0.6474702508809,2146138
0.847561521631909,0.315928068961192,0.409785871029817,2228399
-0.186541549331648,0.309373154021226,-1.34479107933172,2144796
-0.213446122523863,-1.06546045695223,0.472836516281912,2234271
0.0775229801646426,-1.29506539865163,-0.169663015697528,2296332
-0.194919307040272,-0.0775237332776773,0.182896756663096,1684230
-0.213006175141999,-0.153185207944475,-0.144838601688817,1720713
-0.206294542103378,0.00216781815337334,-0.251336765191333,2186951
-0.057194073457523,-0.413663757158993,0.346885467077844,2439458
-0.213825548275141,0.362181116329087,-0.0640768567875475,2135748
-0.193328251970427,-0.401621069507611,-0.161979504162765,2141116
-0.0982134678261838,-0.642894408007867,0.45717481949124,2108003
-0.184130241709324,2.19106230914506,-0.476241780766917,2006164
2.57976292109363,0.830907502062981,-0.582417431636209,308862
-0.163427162323362,-0.256321758431505,-0.91760723852716,1085983
0.277289235194435,0.26737091238167,0.0703278069329817,2004451
13.1849029364048,0.0261571266881662,0.511272825919798,2359944
-0.210414665201085,-0.865568924149916,0.420204913443864,2069079
-0.216784899541008,0.811125441984743,-0.019844297430664,2059713
0.0912240488315941,-0.508004861087612,1.25010486313984,2294873
-0.207393800263608,-0.537455857957642,-0.959674971751945,2033049
0.491573201399768,-0.288553432288425,-0.324943997808988,1485662
-0.206527829355627,-1.2108181282995,-0.111798966318935,1526417
-0.186786888128865,0.606171064659429,1.64873366422907,1386095
-0.172722609779123,6.48139665815471,-1.5201051935398,983079
-0.173529412268735,-1.04004572006423,-2.04257867659652,2132424
-0.194094308772146,-0.473838899284451,0.00249691240931413,2138375
-0.155306342837483,0.286530373624167,-0.15006275788735,2490180
-0.144221092859275,0.22835976639512,-0.207500580762251,2034136
-0.196996096068851,-0.198893420367068,0.0717076977027762,2510402
-0.141550500763841,-0.368698890513018,-0.279020444843767,1330263
-0.202398273502402,-1.05105782373742,-0.104250708612257,1768972
-0.175504018975401,-0.907356789185089,0.238112034719489,2306459
-0.13691568122008,-1.18288445165902,0.354377962365042,2181724
-0.186237627555335,-0.00232454424537874,0.128088551318519,2217034
0.375263179810418,-1.19509559630195,-0.856017610963113,2218615
-0.210063499567115,-0.319922292021314,-0.383694592111602,92173
-0.21709143593175,0.0124934119544645,-0.309118341176056,2414406
0.145499593442385,0.23644390367785,-0.329940381090529,2381907
