"mkm2d_ptv_wavelet.HHL_gldm_LargeDependenceLowGrayLevelEmphasis_226","sub"
-0.133851033654799,1085983
-0.407293787062663,1125173
-0.149969897393634,1154608
-0.313817192660034,1181124
-0.402696739476068,1183075
0.160104123836735,1232870
-0.298293794641694,1279943
-0.374878841042548,1329352
-0.241482768529456,1330263
-0.209931175718838,1364384
-0.374345390171964,1386095
-0.460421041995846,1458656
-0.169865391628957,1485662
-0.233830916982756,1497807
-0.375799654493542,1501387
-0.185748088869304,1518948
-0.337871128882719,1526417
-0.450110803747422,1565177
0.318422310201525,1606693
0.965581616386797,1612262
-0.33391168998804,1614566
0.800008998083953,1644034
-0.267283262448232,1668599
-0.424441182470451,1671370
-0.258396517444425,1684230
0.817689026295855,1692385
-0.44751281780761,1720713
0.35203214009593,1738800
-0.314279025190886,1740845
-0.31026035159976,1742294
-0.45148156778927,1767700
-0.0975897011314167,1768972
-0.355355909887013,1889409
1.30674991993926,1915938
-0.274694918367566,1916742
6.38994167337134,1919296
-0.0948960052586401,1926770
-0.258680808606118,1938156
0.501848516559797,1938561
0.682639985837139,1966316
-0.17691830792902,1967281
0.21890738568918,1973544
-0.226370952592746,1975401
0.145020254072985,1976407
-0.223924075544131,1978972
0.965556352783284,1979045
9.91286982886093,1979422
0.655127181714084,1980052
-0.422036525392344,2001182
-0.455086769163498,2002465
1.28297150596496,2004451
0.319944203217388,2006164
-0.262946617449954,2007309
1.29063928630897,2009915
-0.314980388147566,2010259
-0.37438876423956,2010554
-0.353229480790926,2026671
-0.374682265404543,2033049
-0.166037628636375,2034136
0.262934831112384,2040495
-0.197505071609034,2047354
-0.216495562835486,2051378
0.864068324130927,2055667
0.128025343672788,2057358
0.157548175495788,2059713
-0.329597931371929,2069079
0.0883684654713842,2070958
0.0351989703590163,2072215
1.44133063579707,2075832
-0.159479965190828,2075846
-0.401434460620054,2076301
-0.299399728978045,2078198
-0.465662316241838,2078899
-0.446927156555801,2085349
-0.446793448598678,2086044
0.829154444492211,2091555
0.591723482345652,2092954
-0.209623667033426,2096627
-0.443506451740451,2100050
-0.28396740585241,2108003
-0.142848371366923,2109902
0.091740274117846,2110540
-0.400600267409304,2116787
-0.424403471123143,2119177
-0.373154104977458,2131601
-0.440345724851737,2132424
-0.118408737040234,2132982
-0.140827974319873,2133204
-0.387285895857985,2133380
-0.403950643111594,2134220
-0.412343495913882,2135748
-0.46772115419867,2137799
0.118052348223156,2138375
-0.39849277861458,2138678
-0.433470447330064,2139733
-0.290710861649496,2141116
-0.458659364556418,2144796
-0.326013639104115,2145166
-0.182282194150402,2145694
-0.418364787947437,2146138
-0.125768121857799,2151024
0.0735342293183495,215131
-0.278941650724351,2152442
0.13609521734094,2157529
-0.29228453774395,2158101
-0.316311084530828,2158329
1.6546995305419,2168082
0.788466620217407,2172217
0.0340181075004166,2176530
-0.176719878737777,2176784
-0.405556744317656,2181724
-0.329561486290618,2183291
-0.366799072764109,2183356
0.23337092838704,2185290
-0.407997259976141,2186951
-0.341640666789314,2196212
-0.155009318059136,2199403
-0.386320069947583,2200416
0.585157056362595,2200813
-0.344203881306597,2205389
-0.359284803022524,2212664
0.250769298212177,2217034
-0.342754742143397,2218615
3.70048151350059,2219842
0.150536171422197,2224150
0.492045578121617,2228399
-0.189433652166232,2228400
-0.4624324776108,2234271
-0.432679265466515,2234422
-0.277155855440754,2237571
-0.375744124095125,2244172
-0.221001672527171,2247869
-0.260632165907853,2250648
-0.242160804633716,2250836
-0.267797278049955,2267382
-0.4313857677324,2269346
-0.462030928375227,2271329
0.558089317895467,2274521
-0.326835479540881,2276121
-0.0768619397341582,2278618
-0.412221244852881,2285214
-0.0260673815013779,2286108
-0.34474063905314,2293123
-0.421149763999941,2294852
-0.362931804401319,2294873
0.12621250566317,2296332
0.0314948017026541,2305114
-0.407545792792895,2305115
0.327933228028754,2306459
-0.265287009303815,2306893
-0.379312220889149,2317120
-0.0696013076319579,2319068
-0.349547514401582,2321962
-0.376932051692108,2331869
0.223801393798972,2336735
-0.311942194962006,2339674
0.502239702087001,2340155
-0.425428468316252,2340322
-0.334456273822916,2350037
-0.368518839905876,2352038
-0.299467112839077,2359944
0.0718111236098961,2381907
-0.438719816974937,2393207
-0.238706856569132,2395415
-0.22535917962763,2395943
-0.0971676729565496,2401405
-0.341797141803481,2405144
-0.438665119001403,2414406
-0.0767323749901827,2419459
-0.15904749731624,2425694
-0.0647977411760383,2426863
-0.14222502318711,2430773
-0.341984040231754,2439458
-0.286444072817162,2443354
-0.352513961900473,2445526
0.392272912255065,2448298
-0.337646478490159,2453577
-0.404727211021471,2474709
-0.367547423081288,2480056
-0.300298984112891,2480330
-0.302052115511867,2487135
0.260672281475047,2488660
-0.23231647497205,2490180
-0.406802729772052,2493534
-0.23096588672888,2498991
-0.402068190550836,2500377
-0.293937608604458,2504802
-0.335934947486581,2510402
-0.393699156955659,2520618
-0.386783444161502,2559453
-0.0719438939785201,277752
2.94715847898753,308862
-0.0694290954776311,58325
-0.316824139202498,92173
-0.288164889826512,923666
-0.358132648619795,965005
-0.2412991735179,983079
