"mkm8d_gtvper_original_shape_Elongation_237","mkm8d_gtvper_wavelet.LHH_glcm_ClusterShade_226","sub"
1.02769013153375,-0.127225128536487,1085983
0.903315011727641,-0.0750709711774372,1125173
-1.09125817683295,0.432839786419995,1154608
0.128547106063381,-0.168952084053714,1181124
1.3884677017123,-0.166317374430479,1183075
-0.515882743954256,-0.158683526078468,1232870
0.0607759317154871,-0.0513169586095396,1279943
-0.201139121923733,-0.00587724550490816,1329352
0.300674203552877,-0.0361557754215965,1330263
-0.778798785706111,-0.151847024059072,1364384
0.550834506291019,0.0421628759441339,1386095
-0.929661778444626,-0.141186417416075,1458656
0.705670136509656,-0.197111956204895,1485662
0.275885909030906,-0.0739009971991697,1497807
0.100023363668544,-0.13620903508796,1501387
-1.34544525662363,-0.671260166099308,1518948
1.51096136027969,-0.0615375217191427,1526417
-0.131026322266124,0.796518668466951,1565177
-0.149223694264323,0.0526379000339761,1606693
-0.293846978593448,-0.148425301144761,1612262
0.92214904460807,-0.418428731801126,1614566
-0.581795491472504,-0.143731779918268,1644034
-1.66776710866579,-0.140531903049296,1668599
-0.80111345931503,-0.128918605545332,1671370
0.754346377918268,-0.198360712168966,1684230
1.24984030338684,0.329027224863005,1692385
-1.0246976716634,-0.107146459065973,1720713
1.5400243260392,-0.177737474220643,1738800
-1.25279275877206,-0.150037241660421,1740845
-0.453459444402201,-0.39299066018593,1742294
-0.535854702963544,0.0175419625028994,1767700
0.559456451328435,-0.150927276667481,1768972
0.221649289100178,0.640292600650947,1889409
-0.311505158853065,-0.20614726650389,1915938
0.0583169583995714,-0.0678600079535964,1916742
1.72662786975157,-0.229688880240256,1919296
1.60280737715455,-0.235009057639169,1926770
-0.439751588795574,-1.13791464769601,1938156
0.302496441599299,-0.147185261735198,1938561
-0.318568089246165,-0.262650435146977,1966316
-0.690529219166993,-0.152641840221127,1967281
-0.144524629863961,-0.431584497253043,1973544
0.455393621929341,-0.125308018667128,1975401
1.15323283817663,-0.138728358382352,1976407
0.723648645318114,-0.14356889337953,1978972
0.688877247703935,-0.0177163621853114,1980052
-2.9864263821688,-0.0246189189056227,2001182
0.261628342733366,-0.157275219833506,2002465
0.510966742080502,-0.197700878045264,2004451
0.96870166927464,-0.0242398390565366,2006164
1.31920141703189,-0.320617593822754,2007309
-0.781552064834679,-0.113504805154949,2009915
-0.135162141434392,-0.00841656463281592,2010259
-0.275691260879174,0.200270530901776,2010554
0.926350145224189,0.575101747298775,2026671
-1.1870278728144,-0.108696788864814,2033049
-1.60661375823954,-0.498823997565665,2034136
0.148960976948125,-0.0634329900581928,2040495
0.803886159567286,13.2658057809259,2047354
0.34290483858058,-0.170014447744818,2051378
-0.122418874731402,-0.201584211159535,2055667
-1.49914299538566,-0.0656001909956498,2057358
0.648518761459635,-0.181777724091107,2059713
-1.21274849309538,-0.182458449975962,2069079
0.150743403962046,-0.316674904167641,2070958
0.43957837880919,-0.00893886931941096,2072215
-0.129049823230562,-0.106781403244925,2075832
1.2456172226797,-0.171275230240355,2075846
1.58208668831872,-0.00922994786446918,2076301
0.297818739295745,0.333877411474307,2078198
0.864616843106924,0.190420913423818,2078899
-1.07667986605487,-0.115136062461197,2085349
-0.193476565605438,0.194975219549973,2086044
-0.782053948758404,-0.176188266548643,2091555
-0.754376698936998,-0.171177466159743,2092954
1.11347561505982,-0.0885545835000146,2096627
-1.14623529542985,-0.0159012634527593,2100050
0.434081523904742,-0.0985382100817924,2108003
-0.389639301657585,-0.166323741064641,2109902
-1.54152709113318,-0.17744802239007,2110540
0.237361412237521,-0.152895385966692,2116787
0.322986521803897,1.26720389659845,2119177
-1.76572154900667,-0.781008166783212,2131601
