"letm_ctv_grady_250","letm_ctv_eigen_min_250","letm_ctv_kurtosis_247","letm_ctv_subvol_x1of3_244","letm_ctv_m002_244","letm_ctv_gradz_240","letm_ctv_m300_227","sub"
0.0346368722131243,-0.264439050072652,-0.397494777730304,0.664767358176735,-0.456160237522321,0.35917220619842,0.0209735758008557,1085983
-0.45849927902688,1.93835053510049,-0.358946329890857,0.611080472797591,-0.185600307866468,0.736525839986521,-0.0694584992569266,1125173
1.3866749897936,-0.661043300081743,-0.455661279618121,1.20853058905748,-1.44098162759635,-3.02202103444495,0.0151840103943652,1154608
1.2642972174711,-0.0738480282037289,1.55969991122331,0.742685100448782,-0.583130125591391,-0.0197547270237857,0.0304253782824415,1181124
-0.43015914271557,-0.626041692886026,-0.5472667688316,-0.452186683532854,-0.499923770898157,2.09349639947214,-0.11914105770076,1183075
-0.8322986901546,-0.644100253416659,-0.422212937477064,0.974768611856054,-0.405254539670495,0.0895607428745375,-0.421815524058596,1232870
-0.569042823394289,0.467994646280733,-0.444572535371055,0.946968663921552,0.0562803329222559,0.803415242929159,0.420753413872846,1279943
-0.797999098898098,-0.515792547589978,-0.358788475333544,-1.00342503886081,0.591350591461645,-1.00413255110095,1.48415679111477,1329352
-0.335711409682174,-0.34078370943899,-0.70452713584211,-0.371255573628348,-1.0137259906876,-1.68436984970883,0.364975258776063,1330263
-4.17374493926295,-0.668200060032523,-0.748503371191064,1.83868383368857,-1.37246354397584,-6.35799804165169,-0.0209466348753969,1364384
-0.335784515716173,-0.648943929152851,-0.459377547860797,0.622880852092747,-0.857681832443945,-1.55195413749667,-0.120822611973968,1386095
-0.501453847156139,0.441310252961683,0.985161803622509,-1.36628467586246,0.121470714556279,0.263346560077561,3.65261208557476,1458656
0.059683440522597,0.446208728109842,0.361925932634398,-0.815280016182758,-0.294177766194469,-0.204278011824797,-0.379918806790671,1485662
-0.948655041323775,-0.266838914944323,-0.8796701959593,-0.230196069702734,-0.150442960842551,-0.172845058179321,0.364867934998961,1497807
0.0691167580673152,-0.191416775426388,-0.558949677569278,-1.03349769919109,1.53907549916521,1.04245284043,-0.259322415529478,1501387
0.515979848803764,-0.656968865823085,-0.880714205194732,0.532421653412139,-1.00678616561725,0.736639703523094,-0.548035396192784,1518948
0.079341157651371,-0.518583225273851,-0.793308609203852,1.02054086770704,0.408576555301717,-0.310113830664763,0.0335171623486446,1526417
-0.287755213495869,0.0494760112284059,1.31701203541937,-0.708395135321032,0.575702057428009,0.237895922895921,-0.650535442607071,1565177
0.62443589121801,3.69224677319901,-0.497606544983045,0.0242721221191451,-0.364461922074954,-0.740797522784698,0.300804236572969,1606693
0.21934584042206,-0.343401944878843,-0.504983383465058,1.08896154550524,-0.157375485683732,1.14095599867309,-0.0316322302758307,1612262
-0.0897824098489517,-0.426769279987192,1.71020139370594,-0.365723613691747,0.898949104636296,-0.159427030154197,-0.681499563653629,1614566
