"lemm_prc_m120_250","lemm_prc_eigen_min_250","lemm_prc_density_250","lemm_prc_grady_250","lemm_prc_m210_250","lemm_prc_m012_250","lemm_prc_m101_250","lemm_prc_m021_249","lemm_prc_m003_249","lemm_prc_v7_248","lemm_prc_skewness_244","lemm_prc_gradx_240","lemm_prc_m310_239","lemm_prc_m201_239","lemm_prc_m040_238","sub"
-0.207462760463953,-0.0919210086988422,-0.339997586823418,-0.0135989780343782,-0.00857054286491606,-0.00889191801277651,-0.120686157416815,-0.23023759091036,-0.114117169170111,0.235564704803533,0.507294424567809,-1.44991173755037,0.0405462695559852,0.0146885567922124,-0.474621623563152,1085983
-0.158073741697046,2.31975401831939,-0.452123285700162,-0.103937198532617,-0.0610644380442283,0.0707362347250467,-0.34902021015771,-0.170356288519643,-0.125431796962429,0.235564704803533,-0.300132584377928,0.267426081553634,-0.0185429102538998,-0.0867229587631119,-0.451505827702081,1125173
-0.381739229409093,-0.692530510638645,0.396744611910513,-1.11450208168299,0.254891543220549,0.0263133179203942,1.14193735976378,-0.340582010547651,-0.120963872969278,0.235564704803533,0.312479260071368,-0.740445062354904,0.258423882117951,-0.0412407491911068,-0.33906423298144,1154608
-0.140796470220767,-0.0524380369314629,-0.355481076765913,-1.0752422109945,-0.0738391156031337,-0.0257359461925626,0.300678380319253,-0.166708584241847,-0.112462910737715,-0.0683457846550407,-1.19849153812485,1.2036688741003,0.05558213586302,-0.0368085234089312,-0.418634143990016,1181124
7.97918401682666,-0.721845170832931,3.74125307368185,1.30804991479104,-9.41039707211855,9.43591622007582,-6.60429939558129,2.89749367738365,2.56323233651341,0.235564704803533,0.765080723796808,1.27994790663466,7.53448596386513,-12.4414080124497,7.02506413156025,1183075
-0.140068820102071,-0.670215041133041,0.417891348432999,-0.0753522493158035,0.0310772653920307,-0.00321210140835903,-0.477506181094769,-0.181451123416648,-0.230436321030936,0.235564704803533,0.565301501152588,-0.952921496007466,-0.0486854820500406,0.0473566025691479,-0.490120378925928,1232870
-0.298656129012822,0.929685090267187,-0.427385253107045,0.0340184509033835,-0.0774115441877595,-0.0387142292934054,-0.0588489823991666,-0.214113180483493,-0.133075065384931,0.235564704803533,0.558451123654257,-0.0796096284526344,0.00721215633877186,-0.0416039995482296,-0.48280982037903,1279943
-0.324414634116535,-0.444961491239649,-0.326056537553109,0.574981958167726,0.336204800851043,0.0721244912878282,-1.23426398362283,0.137690252820145,-0.181667652536437,0.235564704803533,0.352912568246378,0.0548623081591859,0.128622608711869,-0.305531390344478,-0.419108054583798,1329352
0.234255678654274,-0.145826649269771,-0.398938947362935,-0.104994604318284,0.509439267533163,-0.0309357418913305,0.949295909688593,-0.140082764143475,-0.238258993924705,0.235564704803533,-0.332243932729912,-0.84910731457635,0.23166642006428,-0.159535749191368,-0.414903737403127,1330263
-0.147244305399891,-0.716503807466087,2.46385069204772,1.0461371863879,-0.0301455103996353,0.119087286130011,1.02797882686837,-0.199638364164901,-0.230516273534228,0.235564704803533,0.992081641009787,-1.00308585159879,-0.0921084189099784,-0.0420745966961105,-0.461746356260408,1364384
