"letm_prc_m210_250","letm_prc_sphericity_249","letm_prc_grady_248","letm_prc_m120_248","letm_prc_m030_247","letm_prc_energy_246","letm_prc_v27_246","letm_prc_m111_245","letm_prc_m021_242","letm_prc_max_238","letm_prc_subvol_z3of3_236","letm_prc_subvol_x2of2_229","sub"
-0.0578142663658448,0.752428346435609,-0.032135503569088,-0.119409999739518,0.18739701540117,-0.559426234180886,-0.94319318170483,-0.0598712299194196,-0.35691191363009,-0.943728804582301,-0.289559579915383,-1.51604899288968,1085983
-0.193530832069534,-0.22915037648958,-0.541721505963586,-0.0211546807976273,0.148904036046829,0.753788059956256,0.301326352666267,-0.238134136363328,-0.285553462689897,0.430881916352894,0.481286091774007,-1.28819447720195,1125173
0.124272027202412,0.246330617990013,0.678075623592773,-0.500605753381087,-0.0384773186944811,-1.31864163016603,0.301326352666267,-0.149857055029126,-0.422385583114324,-0.334068936678063,0.182569812735566,1.03494637447436,1154608
-0.0335936442062868,-0.378343480575766,0.665396181059389,0.129036249808102,0.214441717878564,0.0201307008450221,-0.923802089443653,-0.185359330965313,-0.300719709679283,2.07955044328326,-0.749483845651454,-1.4743076420696,1181124
-2.36755130756353,-0.408805587489532,-2.10904939954142,0.57909691492831,-0.215445086659431,2.80605852083314,0.301326352666267,-5.812551826359,3.80965454660714,-1.40580687055082,0.143455161488897,1.11864228067792,1183075
-0.0901160483491176,2.90080149462826,-0.901940990802103,-0.0583188047020073,0.162672719171311,0.0706058734048142,0.301326352666267,0.119438273545803,-0.305350466055382,-1.19836419655772,0.600362725904709,-0.776530809021192,1232870
-0.216721337339309,0.815283813957202,-0.921174962377445,-0.275733590131355,0.254105826171829,2.42587828182114,0.301326352666267,-0.0196652063901855,-0.350121098514894,1.74992027651573,0.193534441531089,-1.58395496131781,1279943
0.735068671731363,0.165506582330942,-0.477336076376802,-0.532452046072385,-0.286734417634082,0.311375389186635,0.0123153715984909,-0.535221779752758,0.302703986690861,0.253556507435954,-1.12903770444889,0.294909358521909,1329352
0.605160002615068,-0.0475781985332368,-0.386196185420455,0.325687699137186,0.208395052432856,-1.14016575968982,0.232999623310587,0.00067317687259027,-0.202411965205061,0.0599096537926191,-0.611551510414787,0.792089649577667,1330263
-0.117737743058043,1.86277159134844,-3.69679327552224,-0.167753408715191,0.179628947722805,-0.544607215100655,0.301326352666267,0.0555972468817605,-0.316985607350776,1.63417838962278,2.63806750435253,3.15184123758343,1364384
-0.225877191658949,2.42532154279121,-0.206906403130495,-0.0917997587110238,0.213956564174516,0.524064476847687,0.301326352666267,-0.0219829352662571,-0.3821015907319,0.502755647709086,0.705045554090323,1.55234300384383,1386095
