"lemm_prc_m012_250","lemm_prc_grady_237","lemm_prc_m011_231","sub"
-0.00889191801277651,-0.0135989780343782,-0.19306421395496,1085983
0.0707362347250467,-0.103937198532617,-0.00506006766863168,1125173
0.0263133179203942,-1.11450208168299,0.47829245532629,1154608
-0.0257359461925626,-1.0752422109945,0.0633611938375224,1181124
9.43591622007582,1.30804991479104,4.42936661584519,1183075
-0.00321210140835903,-0.0753522493158035,0.218286824448206,1232870
-0.0387142292934054,0.0340184509033835,-0.509024523122828,1279943
0.0721244912878282,0.574981958167726,-0.621174809139299,1329352
-0.0309357418913305,-0.104994604318284,0.018500809847221,1330263
0.119087286130011,1.0461371863879,-0.624069497743158,1364384
0.0208741132015216,1.11222941808842,-0.267719938234095,1386095
0.0581880490579373,-0.139955151007252,0.235831806452854,1458656
-0.00612924481978311,-0.320520942791161,0.332434861997517,1485662
0.0756214573192563,0.219620517780623,-0.0680757453603953,1497807
0.398175074669696,0.0476223744253631,-0.357810472247582,1501387
0.0876055785508551,1.32742089180292,-0.559786170089031,1518948
0.249424042330328,0.370148366642201,-0.0462875427277286,1526417
0.142659639098099,-1.43224809636639,-0.701374069126118,1565177
-0.0482285551817614,-0.856358758661767,1.76821663226063,1606693
0.0313976765358218,-0.392759894678972,0.3425974296065,1612262
0.1013523605402,1.62492524912058,-0.309159283797255,1614566
0.148770420668087,-0.327421104059581,0.178863287656207,1644034
1.07328836526959,0.438384121992439,2.47921043712695,1668599
0.144768851022148,0.0205190315026773,0.29848188586931,1671370
0.150402217445781,-0.227824868929561,0.0638945599003868,1684230
0.110107513965703,0.141633867982977,-0.247989723138934,1692385
0.0787316740993383,0.328803343778314,-0.405983427637948,1720713
0.043396916304339,0.0168320240296224,-0.128338028407109,1738800
0.0340912047754976,-0.524459914933939,0.153628537792942,1740845
0.101041680620786,-0.55836421932455,-0.0725128159749631,1742294
-0.0551520353446541,1.08596882411036,-0.158578834591315,1767700
-0.0473103608261862,0.190531816029453,0.410881845343647,1768972
0.124996560420886,0.0397345315862667,-0.563584362228831,1889409
