"mkm6d_ptv_original_shape_Flatness_249","mkm6d_ptv_log.sigma.2.0.mm.3D_glcm_Correlation_247","mkm6d_ptv_wavelet.HHH_glcm_ClusterShade_247","mkm6d_ptv_wavelet.HHH_firstorder_Median_246","mkm6d_ptv_wavelet.HLH_firstorder_Median_241","mkm6d_ptv_wavelet.HHL_firstorder_Median_234","mkm6d_ptv_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_227","sub"
1.35119706091473,-0.0602383733209115,0.143028380497395,-0.129115769611083,0.333638244177672,-0.133307457275957,-0.186193982689451,1085983
0.110236965876068,0.83913079839351,0.142709555362943,-0.644245217858343,-0.623259121860081,0.225292134623093,-0.195297918221742,1125173
-1.53027357938603,0.0239409512553516,-0.136241703560217,0.171917651322949,-1.48962582926771,0.817889494321903,-0.200758848093657,1154608
0.884728474582034,-0.338667559133816,-0.39931882248631,-0.0296463060152168,0.00589367567066152,-0.289170487564419,-0.158623656508189,1181124
0.245789447239916,-3.05487053953204,-0.230086326521775,1.4553960431536,-0.186700654271927,-1.07135789012045,-0.205482990286255,1183075
0.0380830206982791,-1.45756891398797,0.13171399815629,-1.49404901107006,-2.58344488100916,-1.1359099373495,-0.164152734412683,1232870
0.194384973611451,-0.8178637587333,0.118977335726934,-0.152224497154168,0.283836654123178,0.726095874878769,-0.165840310691287,1279943
-1.02730961234489,1.15506202808574,0.750587303728288,0.125270805312037,0.645344633698898,0.170867640357532,-0.20203307190334,1329352
-1.32400921503537,1.1778187271771,0.0807200297707309,0.327626691167409,0.392162921189907,0.608349608698512,-0.152219133410111,1330263
-1.15899980052833,-0.0890868802584465,-0.0764955265746936,-0.401288298797519,-4.06770467320374,-1.10886855233425,-0.205562453090441,1364384
1.10959173052513,0.237415529602565,0.508940400781155,-0.234916780274646,0.402515946812016,1.99064569259111,-0.204515944164981,1386095
-1.33133499214597,0.322783306121462,0.371595675066996,-0.79140743776546,0.619629751068265,1.44724876701257,-0.205959904523075,1458656
