"mkm2d_ctvper_original_shape_Flatness_250","mkm2d_ctvper_wavelet.LHH_glcm_ClusterShade_246","mkm2d_ctvper_wavelet.HHH_glcm_ClusterShade_242","mkm2d_ctvper_wavelet.HLH_glszm_LargeAreaLowGrayLevelEmphasis_239","mkm2d_ctvper_log.sigma.3.0.mm.3D_firstorder_Kurtosis_236","mkm2d_ctvper_wavelet.HHL_firstorder_Median_234","mkm2d_ctvper_lbp.3D.m2_firstorder_InterquartileRange_233","sub"
1.40288253780765,-0.144990148925708,0.141302119791627,-0.0367145493814311,-0.856596608261733,-0.430347254975286,-1.77057804922399,1085983
0.200657181245088,-0.122104946262199,-0.00689022574929549,-0.0826932380506895,-0.586740995744496,-1.18467121490964,-0.459613539597517,1125173
-1.31277195749427,-0.110304444002877,0.00672351484263847,-0.0917721774448229,0.4723051485223,1.46124900453075,0.668571809453906,1154608
0.850921800261826,-0.112155509348786,-0.38262934020151,-0.0896299248605015,-0.533646151294298,-0.378348939178242,-1.14946249999491,1181124
-0.460845108394831,-0.144241505402282,-0.550975534687903,-0.0919256066812165,0.0931528953508806,3.04575425677834,-0.440553007295438,1183075
0.0637789562715629,-0.163742693725624,-0.0486426824450612,-0.0913127240791495,0.234729185968851,-1.77550886337323,-0.511614175840205,1232870
0.346969164738446,0.0625284951354875,-0.00277020692826966,0.0366909752633304,0.0353625779741519,-1.19453438183713,-1.0599065857524,1279943
-1.00254485212489,-0.124233544460257,-0.468373814055168,-0.0921450814489345,-0.43347707036377,0.361072322168109,0.98571846708917,1329352
-1.39734278488104,-0.15173421948935,0.0928448920244961,-0.0905397096682731,-1.02031172615107,0.650017789805994,0.453550447831742,1330263
-1.21982328972274,-0.335968986421685,-0.471419464116879,-0.0924262100253041,-1.48269188502706,0.788082941096047,0.725285852803586,1364384
1.07223304739818,-0.237595686152442,0.054645994841985,-0.0927601061329019,0.476573337164152,0.0739579704859352,0.820849623649757,1386095
-1.33500992228802,-0.0896133972513434,0.155037239200059,-0.0910521988067431,-0.309891773486964,-0.0624464620993652,0.663361235782801,1458656
1.28943635094053,-0.186518544278312,-0.078528941985855,-0.0902273030710476,0.543988378937438,-0.190049676981,1.1373549451849,1485662
0.25612905997972,-0.0944321005270188,0.159969248288591,-0.092285954208867,-0.128623666348209,-0.203284615102787,0.504840972781609,1497807
-0.279562392966169,-0.109771308283066,-0.0232394122820458,-0.0587244485656843,0.0284393286555069,1.01560108834446,-1.51949280662747,1501387
-0.185636882527467,-0.0567760764151667,-0.0266061746983344,-0.0693850076333867,-1.05544443940186,1.01063359858549,-0.0765711749795575,1518948
0.678629184022361,-0.141949181140857,-0.0823854574855882,-0.0921502525491257,-0.83681859952196,-0.556241987562534,-0.716552307186417,1526417
0.10258433408281,-0.172859077881633,-0.109085578717749,-0.0822630068261893,1.40787423539246,-0.756050832112621,-0.407183454366964,1565177
-0.342560029586958,0.236559074371595,0.0143550802024942,-0.0416722204176532,-0.689801510801649,0.157698932231991,0.721514465186064,1606693
0.227075679172601,-0.167209054437559,-0.0138135939083482,0.105986981369359,-0.532033729113376,0.399448030332302,-0.545466817354488,1612262
0.756583441350814,0.886672044051844,0.0230752983869135,-0.0916271126692982,-0.0962147571901071,1.09976200469248,0.592236835286174,1614566
-0.477547366892062,-0.175007255441363,0.00242237255435413,-0.0915232871681113,-0.870616044084142,-0.89413883807489,0.367359250507258,1644034
-0.722019263579097,-0.172736310870569,-0.762202744808532,-0.0816863208536548,0.305825397572259,-0.10752833494409,1.17910282576645,1668599
-0.207693396289046,-0.134914227125575,0.0544990496044778,-0.0915509578723978,-1.00555513814119,2.02152464386876,-1.10929919357731,1671370
2.0424851190512,0.107983753168929,-0.0142411004800677,-0.0927137460204664,-0.616589197001104,-0.850847196929016,-0.0588870788711786,1684230
1.04076952396377,-0.17808095194586,0.000601982937775235,-0.082711473867571,-1.15315421911028,-0.725829464614888,0.124521547593963,1692385
-0.648442907020274,-0.121413951014139,0.591393698794039,-0.0902279154396099,-0.18744844614805,0.954057736542211,0.555704306288378,1720713
1.13105140770582,-0.123522733605888,-0.0393488898289954,-0.0904836251147643,-0.0803717651401767,0.525491719583362,0.190976849828114,1738800
-0.946400144110524,-0.135452648225054,-0.414040472000942,-0.0928564524755379,-0.160248335720025,0.208115173474367,0.202706574306047,1740845
-0.150524518732858,-0.15763637834853,-0.502100383234141,-0.0927621789468814,-0.851385298118767,0.891885384413335,0.472240877625661,1742294
0.469418766134226,-0.182141707647099,-1.44057881052464,-0.0927091330942167,0.433755427967396,1.44263039612644,0.934680749940721,1767700
0.40634783124138,0.352632866187893,-0.117116636361895,-0.0346840789030442,-0.495816706785596,0.241839506775177,0.121006762263192,1768972
0.149809960979286,0.601965988770427,-0.134324183083919,-0.0898970851867906,2.05333445864674,0.606763449931159,-0.629762212636002,1889409
0.297421044879166,-0.133813133840055,-0.0210928744505462,-0.0921137789036786,-0.839924309891075,0.539979460640298,0.217680934698054,1915938
-0.462367099465702,-0.022926976456649,-0.076907160214497,-0.092584653109537,-0.264879312064385,-0.368886493384834,0.360766345728045,1916742
1.83865321881895,-0.0394401331981935,-0.0450955148616015,-0.0727428165957193,-0.866030024727014,0.225514439253776,0.949510253773658,1919296
1.63032286950499,0.166393941330692,-0.0639684655970786,-0.014890865594455,-0.467216089112232,-1.04374238847841,1.75037697602403,1926770
-0.365900728929661,0.296478919424822,-0.0834539280466891,-0.0893667399999482,2.09654265613872,0.101201370372155,-0.622544629967238,1938156
0.316273595345335,-0.161291447863641,-0.101100322099688,-0.0914594778424223,-0.265055385567696,0.766918100539549,0.187945552816807,1938561
