"mkm6d_ptv6_log.sigma.2.0.mm.3D_glcm_Imc2_248","mkm6d_ptv6_original_glcm_Correlation_226","sub"
-1.19356547085999,1.8648744142402,1085983
-1.29174648228312,0.847654548697255,1125173
0.972000519956373,-1.82000835129653,1154608
0.401881200296008,-1.15440505864571,1181124
0.113312348239032,0.357883215633065,1183075
1.18125240087863,0.914908373990804,1232870
0.339826283583152,1.41225053693653,1279943
0.190619301713618,-0.305976119967873,1329352
-0.250908171219775,1.00059607090446,1330263
2.61621045243494,-1.810022719496,1364384
1.8262797903815,0.417678935552112,1386095
-0.625438877463997,0.668765579727172,1458656
-1.26032891248246,1.06218921912708,1485662
-0.578134671466181,0.351008394829224,1497807
0.523059403474107,-0.82410735867678,1501387
0.651887850583176,1.56703585623646,1518948
0.167040927871329,-1.33046179231707,1526417
-0.703753001005548,0.158458038207903,1565177
-0.958665032068709,1.85984846186603,1606693
0.392388956489662,-0.403381477571127,1612262
0.221082446624468,-0.988149190908282,1614566
-1.12195503008952,-0.449439173535638,1644034
-0.353223291907273,1.69573226357398,1668599
0.500062502924464,0.919878062224205,1671370
0.965059907875553,-1.99516718334587,1684230
-0.11757756597687,-0.96074739627648,1692385
-0.344394569108201,0.952174139885933,1720713
-0.101083357044314,0.462303686476909,1738800
-1.09905246044647,0.922840419664069,1740845
0.662027629837829,0.211130546842554,1742294
1.08922019277741,1.56108982035236,1767700
-1.77664025206001,-0.644211359204168,1768972
-0.538251934602648,-0.353774528405838,1889409
-0.602672763351605,-0.952237200279819,1915938
-0.950139058454049,-0.388003601443457,1916742
1.17450852281,-0.711843995736905,1919296
1.68118242998142,0.250284824660008,1926770
-0.606706231434224,0.557328174044664,1938156
-0.260334240326155,1.17523509111852,1938561
-0.0776449929104705,-0.784704337571326,1966316
-0.229009682246175,0.609647870650995,1967281
1.94018443979168,-1.31412785389728,1973544
-0.197261423662999,-1.19451719821947,1975401
0.096694340992684,-0.8871006741126,1976407
0.90061793381344,-0.393811774981992,1978972
1.57692606493938,0.21471326319458,1979045
-0.827856870468411,1.59893705772614,1979422
2.00713198388192,-2.02785842967478,1980052
-0.153817379860056,1.32821190268247,2001182
2.2181615198496,-0.490231244517936,2002465
0.00775351018673507,-2.26869305608229,2004451
1.19383990215295,-0.0525800365062173,2006164
-1.52480586557908,-1.16384854896023,2007309
-0.192986735460665,0.959895425562942,2009915
-2.32136254129345,-0.239837032107391,2010259
-1.36898396915937,-1.08564196932734,2010554
-0.343041283600371,0.829048187993495,2026671
-0.55712506386465,0.388840744962333,2033049
-0.98136859235634,-0.956548124024768,2034136
-2.15886677407384,-0.979245230229564,2040495
2.55748864395137,-0.74050468429073,2047354
-0.16562635453882,-0.043933850697121,2051378
-0.976549857142686,0.353740808420965,2055667
-1.85871412636407,1.11624801619563,2057358
-1.20515526468722,-0.0780237483704734,2059713
0.641452414635695,-2.65314136785604,2069079
-0.139630653839862,0.126475057313191,2070958
-0.39040898761292,0.420741917667203,2072215
-1.06038772075221,0.470396228896887,2075832
-0.726775544113255,0.518913613426432,2075846
0.489397913037377,-0.712152619829993,2076301
-0.916081377410678,0.756226308760735,2078198
-1.45278564724434,-0.251473302175995,2078899
-0.203015492388037,1.1206425421337,2085349
-0.192149682131831,-1.19721969294803,2086044
0.222816421085527,0.416989939065791,2091555
-1.35621105597468,0.384806934681669,2092954
-0.0821558493709472,-0.223313465529972,2096627
1.15075487325941,-0.583253069284237,2100050
0.165728033758805,1.5319621864597,2108003
-1.45825362023374,0.588415364269524,2109902
-0.213971859627668,0.182041443003597,2110540
0.877360736570805,1.05197340337458,2116787
0.13404768009371,0.122161458632331,2119177
0.678724553293929,-0.899511052128329,2131601
0.685904169024487,0.869654552385369,2132424
-1.10530647591534,2.67910256770536,2132982
-0.861809235532205,1.54732373456397,2133204
0.384322638083767,0.851140043858508,2133380
0.101834088163206,1.22495346367824,2134220
0.239924001352956,-0.367455720404718,2135748
1.11292943462512,0.339907613819474,2137799
-0.481534506997619,-0.0479765233511026,2138375
-1.27587860841732,-1.38003233561133,2138678
0.412889913920891,-0.139736265138212,2139733
-1.43868098169931,0.823897288246885,2141116
1.93766133341096,-1.35349305435284,2144796
1.5583965865001,-0.448070576886138,2145166
-0.216969449184097,0.112186795713547,2145694
0.832772474182921,0.77849250493242,2146138
-0.095922073766058,1.16660756377667,2151024
0.489010365539969,0.608693619364976,215131
1.75651118720811,-0.971661785905959,2152442
1.15052572961371,0.792731636548809,2157529
1.39544092834896,-1.30999239213143,2158101
-0.93807691027409,0.261339130674106,2158329
0.69434183002615,-0.352243655096105,2168082
0.189180640047049,0.0199276110967796,2172217
0.616520421982392,0.436666981028142,2176530
2.05634161678485,-0.560040618649008,2176784
1.55376802223342,-1.76160788662511,2181724
-1.45915631684937,0.182687457451826,2183291
-0.344828322677512,0.702358951444455,2183356
0.165986206908437,0.353753263484265,2185290
0.432441468989991,-0.964875430988612,2186951
-1.70249807763065,-0.24065576373529,2196212
0.00771348912916189,-2.4027693723612,2199403
1.4687613830922,-0.331642834001218,2200416
0.34394001794585,0.635432549749084,2200813
-0.344202879001884,0.810142780349835,2205389
0.181557079092462,0.0952008380464005,2212664
0.0666193533700921,1.2555039554193,2217034
1.83143713743068,-1.28889655027234,2218615
0.423023738772425,1.42503652017805,2219842
-0.801378901496717,-1.07346479160869,2224150
0.587374594658775,0.609333924128143,2228399
-0.196902055272546,1.6234700312804,2228400
-0.146119350385525,0.349868858581859,2234271
0.0992858356657417,-0.475165360460753,2234422
0.779188656192666,-1.1457130324815,2237571
0.0404762715765023,-1.48993061521797,2244172
0.704513933471652,0.453132269460972,2247869
1.02908283065839,-1.85163465651579,2250648
-0.548593661711538,0.0299770739439478,2250836
0.211486176078386,1.67149376054293,2267382
0.0081116697567546,-0.728486743342409,2269346
0.330678363403016,-0.997304375856409,2271329
0.277566479531065,-0.828831122244942,2274521
-1.62930428362347,0.587939638320705,2276121
1.71140988667623,-0.701352539309411,2278618
0.377982236439708,-0.0346939462206448,2285214
