"mkm6d_ptv6_log.sigma.2.0.mm.3D_glcm_Imc2_248","mkm6d_ptv6_original_glcm_Correlation_226","sub"
-1.46675505731029,0.578054669608454,2286108
-1.9295763131124,0.424510831424516,2293123
-0.734739518947548,0.364087973045941,2294852
1.16834821488867,1.38233424221552,2294873
-1.62508012004038,-0.117319321464809,2296332
0.944691366252461,0.371678296839148,2305114
-0.106071516267492,-1.05820182439452,2305115
1.52880954699964,-1.78652893562651,2306459
-0.0296184437449789,0.59045545011455,2306893
-1.36855215471293,0.314648458491619,2317120
-2.81580614345251,0.97390038701239,2319068
-0.344384051532929,0.22204717591035,2321962
-0.346228536765565,0.445901122829748,2331869
1.25630967684769,-2.61192133207445,2336735
-0.958088316350164,-0.112803388144698,2339674
0.113908846775776,0.634586317570642,2340155
-0.526688426087876,-0.989381998463853,2340322
-0.205814161727683,0.616489517081129,2350037
0.0544203263098909,-0.275151876117795,2352038
1.47427122695353,-1.21234470886046,2359944
0.36185687122523,1.11493804587782,2381907
-0.752217476143387,-1.0650052114427,2393207
-0.459421410273021,0.614715621144621,2395415
0.202917697276567,1.14163488546143,2395943
0.403828890065446,0.328985736966724,2401405
-0.543253474107551,-0.0704969664489846,2405144
-0.608778069833209,-0.351796581624566,2414406
0.383802141671864,0.0866899244646387,2419459
0.336813114008697,0.963927552613466,2425694
-1.81176788369821,1.62790109205587,2426863
0.732110791090365,-1.30052835461954,2430773
1.28835039604058,-1.02746010762315,2439458
-0.0591224960878514,-0.192874059524507,2443354
-0.615147271702273,0.0865840962388435,2445526
0.376705175087989,-1.51340967797241,2448298
-0.72783039370146,-0.3470831775891,2453577
0.572188510918356,-0.50231179517168,2474709
0.84668280079349,1.03563331727526,2480056
-1.76278581740396,0.823155439287167,2480330
-0.976728849295686,-0.626914854142663,2487135
-1.06841228836955,1.44746522437654,2488660
0.408911241946376,0.0412082424904436,2490180
-1.5131786185032,0.270092647459912,2493534
0.423455357424094,-1.58624662260365,2498991
-0.46315660177943,-0.286284993993821,2500377
0.425444560847445,0.539536124197128,2504802
-0.148469181812349,-0.461446269212307,2510402
-0.128854141192959,0.452972205827783,2520618
-1.10772562131033,-1.50858442756501,2559453
0.8947235169921,-0.81370925293405,277752
0.405380912920801,-1.12120060490144,308862
-0.0350350186709992,0.288152204025763,58325
-0.300734914870317,2.04930421547394,92173
0.323233914668043,-0.123787536539188,923666
0.0122654333989344,0.553763112247027,965005
1.47943326554321,0.658241238985607,983079
