"mkm7d_ptv4_lbp.3D.m1_glrlm_LongRunHighGrayLevelEmphasis_247","mkm7d_ptv4_wavelet.HLL_firstorder_Maximum_237","mkm7d_ptv4_wavelet.HHL_glcm_ClusterProminence_233","sub"
1.25989771700681,-1.24410407783682,-0.300256604424275,1085983
1.60312416868537,1.05911903571949,0.190272320588621,1125173
-1.31426699911426,-0.745915721213123,-0.347160566290501,1154608
-0.0730822229036858,2.19245835176671,0.271319562301568,1181124
-0.593649888681248,-0.0427872928807508,-0.109674073269701,1183075
-0.0514187044856659,-1.15935709303945,-0.343027944113568,1232870
2.82209886543341,-1.01835976961732,-0.306867390018875,1279943
0.0035563368542768,-0.721123423749559,-0.0737998896444626,1329352
0.38020531717619,0.262546689237191,-0.309974919921516,1330263
-1.45999856756968,-0.477940581193833,-0.273934593966127,1364384
-1.08508649862426,-0.108446565365887,-0.295306872509775,1386095
1.14819918865118,1.7611323822278,0.741762975310527,1458656
0.285777889903359,-0.460619040807408,-0.312178176453769,1485662
-0.615942561132617,0.137157063593101,-0.194040170897485,1497807
0.369592544125159,1.54624077603499,0.354155462460492,1501387
-0.198865757683137,-1.23986425387228,-0.315211612016656,1518948
-0.406489521674748,1.13682569697604,-0.17413515334009,1526417
0.504197969379074,0.794797907130262,0.599733199049695,1565177
1.06360662340956,-0.751308628965776,-0.367445459026269,1606693
1.50545637219352,-1.17779202967895,-0.240349648081166,1612262
-0.907820706246541,-0.4404498048571,-0.103305092201009,1614566
-0.925962400720049,-0.328828382727347,-0.359029550053299,1644034
0.87557805634564,-1.06092886486724,-0.187626240422121,1668599
-0.549869046412157,-0.232748844490319,0.158513766828812,1671370
-0.801022732323045,-0.182876170158321,0.174439289522704,1684230
-0.753011805385198,-0.60083372297402,-0.30525409939736,1692385
0.538450831727278,0.75037269175737,-0.185930630476139,1720713
0.499073137852904,-0.420106801861514,-0.354521443516654,1738800
0.822078726318463,0.736767375693765,-0.191094872922817,1740845
-0.375521245767015,-0.0203137281589364,-0.2841209317411,1742294
0.758630994854828,0.970522666491401,1.6400133119507,1767700
-0.133508203473335,1.00567448323455,-0.275981943605437,1768972
-0.102733940679004,0.184346155681756,-0.193472613753992,1889409
-1.35793282559768,-1.32693855250006,-0.380070383739873,1915938
0.392331874120169,-0.674913495170009,-0.354120721771005,1916742
-0.696828196246305,-1.56864376223602,-0.375747252353045,1919296
-0.572314305193238,-1.62925861876984,-0.346160418715852,1926770
0.620817056361764,0.503452785092089,-0.248251450659321,1938156
0.660974096092662,-0.38611266591825,-0.366985005461555,1938561
-1.01232550559449,-1.28994410020182,-0.371010623520582,1966316
-0.180295518354942,0.0436972091356759,-0.263412694374375,1967281
-1.94522563835467,-1.47384763307106,-0.36850608433015,1973544
-0.0646407723376728,-0.681748485517996,-0.124404915436525,1975401
-0.237478737304802,-1.04146963738633,-0.341651526590555,1976407
-0.593970012180778,-0.357481863618523,-0.160953430494984,1978972
-0.516357085420219,-1.41205812510219,-0.36917617849367,1979045
1.42266115418819,-0.704884479637285,-0.383086216028593,1979422
-2.73151979396905,-1.56460999932451,-0.344218157509299,1980052
2.06905079520691,0.816693780705077,0.12873704338271,2001182
-0.64526550154437,1.66801684395268,7.68746308260871,2002465
-1.21435678599358,-1.54257322733864,-0.374829431790483,2004451
-0.953596100895797,-0.612446694132244,-0.334954050641424,2006164
-0.255151078967475,0.527814802253061,-0.210554910973842,2007309
1.72458661079214,-1.02526156986984,-0.374174648182844,2009915
0.363030626834357,0.560863639340664,-0.0923222134889671,2010259
-0.129395488222348,0.699840805936144,-0.160477068709511,2010554
-0.87026182306151,-0.677044516597415,-0.214026556713599,2026671
0.818940958537203,0.34677972811758,0.374749202005833,2033049
0.776569097031071,-0.542413364938593,-0.355907928352897,2034136
-1.63349669338557,-0.10941852688987,-0.347819422871963,2040495
-1.85158908446492,-0.57225118929798,-0.122923654741602,2047354
-0.220134960392168,-1.30681551651814,-0.332468328493312,2051378
-0.918829881445547,-1.00885667363231,-0.375657449275359,2055667
0.426575409787307,-0.179713119586341,-0.355179562104977,2057358
0.368290823483325,-0.384958049792881,-0.340709529979532,2059713
-1.76109514916372,0.0376492272043965,-0.0236454542225786,2069079
-0.822920693438064,-0.088345824891098,-0.329234599306148,2070958
1.02190928714091,-0.955952423265239,-0.288397797260164,2072215
