"mkm6d_ctv_lbp.3D.k_glszm_SmallAreaEmphasis_250","mkm6d_ctv_wavelet.HHH_firstorder_Skewness_249","mkm6d_ctv_original_shape_Flatness_242","mkm6d_ctv_wavelet.HHH_glcm_ClusterShade_241","mkm6d_ctv_wavelet.HHH_glcm_JointEnergy_240","mkm6d_ctv_lbp.3D.k_glcm_ClusterShade_237","mkm6d_ctv_logarithm_glszm_LargeAreaHighGrayLevelEmphasis_232","mkm6d_ctv_lbp.3D.m2_glcm_ClusterShade_230","mkm6d_ctv_wavelet.LHH_firstorder_Skewness_228","mkm6d_ctv_wavelet.LHH_glcm_ClusterShade_228","mkm6d_ctv_original_shape_Sphericity_227","sub"
-0.528788863796847,-0.113653228805669,1.30881026026862,-0.1448419291024,-0.762039522980437,-0.485217469713715,-0.252286419123617,0.416797755308606,-0.393269154898759,-0.099947410805235,0.800584781239504,1085983
0.227790138945971,0.422542479412617,0.207712242144571,-0.0253393120077841,0.115117677817415,-0.181440941672173,-0.248147360810821,-0.306035779138487,-0.639537552678052,-0.0772560705996391,0.603637414643192,1125173
-1.44434391815181,-0.381300326331559,-1.77978312813069,-1.01303326323906,-0.965048935844033,1.70719188785795,-0.328045825698858,-2.61265813981993,0.240703160198968,0.379400056063296,-0.472203251817337,1154608
1.39779090863231,0.0421368514680402,0.947046439148062,0.0165561980315712,0.552948841980084,-0.235712371283341,-0.312555771468867,0.520264847291657,-0.552596365887539,-0.0944662985933337,0.512255643198397,1181124
-0.237418471508154,-0.0890926499026507,0.498026448452127,-0.482070447692615,-0.673423424224536,-0.583077847809137,-0.334836524220519,-0.605298534383589,0.709551950225548,0.170894930136085,0.506177227649935,1183075
2.28518245815254,0.283411100646357,-0.040555282256636,-0.1065147353865,-0.494014083962359,3.39908074466539,-0.317563683584329,0.272234935695688,0.153905562621833,-0.0778777228810647,0.885648114442777,1232870
-0.049477501972322,-0.0345223078603987,0.326442447809471,-0.100735334024291,-0.508350460946244,-0.257056950634345,-0.24880687667964,0.68030580910128,-1.35715207015303,-0.220881865749673,0.714335481417378,1279943
-0.233693404591958,-0.332432803841598,-1.12719639939352,-0.0842316828585801,-1.08737929370373,0.739039481952021,-0.319667050239221,-0.878979977918514,0.919647871941069,0.49198314430108,-1.48133400742435,1329352
2.72344396363694,-0.0292450470690713,-1.34905215456648,-0.0674366769202044,1.41676372843759,0.359084569541067,-0.321523480546464,-0.694036290799752,-0.79740190574774,-0.264020433939629,-1.06866605295259,1330263
0.484563048270774,-0.250571193166699,-2.0016901349136,-0.181953954443262,-0.922619228028842,-1.2613043462587,-0.337369942949335,-1.11972143734422,-0.133880625884982,-0.0583681716653223,-0.180199441281054,1364384
