"mkm6d_ptv2_original_shape_Elongation_250","mkm6d_ptv2_original_shape_Flatness_249","mkm6d_ptv2_lbp.3D.m2_firstorder_InterquartileRange_246","mkm6d_ptv2_wavelet.HHH_firstorder_Median_245","mkm6d_ptv2_lbp.3D.m2_firstorder_Maximum_244","mkm6d_ptv2_lbp.3D.m2_glrlm_GrayLevelVariance_244","mkm6d_ptv2_lbp.3D.k_glszm_SmallAreaEmphasis_240","mkm6d_ptv2_lbp.3D.k_gldm_DependenceVariance_238","mkm6d_ptv2_lbp.3D.m2_firstorder_90Percentile_235","mkm6d_ptv2_lbp.3D.k_firstorder_10Percentile_234","mkm6d_ptv2_wavelet.LHH_gldm_LargeDependenceHighGrayLevelEmphasis_233","sub"
1.01806690669307,1.37792999372443,-0.99594085032883,0.109876993965969,-0.464395795219354,-0.0126781101236616,-0.266759956655793,0.897538264587863,-0.218525145127586,1.53234417309551,-0.620281161136079,1085983
1.23435282731084,0.23240611901754,-0.0197220485988966,-0.520091533107101,-0.200888631896455,0.789510969900941,-0.100337544140988,-0.885125781596051,-0.379855559253892,-0.237628608996546,0.101839889076747,1125173
-0.162581048667446,-0.539354981104675,-0.227828257248975,0.580106855858978,-0.464395795219354,-1.42954742338978,-1.25733354860593,0.807541098382606,0.895891499666542,-0.553300323459825,-0.488640860241692,1154608
1.28049653327086,0.952066697046514,-0.832117766371862,-0.0106599192407838,-0.464395795219354,-1.44015628346737,1.12358665987646,1.6492396363693,-0.260058295272331,0.343510356808986,-0.344611331742992,1181124
1.64129793827272,0.730707021701294,0.99652640699476,-2.77790025750183,-0.464395795219354,0.865956703635839,-0.242974823827337,0.123825982708418,0.474291561716503,0.0691040717263743,-0.632873034457143,1183075
-0.458228363792898,-0.388228755804,1.07857802871119,-0.3120345579907,-0.464395795219354,0.709461262811605,0.456390420263662,-0.4641929753802,0.740277251390078,0.517232929413041,-0.713988545293087,1232870
0.1396104376246,0.153430801556624,-0.527733333033373,0.0245032758441847,-0.200888631896455,0.541763078487037,1.31378173973867,1.45706826857102,-0.180180511415385,0.116949104879181,-0.399519976844348,1279943
-0.209564862005007,-0.552993831554433,0.351779260839524,-0.71569686149303,-0.464395795219354,-0.00675444007589795,-0.338048961144888,-0.00464324444961857,0.235702760251399,0.20131187188336,-0.0806929681286387,1329352
-0.0507225658878753,-0.603327620828842,-0.364201312833852,0.654502506761397,-0.464395795219354,-1.1893002021946,1.42623329348789,1.52691239732202,1.03132250701357,-0.662076660222164,0.180995813296273,1330263
-0.827246529542077,0.167508266395981,-2.26303245475577,1.9056997676555,-0.464395795219354,-1.90485539620288,2.17450316997007,1.83199626937694,-1.40996542178849,-1.9002583529051,-0.154721450403559,1364384
