"lemdfirst_prp_original_shape_Flatness_249","lemdfirst_prp_original_shape_MinorAxisLength_243","sub"
-0.64267421047591,1.05408067165533,1916742
1.28457608628835,-2.04562993238665,1980052
1.84523036901419,-1.23443418086511,1926770
0.413043555264404,-1.15271892620839,1979045
-0.328047517622282,1.17384430175367,2196212
-0.291985151356299,1.10817773942009,2393207
-0.528314067990482,-0.310082825671943,2146138
0.8145535692941,-0.782637871652301,2228399
-1.78008913203599,-1.3949992167805,2144796
0.6377264452726,-0.103302555748786,2234271
0.121211634441,0.784083685100433,2296332
1.94747991436161,-0.946918321223494,1684230
-0.6180690513483,0.500536414640751,1720713
0.575586157211942,-0.213982820615174,2186951
0.175276587266919,-1.14313585055091,2439458
1.79791734893736,1.0708304638794,2135748
0.440290818245564,-0.596178339758474,2141116
1.36389450175301,0.315406052500536,2108003
1.09354569320099,-0.891233445236311,2006164
0.625816226726678,-0.136122215351804,308862
1.28773345349569,0.101804457548332,1085983
0.737846437338638,-0.906442941750256,2004451
-0.850597043827389,-0.848949424975748,2359944
-0.145958635348486,-1.15174224981595,2069079
0.525719999175031,0.400535078213441,2059713
-1.40836934733967,-1.04073707502712,2294873
-0.438286432328717,-0.593331968907613,2033049
1.33641822073201,0.555689225017508,1485662
0.631565493020373,-0.254222208496836,1526417
1.13132504707476,-1.18611695959628,1386095
1.29532511725848,-1.20546173943195,983079
1.13369558143128,-0.731251214410001,2132424
0.783177178161988,0.938238796590473,2138375
1.6632028401022,-0.285136379480569,2490180
-1.79073282161041,0.730907613207877,2034136
-4.22190341723805,-0.297918380903029,2510402
-1.36273625294635,0.695977746281742,1330263
0.263990263337629,1.47678076922853,1768972
0.547164505167734,-1.58322058089312,2306459
-0.204675141783792,-1.10823250114209,2181724
-0.60273044499853,-0.113519557281086,2217034
0.979008561160571,-0.915330219659398,2218615
0.443166114885667,1.09052127125163,92173
0.0458054154770858,1.32012181177026,2414406
0.778892049501306,0.722680859426681,2381907
1.21514314131311,-1.54678791968425,2002465
-0.426910296383551,-0.938411825137684,2474709
1.76403107856737,-0.34197703261095,2176530
0.0528274881475087,1.02728564045183,1279943
0.658637599585313,-0.0893365763770527,1976407
0.624340718853475,0.615220506965572,2250836
0.409043395832256,-1.24508154454188,1915938
1.59196354678907,-0.125615536125645,2133380
-1.28998300882318,-0.377114721397117,2271329
0.664071923898817,0.998924202395021,2286108
0.10561975626748,-0.898778875476549,2040495
0.0020267008965909,2.05078279003329,1125173
0.585517402794183,-0.792270605995718,1767700
-0.724198244843071,1.13114239586826,2138678
-0.567264780748301,-0.0791477414440259,2443354
-0.969468971940137,-0.21560243588807,2234422
0.291625665280973,0.822538231617138,2151024
-0.792943967962082,-0.195600975639761,2057358
0.536827174401405,0.393133150984492,2425694
-1.26781607634885,1.15277206913291,2500377
-1.34604519638911,0.352121592326907,2183356
-1.42002239532435,-0.370075523839182,2131601
1.32731360223754,-1.47426376633483,2152442
-1.16979167552753,-0.350349159810871,2306893
-1.45908008711461,-0.427481194796115,2009915
-2.09450994798636,0.972335233648773,58325
0.161537398873571,0.430955121635436,2395943
0.229202371128953,1.86601147469046,2480330
0.907037747004497,-0.204978096164852,2076301
0.343758951748071,0.139559643580419,2205389
0.588422874739778,-0.943427982165381,1975401
0.208550713804973,-1.01053729285636,2250648
1.19583206199727,-0.461587848994268,2185290
-0.985487323490489,-0.0346807023205722,2091555
0.132815037026109,-1.66965708813016,1232870
-0.962986255005978,-0.362771464131427,2139733
-0.0471667575146214,1.22184804548793,2559453
-0.501455208153722,1.55971147108891,1938156
0.130367613621219,-0.862012276181832,2158101
-1.20342931660949,-0.127747547660205,2199403
-0.966375781886615,-0.990516625850891,2430773
1.27242234677475,0.536563403467474,1738800
0.146881836117694,0.289830730069267,1565177
-0.146249655437749,-0.757985329546275,1978972
-0.0950324706052901,0.732010151502538,2487135
0.177952322718098,-0.0805323978046506,1612262
0.711869429427091,-0.16442004608864,2051378
0.25646500049719,0.132273759304597,1497807
0.778728682267475,-0.350312104903853,2026671
-0.407315794015002,1.07246865355905,2340322
-1.17232586588227,1.56149282914284,2293123
1.06128967987767,1.25822820824339,2395415
0.346683500423647,-1.02073113217425,1966316
0.542849140330783,-1.76955444740067,1973544
-0.793411621468947,0.441894042041462,2010259
-0.908631508928179,-0.518566478073456,2145694
-0.789686409146876,0.427230509655974,965005
0.205105997508429,0.911835768394758,2096627
1.58867986830252,-1.66025609190749,2047354
-0.797302960312305,-1.94244110365688,1364384
-0.647672009149473,0.440986912141231,2244172
0.343985670158425,1.9301454866899,2132982
-0.0885700755580017,0.188587503091509,2134220
0.109503672632491,0.87349468546108,1889409
0.0577489953203766,-0.0579855946905601,1938561
-0.141800945628379,0.171954867153888,2055667
0.682370717146812,-1.92419968342215,2176784
-0.440633098488854,0.777238986359563,923666
-0.33833329976626,-0.291704833180613,2086044
1.19805273933022,2.10269834075039,2078198
-0.688605984569221,0.0990132649513695,1501387
0.0109827969647154,-1.57702468701116,1518948
-0.627632355926774,2.47134178096614,1606693
0.945955721915739,0.874119962451996,2305115
0.244467897325897,0.321461756068264,2237571
0.21867403930645,0.29945638753423,2285214
-0.302480922892884,2.8639251333998,2426863
-0.455568992582931,0.133231537818011,1979422
0.622845848251201,-0.720278618832384,2480056
-0.737427932891878,-0.176138203142145,1668599
-0.656203862410981,2.69782460039967,2339674
0.363168315747423,0.819516021268562,2133204
-0.202606336606127,1.44703920138646,2294852
0.0600282502206681,1.21782832018532,2445526
-1.95881752661804,-1.41582064673716,2200416
0.967586130145861,-1.25570765317478,2168082
0.377271318442592,0.708240010275504,2075846
0.113352690584485,-0.367245444582548,215131
0.544057310436586,0.730291286843118,2274521
2.45100202265401,-1.70644067118678,277752
-0.959999385992476,1.88995585716027,2078899
-0.439089050015037,-0.867509302226398,2172217
0.807718884259505,-0.20137523902707,1614566
-0.874129537636118,-1.31681976173764,2100050
-0.489507443787817,-0.0439056004034671,2183291
-0.0878559228968403,-1.14267639128539,2336735
-0.985451419441597,0.033116498714257,2352038
0.0974922762931472,-0.314871629509639,2305114
0.302914878972528,-0.467000118632498,2448298
-0.782064036551383,0.101017961900879,1329352
0.406249523139593,-1.06232018809137,1183075
-1.05683401918173,-0.393636262099422,2110540
0.543758215998877,-0.1177669785306,2070958
0.847019708152236,0.793746516442939,2340155
0.489889968672037,0.344902223145635,2075832
-0.839349730108372,-1.05215758594913,2498991
1.8570491686951,-1.33076721357117,1919296
