"lemm_prg_kurtosis_250","lemm_prg_v15_250","lemm_prg_v32_250","lemm_prg_v34_250","lemm_prg_v37_250","lemm_prg_v40_250","lemm_prg_v42_250","lemm_prg_v45_250","lemm_prg_gradx_250","lemm_prg_gradz_250","lemm_prg_m020_250","lemm_prg_m111_250","lemm_prg_m210_250","lemm_prg_m201_250","lemm_prg_m120_250","lemm_prg_m012_250","lemm_prg_m102_250","lemm_prg_m030_250","lemm_prg_m003_250","sub"
-0.153057642699699,0.221220568087533,0.329196620247845,0.419088974622239,0.581746681322168,0.74311592060096,0.976082071627879,-0.244301999277469,-1.70029465714871,-0.741990905705072,-0.593119359337642,-0.0709894451065462,0.00808231534387804,0.125841869476304,-0.10558655246826,-0.030693930601337,0.0214100650398458,0.025964380178754,-0.141050675535215,1085983
-0.269400107260805,0.221220568087533,0.329196620247845,0.419088974622239,0.579954047172063,0.662006305067559,-0.988433773524551,-0.2662821479588,0.492075743787402,0.60734750110246,1.05242559564433,-0.98950208805464,-0.412174002759819,-0.566799589225343,0.747602250567244,0.360617808643057,1.03979694125841,0.453844067777723,0.58293382218618,1125173
0.295861041455387,0.221220568087533,0.275647011592643,0.373008072740142,0.530845162550809,0.697192979493216,0.918557786238319,-0.2662821479588,0.255527995258193,0.869114564407603,1.08354704245944,-0.671946688466361,0.971840141353923,-0.153925212749139,-0.466766090012335,-0.516986838958251,-0.613642877313587,-0.412262368338501,-0.622872296002579,1154608
-0.00176163310297141,0.221220568087533,0.327077037990537,0.414225085380943,0.572920085353634,0.737192311772292,0.937981245415809,0.042304775372746,0.806337222705421,-1.01890153770957,-0.42247885144494,-0.0821299126418954,-0.0682238671452173,0.0132949769547785,-0.0547617727953118,-0.0490708554252061,-0.0834351314824857,0.042994014268638,-0.0974317358098966,1181124
-0.529552319822421,0.221220568087533,-4.06187128947853,-2.60381818884345,-1.80335305539296,-1.37194486106572,-1.01301068822797,-0.2662821479588,-0.210374645987301,-0.302671682814449,-0.536453284265862,-0.102132343649297,-0.554810288593562,-0.113859507272537,-0.382044324259058,0.289470311036407,0.133056710427986,-0.0113649326511212,0.0534720298635753,1183075
-0.523838332281377,0.221220568087533,0.329196620247845,0.41453982915427,-1.80335305539296,-1.37194486106572,-1.01301068822797,-0.2662821479588,-0.464299234923937,-0.711154080901233,-0.727277096878813,0.0287412245407935,-0.0043050870633515,0.163231660484406,-0.0648283461188447,-0.0311856381493912,0.0645841016974085,0.000654516031537581,-0.122847234146174,1232870
-0.542934815374924,0.221220568087533,0.329196620247845,0.419088974622239,0.581746681322168,0.76226020718375,1.0307133750783,4.44592357318506,-0.389251968824608,-0.193990132631662,0.0722052664538124,0.29794377113135,-0.0185724008013603,0.356396561946203,-0.748887337213453,-1.23525945279622,-0.557805022850654,0.233357575716162,1.35503441551545,1279943
-0.417437350700544,0.221220568087533,0.329196620247845,0.419088974622239,0.581746681322168,0.744092212111019,-1.01045219540961,-0.2662821479588,0.0845236556372748,-0.627771382639723,-0.558929055504696,-0.182453846225323,0.246903215285978,-0.189189562845707,-0.297727226354275,-0.0850566372651027,0.150075848287848,-0.200244732522662,0.0526566483150887,1329352
-0.467981796347719,0.221220568087533,0.329196620247845,0.419088974622239,0.581746681322168,0.713426246607762,-0.97960810735925,-0.2662821479588,-0.593480332734952,0.433400377366441,0.186951048896939,-0.126085325717281,1.02270814044465,-0.349717961121708,0.328839345225143,-0.284387431431084,-0.997723763436709,-0.237199593059215,-0.335520381537196,1330263
-0.496908986333961,0.221220568087533,0.329196620247845,0.419088974622239,0.541183760629735,-1.37194486106572,-1.01301068822797,-0.2662821479588,0.209605144241131,-0.116690831528462,-0.512251602150106,-0.00113340517515151,-0.0879574454736865,0.101092368470377,0.0152189897757102,0.12356268091349,-0.209554343335452,-0.085826410540065,-0.1871198113323,1364384
-0.384971029636053,0.221220568087533,0.0337419349066292,0.17711612743067,0.346557032110121,0.428016954035631,0.665593298803165,-0.2662821479588,-2.41492645257155,8.26832098583172,-0.369015666313732,-0.121670923349502,0.0125619492054403,0.0938872611230798,0.0761528003846946,-0.0306305587983715,-0.0599598766845389,0.0633471935608962,-0.0986422148754187,1386095
-0.523361887446544,0.221220568087533,0.329196620247845,0.419088974622239,0.581746681322168,0.76226020718375,1.03052580862609,-0.204871243736842,-0.307489874849536,-0.51669058286389,-0.600844219215957,-0.0819472366635422,0.336296888353494,0.361672294516064,-0.457330524355686,-0.0598517647958089,-0.141194585360869,-0.216996001947977,-0.1376936721643,1458656
0.55829453274568,0.221220568087533,-0.233620064719968,-2.60381818884345,-1.80335305539296,-1.37194486106572,-1.01301068822797,-0.2662821479588,-0.166420399594659,-0.136446808297588,-0.561516724057089,-0.11140183575864,0.0823695987941252,0.109293795806346,-0.153890964901179,0.118299849408765,0.0822522515956621,-0.0592406929101871,-0.00358104680621106,1485662
-0.250923595272946,0.221220568087533,0.329196620247845,0.419088974622239,0.581746681322168,0.755992350889332,1.01037283537171,-0.0187164370421201,-0.280320798614115,0.107050633982883,-0.748572785321153,0.109431964611023,-0.183203622509486,-0.0713485701346447,-0.0670972015844871,0.065506598387578,-0.173475836559887,0.0180034321851717,0.0465595716227496,1497807
-0.521020486945591,0.221220568087533,0.329196620247845,0.419088974622239,0.581746681322168,0.76226020718375,1.0307133750783,-0.263517580213924,-0.347992892349897,-0.392282879591705,-0.278838059050348,0.435329738595048,-0.541080817835625,0.32763167757497,-0.038223999537104,0.793355157782359,-0.268730653238484,0.10227635624596,-0.818779950896064,1501387
