"mkm5d_ptvper_original_gldm_LargeDependenceLowGrayLevelEmphasis_231","mkm5d_ptvper_wavelet.HHH_glcm_ClusterShade_231","mkm5d_ptvper_lbp.3D.m2_firstorder_90Percentile_231","mkm5d_ptvper_logarithm_firstorder_RootMeanSquared_231","mkm5d_ptvper_wavelet.LHL_glcm_ClusterProminence_230","mkm5d_ptvper_wavelet.HHL_firstorder_Mean_230","mkm5d_ptvper_wavelet.HHL_glcm_ClusterShade_230","mkm5d_ptvper_original_firstorder_10Percentile_229","mkm5d_ptvper_wavelet.HLH_firstorder_Mean_229","mkm5d_ptvper_wavelet.HHH_firstorder_Skewness_229","mkm5d_ptvper_wavelet.HHH_glszm_LargeAreaLowGrayLevelEmphasis_229","mkm5d_ptvper_wavelet.LLL_glszm_LargeAreaLowGrayLevelEmphasis_229","mkm5d_ptvper_lbp.3D.m2_gldm_LargeDependenceHighGrayLevelEmphasis_229","mkm5d_ptvper_wavelet.HLH_gldm_LargeDependenceLowGrayLevelEmphasis_228","mkm5d_ptvper_wavelet.HHL_firstorder_Median_227","mkm5d_ptvper_lbp.3D.m1_glcm_ClusterShade_227","mkm5d_ptvper_lbp.3D.m1_glcm_MaximumProbability_227","mkm5d_ptvper_lbp.3D.k_glcm_Correlation_227","mkm5d_ptvper_original_shape_Flatness_226","sub"
-0.148392310660679,0.226021297681101,0.278245562761126,0.453953346336509,-0.322996194652284,-0.926913372246869,-0.257650101638272,0.0477716855186182,-0.789407798687416,0.235242374333263,-0.100501848980087,-0.154410418242596,-0.313929765671111,0.837702413497183,-0.580357205975718,-0.407290837583533,-0.294821795947722,0.0462704394527407,1.28773345349569,1085983
-0.226830035477705,0.287538928649131,-0.263780114649846,0.0135297747470792,-0.178736067957403,-0.431043358038287,0.422710890998543,0.0215995215169328,0.684900258852608,0.427587666732325,0.390967661544789,-0.465660591092274,0.941677056091688,0.479685084512266,-0.500002693951202,0.542196074829785,2.3672771203962,-0.51171760899361,0.0020267008965909,1125173
-0.159143874261866,0.313356111499592,-0.133883429873208,0.506954459196865,-0.150081939168565,0.286994127796085,-0.330249196949769,0.487760271260458,0.393120827148504,0.784491476070919,-0.296222218334342,0.14588009788531,-0.917374877457041,-0.27038669059,1.01156429532856,0.875358809221998,-0.275428916635683,-0.842538634666081,-1.05817960667768,1154608
-0.0500794173005508,-0.0973446462078905,0.79521784625636,0.883958184155277,0.298635456615563,0.132145096982994,0.581957327918619,-0.449337999860431,-0.712216359473139,-0.581032471658837,-0.326680715421077,0.454543036599784,0.237973650302193,-0.40385704455661,-0.528167503962052,0.0936542316160026,0.501793597087401,1.09046063348442,0.780671015151353,1181124
-0.147652039010256,0.41239405096615,0.10211499851377,-1.4652557633541,-0.251968132568659,0.475929367264483,-0.587089745862939,-0.588241997822098,0.982589517426555,0.816233528642783,-0.438063606780258,0.328871090675941,-0.609896019805063,-0.220204555047635,1.16361205578679,-2.26017471522989,-0.860729433858979,0.214234036953555,0.406249523139593,1183075
0.00954991565489274,0.337468909757015,-0.169604487898888,-0.319144189748915,-0.287978135251195,-2.44251871862352,-0.438993390080254,0.344035819052889,-1.79071011505108,-0.138167674671543,-0.452816168816226,1.17615103512438,-0.787641802176515,-0.0915557735536645,-1.53815072460597,-2.55732798050673,0.887227586154135,0.795537733454727,0.132815037026108,1232870
-0.201504403017941,0.0142871697572953,0.560972754814968,1.40576331074784,0.257432790550458,-0.735658617654898,0.870416612930025,0.860093968482235,-0.572412186080536,-1.81129226490888,0.435323051185042,-0.36712021889034,1.96077653241187,0.344408993000014,-0.657204394322012,0.169154130443211,2.97955330149765,-1.08831359215567,0.0528274881475076,1279943
-0.201787266330629,-2.15442306797437,0.105253336053956,-0.0549062067380501,0.211724998730595,0.0141892949630031,0.148226341181526,-0.276658957272044,0.351151447546647,-0.703617337029074,-0.466623075891941,-0.281447982724808,-0.159051838560236,-0.382794911490379,-0.0455545120014721,0.00915971646256414,-0.436542726475974,-0.476304023484142,-0.782064036551383,1329352
-0.202343500888809,0.0547670231416871,1.10167945698055,-0.362212331058873,-0.1853161115719,-0.22501170515692,-0.399144321979843,-0.602073940922764,0.693967502837723,-0.55646676580342,-0.169459495007383,-0.367911902463703,2.96125028713278,-0.330801110210292,0.289475119148743,0.938171200012184,2.32340420113993,0.766583926516593,-1.36273625294635,1330263
-0.130064077490344,-1.56098459627192,-1.11729983983547,-0.303428193648989,-0.310089584309805,-0.353345808505659,-0.322923453194945,-0.362267672366644,5.07363695958938,-0.988630933223559,-0.468281786348728,0.701344717068335,-1.60122035548786,-0.427709335821872,-0.0774545944340626,0.848291484049237,0.367805102697048,-2.6622409966315,-0.797302960312305,1364384
