"letm_prc_m012_250","letm_prc_grady_227","sub"
-0.0915077416584529,-0.032135503569088,1085983
0.0224745224269323,-0.541721505963586,1125173
-0.0121903559058603,0.678075623592773,1154608
-0.164969705939555,0.665396181059389,1181124
9.7237081695744,-2.10904939954142,1183075
-0.0661223777165792,-0.901940990802103,1232870
-0.136480852526505,-0.921174962377445,1279943
-0.126172035502049,-0.477336076376802,1329352
-0.118151880290299,-0.386196185420455,1330263
0.0250276274009283,-3.69679327552224,1364384
-0.0630504164547282,-0.206906403130495,1386095
0.0769970994135368,-0.675478914698544,1458656
0.437586247302402,0.615483163300741,1485662
0.0487953916175045,-0.661856285489188,1497807
0.488508262269597,-0.422558675443262,1501387
0.0226067047169278,-0.0774898771616647,1518948
0.128376454606163,-0.490444564217009,1526417
0.0543495492870535,-0.150152315781302,1565177
0.575291072226959,0.872139304164885,1606693
-0.0227155341374812,0.332674041196562,1612262
0.0273959574752198,-0.25509247767985,1614566
0.0953493590117378,0.229998894345211,1644034
1.20918131444597,-0.883634999925897,1668599
0.100653648278884,-0.534990514726002,1671370
0.117477906679364,0.161584667441281,1684230
0.0535924780138567,-0.599039429443903,1692385
0.0241834815131741,-1.085286483043,1720713
-0.0471850057281504,-0.142881851906765,1738800
-0.0699686826103191,0.471683403257314,1740845
0.295124370371343,0.0776244651551155,1742294
-0.292539730761478,1.05924220361385,1767700
0.0359212773309634,0.295558683200434,1768972
0.0989448428030019,0.121830858127094,1889409
1.86765838543117,0.214806040070641,1915938
0.00727863655015879,0.928694954814252,1916742
-0.0306185683640609,0.082683685341262,1919296
0.00722831695124127,0.06640922099412,1926770
0.0363099130415622,-0.177693565474096,1938156
0.528404167423504,0.735005154737963,1938561
1.35984865816891,-0.549453011466358,1966316
-0.0149861831112541,0.434538307922922,1967281
0.168892568274078,0.989969471375861,1973544
-1.51612632088806,-1.4676862540576,1975401
0.713434685922874,-0.261094747943144,1976407
0.025459120572907,2.31664486930304,1978972
-0.168483556895556,0.549074216870421,1979045
0.0817671839087128,-0.720121155076622,1979422
-0.845356576473498,1.67173139402138,1980052
-2.16628951663641,-0.76500977956898,2001182
-0.00665853033844558,-1.17886525446171,2002465
-0.578276885124191,1.05126466444897,2004451
-0.0139137085810643,0.496271262198189,2006164
0.535120845108721,0.610183223608039,2007309
-1.15494205139776,0.658699105094571,2009915
0.366068617079172,2.27775908503408,2010259
-1.42015754681055,0.0389122129078389,2010554
-0.185287078628226,0.864164729303767,2026671
0.476205341486584,-1.82423849373366,2033049
0.135956329300873,1.19824689016403,2034136
-1.50386447982045,0.0186763489723042,2040495
0.022701900639312,1.06226639778129,2047354
-0.457290137033231,-0.283953566391569,2051378
1.65708271027889,1.5288535652041,2055667
-1.35456714236093,0.612930257614807,2057358
0.0775636110123415,1.47620346830607,2059713
0.14418193486259,-0.580612836866793,2069079
0.827367701417156,0.49696445562385,2070958
0.117419655627528,-1.60153386076055,2072215
0.0619931052344015,-0.685379287166606,2075832
-0.0175686552763402,0.467352281336471,2075846
-0.0694553187052315,-0.649899075469073,2076301
0.212333765865091,0.405714334454485,2078198
-0.246113464483676,-1.99671341682698,2078899
0.578335065861975,0.637786353156292,2085349
0.663360129169982,-0.385711103084966,2086044
0.337590016410387,-0.383476918422068,2091555
-0.948006882426286,1.06327437848728,2092954
-0.528324629956245,0.945659858226691,2096627
1.87839884360557,1.30619954090755,2100050
0.158736757316379,0.0410445707575347,2108003
-0.257226859505026,1.20210267587995,2109902
-1.62980668771434,0.618802785262034,2110540
0.310186355968526,-0.304132054518113,2116787
0.40145629676368,0.287909849733929,2119177
-0.172987466689307,-0.727135423033373,2131601
-0.259896022143481,0.175351115140554,2132424
-0.0918880872844456,-0.767000319593034,2132982
-0.00332873290982024,1.09914767932056,2133204
-0.0731903629166443,-1.16096568684436,2133380
0.566250558132412,4.3044776787199,2134220
-0.147226341472885,0.062792902191919,2135748
0.12209799914183,0.612773096308191,2137799
-1.0802873227866,0.925064389954534,2138375
-2.52518247510191,1.71458440504327,2138678
-0.316739059830979,0.0814605986140091,2139733
-1.75959148486739,-1.33599045963785,2141116
-0.403656702033314,-1.14128107576739,2144796
-0.0408455395643344,-1.01419101205673,2145166
-2.44720468850755,0.547043092112037,2145694
-0.155411936576945,-1.26113066786634,2146138
-0.143658618189224,-0.554890955880934,2151024
0.0236497544358622,-0.747135418812633,215131
0.264218152549121,1.49125594740326,2152442
-0.173811151954186,0.138749015189438,2157529
-0.0143009744561016,0.073870518669015,2158101
-0.446210902300581,0.0524039282698027,2158329
-0.546076914831663,-0.408544950970266,2168082
-4.74783368200166,1.77748107144173,2172217
-0.151689033626332,0.345469415228198,2176530
0.37510247191372,0.779126346695903,2176784
0.533057208122435,-0.751187065513983,2181724
-0.0390552910558103,0.0850950391095505,2183291
-0.151902978766218,0.405804309185779,2183356
-0.394855384999045,0.535255824734287,2185290
-0.231430042118181,0.797504334666162,2186951
0.137609385342421,0.383477434313823,2196212
0.0463340539014051,-0.481211996071485,2199403
0.205720859675021,0.579030397269448,2200416
-0.145537782074732,-1.5389095714022,2200813
-0.0872388284469346,0.41840286031489,2205389
0.0497407341340326,-1.07143636191401,2212664
0.120802878062533,-0.0137231801274342,2217034
-0.153339863608147,0.69670213843516,2218615
-0.1888473280483,1.5881464416953,2219842
0.298567229484785,0.541586092804813,2224150
-0.0007094266094383,-0.197528912186965,2228399
-0.198925597426137,-0.135422996532919,2228400
-0.0167706642724115,-0.710731082271912,2234271
-0.0568562192831757,0.144240287930362,2234422
-0.234419935579222,0.627449928033212,2237571
-0.486296420122177,0.97074139633742,2244172
-0.0893752844988922,-0.822620764373022,2247869
0.0843925537042079,0.69623964917202,2250648
0.161473523582881,0.387675590697863,2250836
