"mkm8d_ctv_lbp.3D.k_glcm_ClusterShade_239","mkm8d_ctv_lbp.3D.m2_glcm_ClusterShade_227","sub"
-0.480251541492552,0.500720340243082,1085983
-0.237024517787079,-0.283395478596158,1125173
2.56808164947707,-2.8174218867631,1154608
-0.256069490349931,0.528152669153757,1181124
-0.737903752441441,-0.586862271461418,1183075
2.91827076330418,0.350782228870861,1232870
-0.352896587663332,0.705714421065159,1279943
0.83011475281045,-0.907588874513472,1329352
0.622598149921744,-0.784107837403973,1330263
-1.18577665037847,-1.48283872943354,1364384
3.47463981866024,-1.36579459589029,1386095
-0.694688549974533,-0.653196211537009,1458656
-0.518066183494307,-0.64648899284423,1485662
-0.888490944399528,-0.0706756935600716,1497807
-0.406613248618514,-0.10841521868206,1501387
-0.432666773480928,1.17142393650812,1518948
-0.751726342500168,-0.209937255385662,1526417
0.167451242422139,0.530834191727409,1565177
-0.430814021792194,0.164520182276234,1606693
-0.343842865103646,0.982324539260873,1612262
-0.758913789086626,0.450018463553026,1614566
-1.04094194564017,0.516418021258452,1644034
-1.04093702663187,0.141085377121492,1668599
0.688694676793244,1.17123611163451,1671370
-1.14989168440314,-1.00773912783963,1684230
-0.934993735933111,-0.0881127447681922,1692385
0.224432422308302,0.0684436178166076,1720713
-0.513319203473846,-0.328282338820189,1738800
1.67779526125786,-0.906261847607945,1740845
0.249009593335342,-0.578336069480444,1742294
-1.4188929164323,-0.352467781291507,1767700
-0.298601535656874,0.768949371663071,1768972
-0.37003741519094,0.889642399826884,1889409
0.507893942158718,0.384448097119614,1915938
0.102731818099417,-1.52114666132233,1916742
-0.769536246573726,0.48022295114905,1919296
-0.924094854842198,-0.854136324625755,1926770
1.1688135894616,1.07589789248428,1938156
0.644814054556225,-0.451616283696458,1938561
0.154476752285372,-0.804313733103889,1966316
-1.14159211749765,0.902462482662579,1967281
-1.39517049395423,-0.260808618917222,1973544
0.0813987633263504,0.615082916166875,1975401
0.116330737038319,-1.69395919352186,1976407
-0.563281586002747,0.642892049720979,1978972
-0.0261498490837775,-0.942280394046076,1979045
-1.1233808793306,0.169507869968419,1979422
2.69931188151485,-0.73586469115283,1980052
0.565148546811683,0.869384786411659,2001182
-1.44220491402386,1.66771805634962,2002465
-1.14574676253799,-0.789255386693507,2004451
-0.372263395577579,-0.76844518801433,2006164
-0.740412473222121,0.314575900866088,2007309
-0.042910272472784,0.89209165537704,2009915
0.687322962222106,-0.643666346110825,2010259
-0.383839998321035,-0.571844009670975,2010554
0.683011332063049,0.748226842994342,2026671
0.0565027593501465,-0.117362470475415,2033049
0.153853480558721,0.0918550129513706,2034136
-1.04532168586323,0.931666267946623,2040495
2.51744852784637,0.371876788356807,2047354
0.01527834275356,0.0541830205524733,2051378
-0.879743941979111,1.27639247719101,2055667
-0.178965301099453,1.24671553963928,2057358
1.51510337339425,-2.72430974226333,2059713
-1.26976499266868,2.13345186965938,2069079
-0.582978546959268,1.14913241818507,2070958
-0.406147238503749,-0.663993066696364,2072215
-1.10379080181006,1.27862975018032,2075832
-0.00991261740366889,-0.788859281417826,2075846
-1.43128555948138,0.649129155423244,2076301
-0.563024494019058,1.14947661956322,2078198
-1.09403821597187,-0.0993677881890985,2078899
-0.780487162204911,-0.213684810432485,2085349
0.88508953085843,0.380263365885049,2086044
0.491978920663673,-2.98904836777521,2091555
-0.0937790968510263,0.0727157049140107,2092954
-0.300171974414919,1.00419171466324,2096627
-0.637810088500336,0.962654716914423,2100050
-0.554141845349636,0.883861310904672,2108003
-0.348307542464797,0.448412302416176,2109902
3.39167263551132,1.08620380510089,2110540
-1.21727705537059,-0.131258705645642,2116787
-0.707712456549911,1.37076358846018,2119177
2.37129673759623,-0.412328310279081,2131601
-0.702892328001667,0.395362123629932,2132424
-0.882278377472081,0.463399788208202,2132982
-0.0691849653701875,0.242822119457981,2133204
-0.525234455589337,-0.22682813133154,2133380
1.64388047507143,-0.606862723741066,2134220
1.07535195608094,-0.250660251455972,2135748
0.853505815853162,0.298421697662551,2137799
-0.597134005575653,1.45493819807143,2138375
-0.230134404797611,0.551820900608396,2138678
-0.763292171907382,0.242543171708443,2139733
-0.424497044997239,0.418760935030466,2141116
0.563503685923668,0.247166233271013,2144796
-0.837711075016233,0.686563517183638,2145166
0.107079133764592,-1.48835101799936,2145694
-0.0383376096313254,0.131509689543046,2146138
0.702766003856437,-0.373339355145491,2151024
-0.34431420037936,-0.370764831269172,215131
-0.925402325553097,0.491349190776703,2152442
0.319543148189126,-0.370965846910594,2157529
-0.446127093597476,-0.390721351051674,2158101
-0.644802034351209,0.739445826606461,2158329
1.24870996410104,-0.963801053321528,2168082
-0.82511747249732,0.475221072188107,2172217
0.413414443414955,1.4414843341584,2176530
1.06444527584043,-2.48978817210171,2176784
0.110758332268973,0.342307103943322,2181724
0.771983748293992,0.564063911637892,2183291
-0.397230827088772,-1.70568877853077,2183356
-1.05122812788789,0.480031015207661,2185290
1.86897991023775,-0.0371448574258012,2186951
-0.307395212341531,0.110195236549916,2196212
-0.513443024278004,1.72116587598772,2199403
-1.58161486099243,-1.67891886948978,2200416
