"letm_ctv_grady_250","letm_ctv_d6_250","letm_ctv_m011_232","sub"
0.0346368722131243,-0.535280579405072,-0.23949060126423,1085983
-0.45849927902688,-0.182497287091496,0.0555469472061923,1125173
1.3866749897936,2.39825565332405,0.34858655121393,1154608
1.2642972174711,0.295668689398835,0.0839896126139924,1181124
-0.43015914271557,0.565642298723759,0.336457856733729,1183075
-0.8322986901546,-0.166454994322587,0.306207850394901,1232870
-0.569042823394289,0.132964487206218,-0.736970941140604,1279943
-0.797999098898098,-0.282841023319787,-1.0344142514872,1329352
-0.335711409682174,0.575641135942908,0.106292403160544,1330263
-4.17374493926295,3.66460590251902,-0.738457199930388,1364384
-0.335784515716173,2.25050718495273,-0.271910040829746,1386095
-0.501453847156139,-0.922342691676152,0.59437835094618,1458656
0.059683440522597,-0.380547161742763,0.120904663402565,1485662
-0.948655041323775,-0.915078972528897,-0.043171153974169,1497807
0.0691167580673152,0.227975267084446,-0.407251811108367,1501387
0.515979848803764,-0.827556572740834,-0.791965769345143,1518948
0.079341157651371,1.03926223667367,0.0587135408011521,1526417
-0.287755213495869,-0.499603636343872,-0.835982415320503,1565177
0.62443589121801,0.104009655060204,0.328149835860841,1606693
0.21934584042206,0.0221279064611253,0.624271878169341,1612262
-0.0897824098489517,-0.533724163310419,-0.420352861255512,1614566
0.380979973207773,-0.871637726777821,0.290209063962639,1644034
-0.745322202817753,0.65337235391753,0.675489839765029,1668599
-0.416655609700026,0.723340150614779,0.584795390060691,1671370
0.290589770518419,0.308210334476848,0.173546537514811,1684230
-0.353457798896459,-0.266753319622856,-0.212825172857719,1692385
-1.09526850604077,-0.426523690931051,-0.515905060818476,1720713
-0.0791164377382288,-1.11895923365555,-0.218205720735791,1738800
0.155083014247194,0.098257376113308,0.137455872111012,1740845
0.803754168367454,1.37159989559747,-0.094835552212851,1742294
1.13140527352699,1.06046354596407,-0.152839653920741,1767700
0.300047527201392,-0.710319094147532,0.417216077804119,1768972
0.0339167947335914,-0.126349559199331,-0.859944899903416,1889409
0.0551440507469269,-0.488240681697288,0.484891965466308,1915938
0.997485686903345,-0.585387360207954,0.76198665058861,1916742
0.481932436369292,-0.216543546957743,-0.0208853311854962,1919296
0.0629886970244606,0.195535190887988,-0.0810316405368541,1926770
-0.659448630203853,0.24123767155939,-1.61506736647587,1938156
1.6975622699314,0.199884370508912,0.48727993278526,1938561
-0.993386158536259,0.373484161165576,-0.534556722338908,1966316
0.451831446983195,-1.01056470837859,0.336089618018751,1967281
0.806185654802746,2.38806902339906,-0.0772232603601784,1973544
-1.57946440027764,0.950005768914229,-0.293873197117853,1975401
-0.555099015597006,-0.279986824192152,-0.20171940340856,1976407
2.26783277528098,0.254718903158732,0.401331157982274,1978972
0.413895639254106,0.481126894224007,0.258903672209688,1979045
-0.90306455989441,-2.8570336130859,-2.05899288594351,1979422
3.81125726816293,1.22511400705758,0.358278230103765,1980052
-0.845993665006134,0.0367163516342096,-2.94200212125484,2001182
