"letm_prg_m021_250","letm_prg_m111_250","letm_prg_skewness_250","letm_prg_m012_250","letm_prg_gradz_250","letm_prg_grady_250","letm_prg_entropy_249","letm_prg_m102_248","letm_prg_subvol_x1of3_247","letm_prg_d2_238","letm_prg_m400_236","letm_prg_density_234","letm_prg_d97_231","letm_prg_m030_230","sub"
-0.206812426712564,-0.0976085937657359,-1.11864056005043,-0.0372045132912797,0.409971282123613,-0.00550711269833235,0.309088687732596,0.0836973959724368,0.572357124671166,-0.711966347097189,-0.164383722099425,-0.333034914506118,-0.713627497045391,0.0169150467111999,1085983
0.120330801111935,-0.739477401586644,-1.41765397788148,0.272700317015914,0.252128983897996,-0.721401979811116,0.873762903848499,1.10631845368554,1.45128976097133,0.26224950465945,-0.0467661382098854,-0.451351791012837,0.285703887241865,0.190395573156528,1125173
-0.536076222362556,-0.683741505903215,0.427292122140158,-0.455153668518866,-2.82498540190817,0.586919365184107,-0.775972190973282,-0.362086580526425,1.09322735139578,0.928307528556162,0.0265570868081294,1.69830923653922,1.78994083790246,-0.414135746690759,1154608
-0.2519353646334,-0.137339824447026,1.60210231546885,-0.109392464551114,0.305542486854566,1.23199117190484,-1.39876463787824,-0.0472260328800587,0.66619521964794,0.942775806275155,-0.15864083734786,-0.365561187356569,-1.60290604981662,0.0120312134608377,1181124
-0.0682937357617536,-0.109848433883684,-0.547010116708082,0.179789565916746,1.97321053000224,-0.535610260889549,0.719903118912712,0.095611891863033,-0.587582673377739,-0.15767678962496,-0.148159399699296,0.274876014358335,0.570269324404274,-0.0244802533419496,1183075
-0.163919974722553,-0.00302005525239364,0.019664091178911,-0.0296340137714611,0.225386112683721,-0.720595209148435,0.124113417983041,0.0944140905426995,0.889109234397998,-0.31381492038997,-0.138891174063613,0.643373778235043,0.882855740165732,-0.00943456149636459,1232870
0.487706294477513,0.183534729957159,0.598170829092807,-1.48997184910216,0.793688262650235,-0.57333695951933,0.776239098754956,-0.495161112809928,0.922049383581315,0.237866858995049,-0.0594461510605303,-0.408781173097925,-0.340727036338016,0.272181547768784,1279943
0.259645842803386,-0.213922847065193,0.115703193836149,-0.194197858679377,-0.847051240576597,-0.722346594506124,-0.312787137583616,0.0973316144330824,-1.10439640000661,-0.516639422163035,-0.0870200176621836,-0.307211509278901,-0.422790319384463,-0.311474858846002,1329352
0.0123743562966239,-0.157934528229788,-1.8409097511277,-0.245947723264817,-2.07549666172065,-0.24337792070894,1.08190770588515,-0.791586364902411,-0.0676251913278434,0.349581441523029,0.0262694249886467,-0.384085825260653,-0.788349734650602,-0.181060917700525,1330263
-0.133356297611511,-0.0416544073142443,-1.25156361244765,0.0709673906631346,-5.8452365206699,-4.03995562176238,-0.743450283571794,-0.0966164474068518,1.70477416127843,1.84400747415474,-0.146583521404747,6.76298336472598,2.6373612251345,-0.0553266540211366,1364384
