"lemm_prp_gradx_237","sub"
-0.14919623534425,58325
0.785292813051063,92173
0.662877171326548,215131
-0.848459163403566,277752
-0.237750482458111,308862
0.668560249455847,923666
1.35235725627992,965005
-0.326630863249051,983079
-0.327412186832738,1085983
1.09092528794231,1125173
-0.42150071963742,1154608
1.51731261236221,1181124
-0.600515498617959,1183075
-0.697063932320016,1232870
1.41619590162997,1279943
-0.214281991500833,1329352
-1.24699239114223,1330263
-1.87141026064092,1364384
-1.72850612987742,1386095
-1.2173058918804,1458656
-0.389124914457993,1485662
0.477487070857395,1497807
-1.44248952338156,1501387
0.30828504120386,1518948
1.69983738791297,1526417
-0.544167998331616,1565177
0.483943083358891,1606693
1.51893986301895,1612262
1.07076804993565,1614566
-0.344220821581567,1644034
0.745870448557816,1668599
-0.339221280334055,1671370
1.29517328305525,1684230
-0.1130031751941,1692385
-1.21411193673751,1720713
-0.593949810805662,1738800
-0.340287994540984,1740845
-1.16336942989745,1742294
-1.2318076507785,1767700
-1.00987301952765,1768972
0.901967451308719,1889409
0.535367127248611,1915938
0.734258461657141,1916742
0.0906028741287017,1919296
0.872519160515576,1926770
1.01990566345469,1938156
-0.0864944258341882,1938561
0.47894902734884,1966316
-0.309688694987837,1967281
-0.214569192348564,1973544
0.763861033081793,1975401
0.180636414483985,1976407
0.643985793619559,1978972
1.26077147134607,1979045
-0.186722010611977,1979422
0.805117114246029,1980052
-0.671430834547898,2001182
-1.03394173922254,2002465
0.095196593076367,2004451
0.967048679947071,2006164
-0.888675539422281,2007309
0.441805627566337,2009915
-0.62252444924515,2010259
-0.70018389975997,2010554
-0.0833213071210951,2026671
0.533501046091408,2033049
0.803423914458053,2034136
0.0169201004997129,2040495
2.19516458614842,2047354
1.22267184768212,2051378
-0.0773566414504899,2055667
-0.304901948655387,2057358
0.393222548705611,2059713
-1.02051413534096,2069079
0.198627233569935,2070958
0.700496145902333,2072215
-0.432135311576511,2075832
-0.915827393554196,2075846
1.49603409292785,2076301
-0.830458414214612,2078198
-1.54433968037865,2078899
0.789067370124904,2085349
-1.77705243881662,2086044
-0.00439112991304751,2091555
0.536806373319943,2092954
1.34211762042687,2096627
0.768015709710762,2100050
-0.832930385086855,2108003
-0.412976325363891,2109902
1.40557474833462,2110540
1.13398356340631,2116787
1.02408283424221,2119177
-2.60084656141259,2131601
1.34851806379314,2132424
-0.292290974353641,2132982
-0.351125075568606,2133204
0.422179071562881,2133380
-0.0634927441640096,2134220
1.67572983454243,2135748
-1.8647925977314,2137799
-0.67083728940418,2138375
-1.07329958190955,2138678
-2.07425753949959,2139733
0.085503800807478,2141116
-1.56164009701901,2144796
0.856966585709593,2145166
0.387186366827966,2145694
0.865783896461231,2146138
0.435268220064302,2151024
2.12905082301201,2152442
-0.0548219665775758,2157529
-0.900264214228182,2158101
0.389126281867934,2158329
-0.174868269862214,2168082
0.452646737813617,2172217
-0.991080031491799,2176530
-0.0542200527986228,2176784
-1.62217625601129,2181724
0.911421950991184,2183291
-0.585425787026207,2183356
-0.476312281328181,2185290
1.53801305255949,2186951
-1.24069841058013,2196212
-1.24466952889447,2199403
1.66013901326385,2200416
0.287144846064765,2200813
-0.881449130451863,2205389
-1.37150698380739,2212664
0.326898081820489,2217034
1.84550246738036,2218615
1.312523654551,2219842
0.422395610858799,2224150
-0.1051790224267,2228399
-0.248864568741115,2228400
-0.920708078947867,2234271
-0.653324041385955,2234422
0.417055109962654,2237571
1.81648624575382,2244172
-0.753691225951302,2247869
-1.32542130901208,2250648
0.740903585412701,2250836
0.539295022698061,2267382
1.58688159548878,2269346
-1.55610779243771,2271329
0.406557019116507,2274521
0.154351966084855,2276121
-1.07199636656319,2278618
-1.57445689971785,2285214
0.0862768210876714,2286108
-0.137140592355811,2293123
-1.14062856175181,2294852
-0.173088265788321,2294873
0.232298559787607,2296332
0.999357728733918,2305114
-1.61091552570028,2305115
0.82368980199364,2306459
0.727247865410854,2306893
0.706211407772359,2317120
0.868536518719798,2319068
-0.486378980123357,2321962
0.855467548507078,2331869
0.378550408518259,2336735
1.04137828894905,2339674
-0.780287295684208,2340155
-1.5855038686865,2340322
-0.304847918601442,2350037
-1.87160970197024,2352038
-0.0316281929469713,2359944
0.97816943969542,2381907
0.7000562261708,2393207
-1.77450447651989,2395415
1.00041898293576,2395943
1.43834599613612,2401405
0.548861249207245,2405144
-0.974814639681064,2414406
0.435959199866803,2419459
0.0687273188053396,2425694
0.591664178043923,2426863
0.809214330473393,2430773
1.07527873296227,2439458
0.937514861257829,2443354
-1.25206620077272,2445526
-1.40371023920449,2448298
-0.164592844354318,2453577
-1.34365325668375,2474709
0.731946283598184,2480056
-0.0620799114952729,2480330
-1.26698102008134,2487135
-0.247863792410551,2488660
0.964574288304436,2490180
-1.16297011050472,2493534
-1.91478135761315,2498991
-1.63977465084622,2500377
0.597962815569116,2504802
0.45038279121588,2510402
1.86191315269155,2520618
-1.1163261664064,2559453
