"mkm7d_gtvper_original_gldm_SmallDependenceLowGrayLevelEmphasis_249","mkm7d_gtvper_wavelet.HHL_firstorder_Mean_249","mkm7d_gtvper_wavelet.HHH_glszm_SmallAreaEmphasis_249","mkm7d_gtvper_lbp.3D.k_gldm_LargeDependenceHighGrayLevelEmphasis_245","mkm7d_gtvper_lbp.3D.k_glcm_SumSquares_245","mkm7d_gtvper_gradient_firstorder_Minimum_240","mkm7d_gtvper_log.sigma.3.0.mm.3D_glrlm_RunLengthNonUniformityNormalized_240","mkm7d_gtvper_wavelet.HHH_glcm_Imc1_239","mkm7d_gtvper_original_firstorder_Maximum_236","mkm7d_gtvper_original_shape_SurfaceVolumeRatio_234","mkm7d_gtvper_wavelet.HLH_glszm_ZoneVariance_229","mkm7d_gtvper_lbp.3D.k_gldm_SmallDependenceLowGrayLevelEmphasis_229","mkm7d_gtvper_lbp.3D.k_glcm_Idmn_229","mkm7d_gtvper_wavelet.LHH_glcm_Idmn_229","mkm7d_gtvper_wavelet.HHL_glcm_ClusterShade_227","sub"
-0.539843920171911,1.05819261237031,0.419253900471483,0.961862106609827,0.397468464670118,-0.480912915041572,-1.48593333580941,0.593537462160261,0.20124054991293,-0.883493588008831,-0.308965067294391,-0.647347464563134,0.325957531105704,0.24821683566168,-0.0731102901739838,1085983
-0.587065924319411,0.471384291357119,-1.88266058910117,0.198332307977957,0.376625432648898,1.33531451601516,0.619141789269492,-0.269563874424459,-0.0201735949544192,-0.101898225844604,-0.415569860203863,-0.479291055619971,0.704850060552001,0.127296983687395,-0.576899629153144,1125173
1.43646821093485,-0.619201546571447,-0.934645846760873,-1.99167144482913,-1.04448984012846,2.61896931181671,1.48530107993044,-1.75274817272323,0.589815685262354,1.75088930515183,-0.455653689945695,4.65362323080984,1.70969892286904,-0.175733190785036,-0.0949233963789553,1154608
-0.169525240997627,-0.171238361309743,-0.531183116024558,1.82172636945724,-1.14918679402982,0.456188507821727,0.506715994314875,0.678268213956315,1.55584074355311,-0.103970383034318,-0.179309356885485,-0.900990044233628,0.72415203242373,1.26882382066075,-0.492364153151524,1181124
0.35371708882615,-2.84931920189128,1.1698446623615,0.107073127637172,0.782435218717074,0.323949045117919,0.45078814745869,-0.379190101424956,-1.98954234166914,-0.236949225246524,-0.441756572815229,-0.563095284100949,-1.14527051173015,-0.815957647071838,-0.254787960680458,1183075
0.476993087483674,1.71694503870888,-2.571922082972,-0.749041231484632,2.90057567635892,0.435924689050729,0.34938389076018,-0.169177216824303,-1.3201870320004,0.645630178101319,-0.45586492827754,0.863110653032546,-1.07722437522748,-1.14342287928495,-0.195978285752461,1232870
-0.498698723496571,1.48495262493404,-1.00372459478055,0.0639683045778735,0.973844009283718,-0.820716800577939,-0.319835508698462,-0.0442990284501281,1.11920330208344,0.153425922093812,-0.069171795714948,-0.516010239051476,-0.248567685552022,1.01262148145154,-0.168450008374684,1279943
-0.598533811097999,-0.467327960235253,0.696770373011203,1.03015882624063,0.701466371217662,-0.591013346119798,-0.206005665852773,0.096512554003608,0.00861391687235365,-0.541548722030418,-0.44416784290193,-0.874766406066662,0.354945110404506,0.422846095466732,-0.306918252693218,1329352
-0.593680914996467,-0.0529331938967503,0.201316311294451,-0.234162626417827,-0.0057961104935053,-0.83481891078028,0.453131508791189,1.48806991510046,0.175358410051163,-0.393082761067541,-0.193094538379026,0.303589488833847,0.500485692879961,0.871094833361354,-0.163215914536426,1330263
2.55662905224864,-1.2709484411733,1.41611183758898,-0.0273507771900311,-1.786228633197,1.55510211034028,1.03785557096719,-1.77469504525043,-0.0366939807067237,-0.0505483638997014,-0.454999360995854,0.298474003239226,-2.2486880223199,-1.76756663466521,-0.0748289188884749,1364384
