"mkm8d_ctvper_wavelet.HHH_glcm_ClusterShade_230","sub"
0.191478377714378,1085983
0.0297558683243622,1125173
0.0986907715617884,1154608
-0.454451539793808,1181124
-0.933568053625694,1183075
-0.0197247444328355,1232870
0.0337390266895616,1279943
-0.515738776796828,1329352
0.0501844038672671,1330263
-0.195524886070745,1364384
0.0732634778725708,1386095
0.264758889544396,1458656
-0.0380351033529983,1485662
0.148325338883514,1497807
-0.0010705510974723,1501387
-0.0108632245110381,1518948
-0.0138338835375853,1526417
-0.134263956391981,1565177
0.0525101454066375,1606693
0.0215047022597698,1612262
0.000860199935609996,1614566
0.0408964956948755,1644034
-0.82496216604437,1668599
0.121422651189023,1671370
0.0584697406214642,1684230
0.0435232544837318,1692385
-0.373562097431984,1720713
0.0244903949898635,1738800
-0.551456725146992,1740845
-0.529646637015436,1742294
-1.7285519324196,1767700
-0.0894942170542332,1768972
-0.0781933598364318,1889409
0.0426072688632764,1915938
-0.0375944812867271,1916742
0.00332609879044712,1919296
-0.0413302603633352,1926770
0.064649993478941,1938156
-0.0877508174648527,1938561
0.00274818467331087,1966316
0.0296120171638973,1967281
-0.234798263435893,1973544
-0.264221211970651,1975401
-0.0229087413593523,1976407
0.125006732312566,1978972
-0.011178393175569,1979045
0.0212175412929576,1979422
0.137882259034425,1980052
-0.0269321832897018,2001182
0.490999304876923,2002465
-0.0544138520276706,2004451
0.149189993341447,2006164
0.132518000704091,2007309
0.0151068383869293,2009915
-0.417797855732089,2010259
-0.34760341803598,2010554
0.00795241958241942,2026671
-0.179699276448522,2033049
-0.00391178496164468,2034136
-0.0174372174199641,2040495
-1.83448871040762,2047354
-0.269107644406753,2051378
-0.121540473090791,2055667
-0.0476837379361989,2057358
0.261250427603265,2059713
-0.0054020690694305,2069079
0.0107749530145346,2070958
-0.195649458272844,2072215
0.0229150099595156,2075832
-0.0826296218483031,2075846
-0.128750056683529,2076301
-0.164443905215726,2078198
12.0584299691635,2078899
-0.026997891182593,2085349
1.41489301583248,2086044
0.0182266067281434,2091555
0.025042573903136,2092954
0.0737752418271215,2096627
0.297816510455711,2100050
-0.00680212550008219,2108003
0.13786878476729,2109902
-0.000844535039718229,2110540
0.0532041621606777,2116787
0.0206000782601288,2119177
-0.151787008693016,2131601
0.598220214647141,2132424
0.111180841699084,2132982
-0.137198245021944,2133204
0.69762330762394,2133380
-0.0623066914764434,2134220
-0.257674050973215,2135748
0.366780235470637,2137799
-0.108461019024862,2138375
-0.528796041324185,2138678
-0.341685847966522,2139733
0.0433680959885559,2141116
-0.465676602584465,2144796
-0.321339705428564,2145166
-0.128747645536033,2145694
0.29377422658764,2146138
0.0659148906647209,2151024
-0.00311429948476915,215131
0.387429493031319,2152442
-0.00168583217067112,2157529
0.0899554148747234,2158101
0.0178094553242064,2158329
0.0368324245933998,2168082
-0.00958979059842774,2172217
-0.0985245746733889,2176530
-0.0525385280701524,2176784
0.696755144445054,2181724
-0.00841636512369819,2183291
0.370643731243487,2183356
0.0785782549854919,2185290
0.164476165964638,2186951
-0.0901280958533315,2196212
-1.1560336098224,2199403
0.678804344228813,2200416
-0.0125240676006601,2200813
-0.330688697760922,2205389
-0.17364545915693,2212664
0.114601304749819,2217034
0.00777276703380532,2218615
-0.00249984276157389,2219842
-0.347838193640721,2224150
0.0218788360944473,2228399
0.640164021240252,2228400
-0.940985919508515,2234271
0.754271019665837,2234422
-0.0184592634692034,2237571
0.0428065355251334,2244172
-0.444726091484087,2247869
0.0204704038128069,2250648
-0.0356413629207149,2250836
0.0757462165434067,2267382
-5.40973153109054,2269346
-0.172046794419668,2271329
-0.00890472450742156,2274521
0.014383605123014,2276121
-0.0140296948088038,2278618
-0.388016428987219,2285214
-0.005660589202008,2286108
-0.00763474827204026,2293123
-0.0495581892944308,2294852
0.00722225620974596,2294873
-0.00170891016729702,2296332
-0.00907327510798129,2305114
0.11474030796147,2305115
-0.000402753322149365,2306459
0.104749812341076,2306893
0.0145892674595901,2317120
0.0230881596511646,2319068
0.0801389474230895,2321962
0.0576850644483042,2331869
0.000637599808714922,2336735
-0.0439628721568163,2339674
-0.0475199133936395,2340155
0.558652702369381,2340322
-0.222338980264029,2350037
-0.0727327648645745,2352038
0.00189755178888917,2359944
0.0166391480890397,2381907
0.56586501352102,2393207
-0.0591579842350994,2395415
0.0100549944577517,2395943
-0.0462560293680569,2401405
0.033740340014645,2405144
-0.305959871412833,2414406
0.115875681712338,2419459
-0.0647048740239878,2425694
0.00835360962705987,2426863
0.372543878231736,2430773
0.159975973952469,2439458
0.00220635178003337,2443354
0.134369738869152,2445526
0.0692961856720126,2448298
0.1981115495967,2453577
-0.0719129424008746,2474709
0.0578396952471458,2480056
-0.29964980045686,2480330
-0.20233557452052,2487135
0.0709104805635468,2488660
-0.00333330744141906,2490180
0.000170794474854191,2493534
-0.0279683559083873,2498991
0.0840475948378846,2500377
-0.193005267039953,2504802
0.053062871294148,2510402
0.0261453304510796,2520618
0.0127090301373806,2559453
0.0888789686017537,277752
0.0333599916743896,308862
-0.344131807212627,58325
-0.40299058711145,92173
-0.0693507899706277,923666
-0.39719627656666,965005
-0.0424392388019622,983079
