"lemm_prc_v43_249","lemm_prc_m201_229","sub"
0.840540487858975,0.0146885567922124,1085983
-0.987600571547417,-0.0867229587631119,1125173
0.422386852967668,-0.0412407491911068,1154608
0.46962148403167,-0.0368085234089312,1181124
-0.987600571547417,-12.4414080124497,1183075
-0.987600571547417,0.0473566025691479,1232870
1.38097873564885,-0.0416039995482296,1279943
-0.987600571547417,-0.305531390344478,1329352
-0.987600571547417,-0.159535749191368,1330263
-0.987600571547417,-0.0420745966961105,1364384
0.603225575498987,-0.0445764026480751,1386095
1.11606529672524,0.264940264046516,1458656
-0.987600571547417,-0.0372160920465205,1485662
0.876008986792907,-0.22892402408019,1497807
1.18229651330422,0.0297024080057612,1501387
0.248508267056346,0.0407144376138153,1518948
-0.987600571547417,-0.215435274259355,1526417
-0.987600571547417,0.0106233513059673,1565177
-0.987600571547417,-0.336214020109388,1606693
-0.987600571547417,-0.0163611664673059,1612262
-0.985159723101403,-0.079972276068914,1614566
-0.987600571547417,0.0215215871178524,1644034
-0.987600571547417,0.493282414302794,1668599
0.857643386107129,0.017579374198533,1671370
1.30222813069712,-0.0149950137495334,1684230
-0.987600571547417,-0.0259995170291158,1692385
-0.987600571547417,0.0397650175970228,1720713
1.12758818254342,-0.0412578067550691,1738800
-0.987600571547417,0.714232890162024,1740845
-0.987600571547417,0.700534256823012,1742294
-0.987600571547417,2.16407693148223,1767700
-0.987600571547417,0.104588967059956,1768972
0.800151691181938,-0.117722440049641,1889409
-0.987600571547417,0.532178118547298,1915938
1.0826286866071,-0.0125831325726848,1916742
-0.987600571547417,0.0185274474049698,1919296
0.975326131914404,-0.0239771622583077,1926770
0.785690071112253,-0.0550631329152032,1938156
-0.987600571547417,0.343272791273227,1938561
-0.987600571547417,-0.490505485183264,1966316
-0.987600571547417,0.0118462723467627,1967281
-0.987600571547417,0.245738157031501,1973544
-0.987600571547417,-0.439323844013846,1975401
-0.987600571547417,0.352966969869179,1976407
-0.987600571547417,0.0647709535054643,1978972
1.35199532919441,0.0584425839404136,1979045
-0.987600571547417,0.0940688418439017,1979422
-0.987600571547417,0.556699692191908,1980052
-0.987277871704285,0.429922406248769,2001182
1.38510108517909,-0.0449492937079589,2002465
-0.987600571547417,-0.470433611098385,2004451
0.812660951069326,0.0604568623489351,2006164
-0.987600571547417,-0.780723012837946,2007309
-0.987600571547417,-0.291744651632454,2009915
-0.987600571547417,0.0634208398325857,2010259
-0.987600571547417,1.67463758742359,2010554
-0.987600571547417,1.07108364462061,2026671
-0.987600571547417,-0.770318106858174,2033049
1.172734797703,-0.00397906793371555,2034136
-0.987600571547417,-0.391585742144642,2040495
0.689918110379424,-0.100813926798141,2047354
-0.987600571547417,0.723917648593015,2051378
-0.987600571547417,-0.894401712480016,2055667
-0.987600571547417,1.3703509628615,2057358
-0.987600571547417,-0.148379357196842,2059713
-0.987600571547417,-0.0554671463618894,2069079
