"mkm8d_ctvper_wavelet.LHH_glcm_ClusterShade_250","mkm8d_ctvper_wavelet.HHH_firstorder_Median_249","mkm8d_ctvper_wavelet.HHH_glcm_ClusterShade_249","mkm8d_ctvper_wavelet.HHH_firstorder_Mean_247","mkm8d_ctvper_wavelet.HHH_firstorder_Skewness_243","mkm8d_ctvper_original_shape_Flatness_242","mkm8d_ctvper_wavelet.LHH_firstorder_Skewness_231","mkm8d_ctvper_wavelet.HLH_glcm_ClusterProminence_231","mkm8d_ctvper_original_shape_Sphericity_227","sub"
-0.17076320905489,-0.308160427262558,0.191478377714378,0.350510572622125,1.3695478952569,1.40288253780765,-0.307574138215915,-0.300486040789747,0.0158421053703826,1085983
-0.132489455447982,-0.00585251825366928,0.0297558683243622,0.745822234177626,0.273606872051559,0.200657181245088,0.378977843063983,-0.301923058048918,-0.858247149825437,1125173
-0.1001411879896,-1.3475529979681,0.0986907715617884,-0.352492228372537,0.312472371548179,-1.31277195749427,0.0317299034594777,-0.259842230396659,1.77112991594406,1154608
-0.0456731708553862,-0.24989888217236,-0.454451539793808,0.433830648657706,-1.67900921751964,0.850921800261826,0.0107945691084122,2.06224599547487,-0.119052065307708,1181124
-0.146798165027367,-2.53386213369306,-0.933568053625694,-3.00933240748614,-0.551133411108732,-0.460845108394831,0.245268421175168,-0.239835467294472,-0.481428769758493,1183075
-0.195265046103014,-1.50782931961122,-0.0197247444328355,-1.47038827600282,-0.0791834950410937,0.0637789562715629,-0.703645162726051,-0.303647988766792,0.27629413978159,1232870
0.0928118216357142,0.0941225772471062,0.0337390266895616,0.133178506012402,0.799262795576869,0.346969164738446,1.07215527632191,-0.315752001770081,-0.533778645389151,1279943
-0.0748317570355276,-1.19543213368371,-0.515738776796828,-0.1603312618982,-0.654589933910482,-1.00254485212489,0.543466409212497,-0.219271143756596,0.0412918027578702,1329352
-0.0896211075999812,0.202957888148036,0.0501844038672671,-0.208042656427324,0.459613475993344,-1.39734278488104,-0.300668612960978,-0.129105297739774,-0.3371789917031,1330263
-0.375194963769709,-0.184585011957538,-0.195524886070745,3.05174294516025,0.0311528092396811,-1.21982328972274,-0.929911097203825,0.247353177256266,2.77727042251111,1364384
-0.271073430055162,-1.03643589864277,0.0732634778725708,-0.123540913689446,0.566290201986206,1.07223304739818,-1.24755956332804,0.724315943167489,1.73485700874195,1386095
-0.0878254543357801,-0.0621612390144973,0.264758889544396,0.142680303434494,0.707504329799476,-1.33500992228802,0.0735794103729522,-0.208812764075792,-0.718554912253947,1458656
-0.203021391332292,0.0941856326351096,-0.0380351033529983,-0.0880690493327063,-0.706157773735195,1.28943635094053,-0.702366214633286,-0.300689385943173,-1.1805596975398,1485662
