"mkm8d_ctvper_original_shape_Flatness_238","mkm8d_ctvper_wavelet.HHH_glcm_ClusterShade_238","sub"
1.40288253780765,0.191478377714378,1085983
0.200657181245088,0.0297558683243622,1125173
-1.31277195749427,0.0986907715617884,1154608
0.850921800261826,-0.454451539793808,1181124
-0.460845108394831,-0.933568053625694,1183075
0.0637789562715629,-0.0197247444328355,1232870
0.346969164738446,0.0337390266895616,1279943
-1.00254485212489,-0.515738776796828,1329352
-1.39734278488104,0.0501844038672671,1330263
-1.21982328972274,-0.195524886070745,1364384
1.07223304739818,0.0732634778725708,1386095
-1.33500992228802,0.264758889544396,1458656
1.28943635094053,-0.0380351033529983,1485662
0.25612905997972,0.148325338883514,1497807
-0.279562392966169,-0.0010705510974723,1501387
-0.185636882527467,-0.0108632245110381,1518948
0.678629184022361,-0.0138338835375853,1526417
0.10258433408281,-0.134263956391981,1565177
-0.342560029586958,0.0525101454066375,1606693
0.227075679172601,0.0215047022597698,1612262
0.756583441350814,0.000860199935609996,1614566
-0.477547366892062,0.0408964956948755,1644034
-0.722019263579097,-0.82496216604437,1668599
-0.207693396289046,0.121422651189023,1671370
2.0424851190512,0.0584697406214642,1684230
1.04076952396377,0.0435232544837318,1692385
-0.648442907020274,-0.373562097431984,1720713
1.13105140770582,0.0244903949898635,1738800
-0.946400144110524,-0.551456725146992,1740845
-0.150524518732858,-0.529646637015436,1742294
0.469418766134226,-1.7285519324196,1767700
0.40634783124138,-0.0894942170542332,1768972
0.149809960979286,-0.0781933598364318,1889409
0.297421044879166,0.0426072688632764,1915938
-0.462367099465702,-0.0375944812867271,1916742
1.83865321881895,0.00332609879044712,1919296
1.63032286950499,-0.0413302603633352,1926770
-0.365900728929661,0.064649993478941,1938156
0.316273595345335,-0.0877508174648527,1938561
0.208298403929399,0.00274818467331087,1966316
-0.245631024372109,0.0296120171638973,1967281
0.115555796394021,-0.234798263435893,1973544
0.356815544847211,-0.264221211970651,1975401
0.565693398757763,-0.0229087413593523,1976407
-0.233183914374184,0.125006732312566,1978972
0.0217609510748518,-0.011178393175569,1979045
-0.614237954391082,0.0212175412929576,1979422
1.37700705184394,0.137882259034425,1980052
-2.67666129788795,-0.0269321832897018,2001182
1.30172700639824,0.490999304876923,2002465
0.690574061559542,-0.0544138520276706,2004451
1.12472467021306,0.149189993341447,2006164
0.537789796479533,0.132518000704091,2007309
-1.20400541363421,0.0151068383869293,2009915
-0.66723822600997,-0.417797855732089,2010259
0.584899605132383,-0.34760341803598,2010554
0.947772908354535,0.00795241958241942,2026671
-0.269077810625119,-0.179699276448522,2033049
-1.79453385077743,-0.00391178496164468,2034136
0.121252847771727,-0.0174372174199641,2040495
1.81606551940819,-1.83448871040762,2047354
0.722965600706151,-0.269107644406753,2051378
-0.0138484202885136,-0.121540473090791,2055667
-0.743236532798087,-0.0476837379361989,2057358
0.747926790723336,0.261250427603265,2059713
-0.354370749371291,-0.0054020690694305,2069079
0.493710594916371,0.0107749530145346,2070958
1.11255257309039,-0.195649458272844,2072215
0.27809021740063,0.0229150099595156,2075832
0.565070945262794,-0.0826296218483031,2075846
0.943323786782771,-0.128750056683529,2076301
1.35772589692238,-0.164443905215726,2078198
-0.737406544824399,12.0584299691635,2078899
-1.13701004048626,-0.026997891182593,2085349
-0.144872789600937,1.41489301583248,2086044
-0.924916505051524,0.0182266067281434,2091555
-1.00409005006835,0.025042573903136,2092954
0.221836402799392,0.0737752418271215,2096627
-1.19987279293206,0.297816510455711,2100050
1.53844019720649,-0.00680212550008219,2108003
-0.696052214249306,0.13786878476729,2109902
-1.07528619121998,-0.000844535039718229,2110540
0.62902766821298,0.0532041621606777,2116787
-0.0817858157917899,0.0206000782601288,2119177
-1.3410443251859,-0.151787008693016,2131601
1.07281531632292,0.598220214647141,2132424
0.430349035595102,0.111180841699084,2132982
0.330101135915806,-0.137198245021944,2133204
1.79236881225997,0.69762330762394,2133380
0.0170856893729828,-0.0623066914764434,2134220
1.91474410892738,-0.257674050973215,2135748
0.198532976650727,0.366780235470637,2137799
0.757542171438697,-0.108461019024862,2138375
-0.782319612248391,-0.528796041324185,2138678
