"mkm10d_ptv6_log.sigma.4.0.mm.3D_firstorder_Maximum_250","mkm10d_ptv6_original_glcm_JointEntropy_250","mkm10d_ptv6_original_glszm_LargeAreaHighGrayLevelEmphasis_250","mkm10d_ptv6_lbp.3D.k_glszm_ZoneEntropy_249","mkm10d_ptv6_wavelet.HHH_glcm_Imc1_249","mkm10d_ptv6_wavelet.LHL_firstorder_Skewness_249","mkm10d_ptv6_lbp.3D.m2_glcm_ClusterShade_248","mkm10d_ptv6_logarithm_glrlm_LongRunLowGrayLevelEmphasis_247","mkm10d_ptv6_wavelet.HHH_firstorder_Mean_246","mkm10d_ptv6_wavelet.HHL_firstorder_Kurtosis_245","mkm10d_ptv6_logarithm_glszm_SmallAreaLowGrayLevelEmphasis_242","mkm10d_ptv6_wavelet.LHH_glszm_ZoneEntropy_235","mkm10d_ptv6_lbp.3D.k_firstorder_Kurtosis_234","mkm10d_ptv6_wavelet.HHH_firstorder_Kurtosis_234","mkm10d_ptv6_wavelet.LLH_gldm_LargeDependenceHighGrayLevelEmphasis_232","mkm10d_ptv6_wavelet.LLH_glszm_LargeAreaHighGrayLevelEmphasis_231","mkm10d_ptv6_original_shape_Elongation_229","mkm10d_ptv6_wavelet.LLH_glcm_Correlation_227","mkm10d_ptv6_wavelet.HHL_glcm_Idmn_226","sub"
-0.798245790457525,0.592024749096555,-0.464869179312909,-1.59987973431836,-0.320100247559621,0.684935895292148,-0.0298900940786513,-0.131430093673792,0.318456728075667,-0.717101491823621,-0.547156042563888,-1.92421720650953,-0.68057283731998,-0.729523563399092,-0.729292445988251,-0.486663215608819,0.0156521533844088,1.46165443969067,-0.810878158543083,1085983
0.210378523601652,0.253786202341136,0.154991146792145,0.506786879656124,-0.288151375442319,-1.3372350164348,-0.285904196058401,0.145662247777356,0.151681619517541,0.000133245808144369,0.0432081023815315,-2.00577141699197,-0.819221208095762,-0.538430940808656,-0.64600957698213,0.221151364804485,0.819466147881683,1.18746451334794,1.05382489369435,1125173
0.3795831070655,0.405497724117559,-0.843079079846098,-3.27034401175192,1.22907714336966,3.34286176575316,0.913545689149281,-0.382546027341093,1.18277737952112,-1.01867939193126,-0.263370060368141,0.143046872821903,2.06061703487023,-0.873430801109201,-0.579293648943851,-0.530609333246117,0.714584916723728,-0.893079302613102,-0.995319505854172,1154608
1.08758670156283,1.62887198823966,-0.659890368678712,-1.16624813984126,-0.461259752899911,-0.571905156735518,1.03902745949947,-0.357229282995414,-0.128726431313257,3.20451401389057,0.221074088442161,0.274870618286747,2.58175960376339,0.468929130502556,-0.0744371593103963,-0.218822977478699,0.900951073501308,0.388958031168154,1.48061116999504,1181124
-1.36324860338109,-1.5955910189548,-0.839685103577428,-1.0459222922375,-0.460902580302018,-1.65194700581578,-2.48018285935209,2.33811159519979,2.08581552540402,0.304771197493851,0.711682081837943,-1.82496841998111,-0.988174488191947,0.012274933624569,-0.779710791296574,-0.567730211775035,-0.0974075874976722,0.982454716865548,0.183064420353407,1183075
-1.14222915552525,-1.69975835689421,-0.620558734623873,0.970098459926146,0.110847579758145,-0.764387633789762,-1.79311136212597,0.740122868086454,-3.08479024458216,-0.318701478927233,-0.339739373367925,-1.67111321260772,-0.453348490120017,-0.616827291050155,-0.742881759458394,-0.554818357063198,-0.940863784276112,1.04795011937423,-0.840734175879385,1232870
-0.35165928101076,0.336646810831787,0.445776585890115,0.171385964452865,-0.325465950564643,-0.670644160076802,0.084259028301132,-0.107043353331997,0.661483503104807,-0.0419757197966332,-0.778999828722972,-0.179016753142233,-0.482757023611569,-0.62658713572471,-0.641187895027546,-0.122132432090933,-0.298909267731006,1.30183937881461,0.885858750424219,1279943
-0.0882963409554571,0.924914909880486,-0.391112567202933,0.491280885971493,-1.13475445106346,-0.172951626785085,0.265077537641434,-0.361046673912999,0.718672445504926,-0.210466516019953,-0.280081123109643,1.14330479396306,1.36951532070604,-0.10816895491071,0.280362989756137,-0.309605279264007,-0.150656528504674,-0.502366332434902,0.305316273078917,1329352
-0.0138717036184414,0.820010622687878,-0.640282031611378,-0.134771296850927,0.0796238794777331,-0.676114682483803,-0.355644038043446,-0.331114307698726,-0.116863347700963,-0.39711851919495,0.0515141931710979,1.19877713870086,0.0719486269704298,0.297799204299885,1.16369909177781,0.226095981272965,0.8680922599465,-0.655076476085565,-0.397153720346526,1330263
-0.436935507810312,-2.04911408387256,-0.892697961878053,1.63381694099865,-1.46545207495654,0.975744027936286,-0.366694188687059,-0.379912948036628,-1.05014748315677,-0.727302411099367,0.0546425913211677,0.568072653364186,0.139873756176398,-0.182796926421899,0.710143027348122,-0.44250500826345,-0.955943622690444,-1.23177516371624,-1.85971732050711,1364384
