"lemd_prg_lbp.3D.k_glszm_LargeAreaEmphasis_233","lemd_prg_wavelet.HHL_firstorder_Skewness_231","sub"
0.272790728871011,-0.441572926241781,1916742
-0.324002524488764,-0.177081534793022,1980052
-0.314485296185207,-0.0892309607895245,1926770
-0.368086707642544,1.31002153333886,2196212
-0.214139268787232,2.39224551936297,2393207
-0.323332933907344,-0.826350173974539,2146138
-0.354045995773021,-0.229177128934752,2228399
-0.340660443547409,-0.151758472129706,2234271
-0.378213630342033,0.807701393186807,2296332
-0.246267892490597,-0.00963103623840298,1684230
-0.297191584008224,0.709223710562988,1720713
-0.147816224754416,-2.8227171493317,2186951
-0.303241440332283,-0.116673912059819,2439458
0.113660219260199,1.46096109446259,2135748
-0.0143513345144883,-0.389429524674751,2141116
0.151516214304182,-0.738836583180724,2108003
-0.353757665280292,-1.06313209134451,2006164
-0.325253853463054,-0.514342381683168,308862
0.195180213137405,-0.185896260459983,1085983
-0.352686693688996,1.47517177516554,2004451
-0.381269357882934,-1.16963517987341,2359944
-0.362974754495193,-5.35118998226136,2069079
-0.314108770591167,-0.2030245138973,2059713
0.17197849560987,0.652701340985746,2294873
-0.233577036391749,-0.298726871076573,2033049
0.831998425172327,-0.2992265499185,1485662
-0.316274805545433,-1.08777730566817,1526417
-0.0816513203381328,-0.103548767895882,1386095
-0.223677361383714,-0.475009175984429,2132424
-0.260679498926342,0.820471522813306,2138375
-0.338194163510291,-0.34814704582527,2490180
-0.413549542539506,0.0464675059911533,2034136
-0.357571670246314,-0.413852401191813,2510402
-0.280884450833383,-0.337436454764815,1330263
5.50222825412164,-1.46732686207847,1768972
-0.392987490467997,-0.188302777946878,2306459
-0.0106849053802255,-1.94792117447606,2181724
-0.327066592049157,-0.556382789443355,2217034
-0.309104341709424,-0.53524283785884,2218615
-0.263978995438424,-0.115196375085382,92173
0.0424721716356687,0.407582582656966,2414406
-0.299212983263471,0.183884603434252,2381907
-0.268214569525316,-0.960102062499848,2002465
-0.093384453628126,0.979551923241347,2474709
0.156557009388487,0.315228938737514,2176530
-0.253344399576347,-0.463690666949084,1279943
-0.294562024936034,-0.853771831897978,1976407
-0.131524471376031,-0.543230556957284,2250836
-0.348403855155254,1.12305030608218,1915938
-0.222607113547399,-0.592925890418861,2133380
-0.375837785320695,-0.143845687946508,2271329
0.488228580300388,-0.449109762812784,2286108
-0.204285501489723,0.639816033677308,2040495
-0.333356105629155,-0.581537570702291,1125173
-0.0853084149830376,-0.292240835638226,1767700
0.100751612086853,-0.0379374163773028,2138678
-0.161993617301071,-0.338961883729509,2443354
-0.23263460899131,-0.367953552203664,2234422
-0.234494631724772,-0.639988579147089,2151024
-0.233255262263006,0.53258991334973,2057358
-0.0254785598434973,-0.367968858389177,2425694
-0.320819843520526,-1.67088922865121,2500377
0.650273453351998,-0.404122784330378,2183356
0.297217344710277,-0.349783421069624,2131601
-0.18613144427033,0.789704697575451,2152442
-0.164467510335636,0.309399724911314,2306893
-0.281424766793948,-0.547075108393704,2009915
-0.27922202934806,0.111082763473906,58325
-0.342637696264703,-0.502350533183157,2395943
-0.396004812030478,1.46614605471199,2480330
-0.264950100299793,-0.118264674786026,2076301
-0.278518714485258,-0.177123299399438,2205389
-0.336827604475999,-0.456024534595671,1975401
-0.300426126175071,0.294177602343767,2250648
2.21956899818428,0.202002736825439,2185290
-0.171991683000162,-0.792736881497874,2091555
-0.35412177850441,-0.907946330902767,1232870
0.0218303852308459,-0.153309655982419,2139733
-0.132958500490673,4.43947824625281,2559453
0.0400241005399708,-1.2016893566659,1938156
-0.212402742496878,-0.892049249477552,2158101
0.134311254279004,2.33355393493924,2199403
-0.0318279004285479,0.334858731010183,2430773
-0.277180617240276,-0.11204376064774,1738800
-0.122440367204003,0.0893138257602453,1565177
-0.0927197798258662,-0.326897919665509,1978972
-0.356348085211248,-0.572439627940359,2487135
-0.295087602148254,-0.259802524140269,1612262
-0.323560166783908,-0.325045287036794,2051378
0.05948778266586,-0.836528725385424,1497807
-0.189715542163943,0.17562611453681,2026671
-0.044367681709125,0.436181568583719,2340322
0.470045767827246,-1.43869266368835,2293123
-0.246624442266563,0.692390334779028,2395415
-0.0890427289764322,-0.0466423162054817,1966316
-0.312677197323581,1.33001210139466,1973544
-0.388768505381411,0.056622348280443,2010259
-0.229440345555938,-0.442263640157665,2145694
-0.214644897389181,-0.23748586584033,965005
2.25487857697659,-0.939784342418105,2096627
-0.276493705292265,2.17726428824566,2047354
-0.306327078862295,0.296261415420765,1364384
-0.271504253014413,-0.302697870696182,2132982
-0.367010069965743,-0.382843286738458,2134220
-0.0463988089790679,0.503724685531341,1889409
0.307632445582334,0.318449589397113,1938561
-0.277149727950248,0.11698288330991,2055667
-0.240943640366166,-0.875079831712269,2176784
-0.296555226063127,1.15622333856868,923666
2.11299199538841,2.89801832771482,2086044
0.249251404369885,-0.409252229693805,2078198
-0.30797253492945,-0.786143251941925,1501387
-0.25701324100948,-0.486134268241772,1518948
0.271568025089691,-1.03977907597028,1606693
-0.287332655023134,-1.25331998540742,2305115
-0.308398468606711,0.592745405437864,2237571
-0.308040626876596,0.25478367247986,2285214
0.337276363617814,-0.000407275383504093,2426863
-0.363380988498637,1.26046666293389,2480056
0.0647426474064838,-0.548823765892171,1668599
-0.303580087183447,-0.010670275898214,2339674
-0.0462594449844512,-0.444898534545423,2133204
-0.284142603190022,1.76124260860382,2294852
-0.233021102265534,1.42473659728328,2445526
-0.238825800496669,-0.307738764346509,2200416
4.90600134647002,-0.146842265795421,2168082
-0.263414864042943,0.356860426118595,2075846
-0.23121748944294,-0.910913298882144,215131
-0.330362056405183,0.372651624711387,2274521
-0.358182174401537,1.01198221936266,277752
-0.299680149764804,0.0603140020917227,2078899
0.0149548608770984,-0.464612156700106,2172217
-0.299793137650606,-0.568283392309051,1614566
-0.308838638840926,-0.524984434256291,2100050
-0.164661929621467,0.0884103888201507,2183291
-0.379013611590114,0.894900681321214,2336735
-0.21322212885286,-0.0698815059994069,2352038
0.224364879318473,-0.216479971595193,2305114
-0.160769194249396,0.234012930276068,2448298
-0.308971461723643,-0.674925457117083,1329352
-0.307914049611177,1.2949374238413,1183075
0.085854310727551,-1.13861525251575,2110540
0.195906311988075,-0.201785465135238,2070958
-0.253346465394737,0.365178733141184,2340155
0.241814409100313,-0.315599268121086,2075832
-0.409263995973321,0.729001715469143,2498991
-0.303450406841513,-0.468777966155158,1919296
-0.270039249110061,-0.554990614724221,2401405
-0.224506193539595,-0.0601714026046218,1644034
-0.305759532789582,-0.376456048618332,2405144
9.83430357946879,0.204929642996522,2158329
0.0580509075356988,0.0159705260018139,2319068
-0.233727757775672,-0.183517088856574,2504802
2.70469699087771,-0.0899246735266267,2331869
-0.364986738855015,1.42713625002778,2317120
-0.324766330254355,-0.518717686992251,2072215
-0.311134744281564,-0.352433937951083,2228400
-0.271315108570564,0.00285630804730877,2145166
-0.3781870352568,0.270289809708141,1692385
-0.182268621613779,0.348931920625886,2109902
-0.286599499688329,-0.353216320227764,2219842
0.105012273182917,0.722027421805759,2520618
-0.0126739349779342,-0.95977536733859,2419459
-0.323228297715087,0.321952866474426,2276121
-0.306523901752356,-0.0737455136670879,2350037
-0.242664728304232,-0.0953373114157978,2001182
-0.105768868974924,3.73227349357878,2278618
-0.272521279732668,-0.0343049203238467,1740845
-0.264678851994084,-0.321853155670827,2321962
-0.324595671965433,0.313078017212365,2212664
-0.411920249681733,-0.543122927569375,2453577
1.20183149620261,1.13180732898465,2224150
-0.339795407933298,0.0450368996768854,1967281
-0.238875537735412,0.604056142209864,1742294
-0.372546921884371,-0.381096049864151,2488660
-0.054324946362737,-0.19121190125113,2085349
-0.291423849281873,0.0386185406681925,2247869
-0.333416786404683,-0.214696128844417,2157529
-0.0149033453951334,-0.296084254977879,2119177
-0.310694596393062,2.85524999112426,2010554
-0.398886371690349,1.2618631517906,2493534
-0.27068000558004,-0.23599461450045,2200813
-0.258616506985063,-0.346056885594445,2116787
-0.37151575662661,0.0125967676754637,1154608
1.25356112013933,-0.57580972210806,2267382
0.921225543343971,1.02034574987165,1181124
-0.277520289738411,2.49631272584583,2137799
-0.234156952411293,-0.340210407158482,1458656
-0.0976955360931787,1.39359143383271,2269346
-0.0963686600780169,-0.469620377198996,2092954
-0.0171959061519928,0.390390309420456,2007309
0.303913410792392,-0.579815149238937,1671370
