"letm_prc_subvol_x2of2_250","letm_prc_max_250","letm_prc_grady_250","letm_prc_m120_250","letm_prc_density_249","letm_prc_m300_245","letm_prc_subvol_z3of3_244","letm_prc_eigen_max_240","sub"
-1.51604899288968,-0.943728804582301,-0.032135503569088,-0.119409999739518,-0.339997586823418,-0.0311260993181703,-0.289559579915383,-0.339804036586172,1085983
-1.28819447720195,0.430881916352894,-0.541721505963586,-0.0211546807976273,-0.452123285700162,-0.0762214542025482,0.481286091774007,1.64961366963474,1125173
1.03494637447436,-0.334068936678063,0.678075623592773,-0.500605753381087,0.396744611910513,0.133976596315392,0.182569812735566,-0.61305067497457,1154608
-1.4743076420696,2.07955044328326,0.665396181059389,0.129036249808102,-0.355481076765913,0.0732848913184295,-0.749483845651454,-0.287343880795281,1181124
1.11864228067792,-1.40580687055082,-2.10904939954142,0.57909691492831,3.74125307368185,6.31990555185966,0.143455161488897,-0.651827585017399,1183075
-0.776530809021192,-1.19836419655772,-0.901940990802103,-0.0583188047020073,0.417891348432999,-0.204553237886985,0.600362725904709,-0.613755776876285,1232870
-1.58395496131781,1.74992027651573,-0.921174962377445,-0.275733590131355,-0.427385253107045,0.197651224685295,0.193534441531089,0.513264408475429,1279943
0.294909358521909,0.253556507435954,-0.477336076376802,-0.532452046072385,-0.326056537553109,0.319691912997485,-1.12903770444889,-0.301766007841022,1329352
0.792089649577667,0.0599096537926191,-0.386196185420455,0.325687699137186,-0.398938947362935,-0.0712365402289576,-0.611551510414787,0.118138453932887,1330263
3.15184123758343,1.63417838962278,-3.69679327552224,-0.167753408715191,2.46385069204772,-0.244125729042079,2.63806750435253,-0.645041104700771,1364384
1.55234300384383,0.502755647709086,-0.206906403130495,-0.0917997587110238,0.439416579170998,-0.101682657593972,0.705045554090323,-0.622427299144358,1386095
-0.415123630549405,1.11262035170838,-0.675478914698544,-0.675158608343154,-0.446798551880214,1.32206936121229,-1.1895245159733,1.79229500724845,1458656
1.40541332747195,-0.343824418063628,0.615483163300741,-1.43075350684833,-0.266226283370246,-2.96880228553887,-1.26136412467132,-0.507995947328887,1485662
-1.11172142071506,-0.275600823479207,-0.661856285489188,-0.0176237665874061,-0.355866744549803,0.222474804787857,-1.2292427807063,-0.234858182254374,1497807
0.965175307867692,-0.440970406455546,-0.422558675443262,-0.0672846166414462,-0.381234974464762,-0.244884364381365,0.72051649705188,-0.0808395692435895,1501387
0.364872577397569,-2.22028315398822,-0.0774898771616647,-0.179251350224555,0.492052467756619,-0.26992389819567,0.9891873996886,-0.615248656052789,1518948
-0.238755838197703,1.38463165229319,-0.490444564217009,0.195674990621154,-0.190485349583279,0.312667178265851,1.50024222392578,-0.524065871919375,1526417
-0.151894871994716,0.545913273219357,-0.150152315781302,0.364183940634315,-0.397402118601021,-0.62835238956357,-0.847166357379372,0.0573139729454668,1565177
0.0151522530342671,-0.026003853756977,0.872139304164885,1.27454514754359,-0.430926929460146,3.02188911422916,-0.455537385484442,0.144124788619913,1606693
-1.0229592098528,0.448645007052215,0.332674041196562,-0.0209867068640446,-0.356865928846227,-0.0662943092757381,0.711437259630823,-0.188362377408254,1612262
-0.720639025628948,0.289129566685727,-0.25509247767985,-0.00701446762134264,-0.290233575509196,-0.257665284948721,-0.631068963978286,-0.420622929226748,1614566
0.138578434728035,-1.37085577699098,0.229998894345211,-0.177114791702755,-0.308510203640648,-0.12010437738526,0.542715635670007,-0.325162341184296,1644034
-1.02453239117819,0.230278206498726,-0.883634999925897,-0.987255984884438,-0.217464390150546,2.22090443272968,1.00181958643553,-0.520870161246574,1668599
1.05083806162003,-0.958984586235988,-0.534990514726002,-0.234186320829998,0.0053077407529538,-0.355345513690408,1.13986800536355,-0.566057907211696,1671370
-0.809895547458433,0.299722693255104,0.161584667441281,-0.0457522733097236,0.0023655558023001,-0.127529519487755,0.932246011334063,-0.587521374583088,1684230
0.582542025786463,-0.877870076799979,-0.599039429443903,-0.317212299263611,0.162998577561838,-0.215944638121256,-0.0058855604730006,-0.606464223183971,1692385
0.42356844347058,1.36662273926775,-1.085286483043,-0.434205925109986,-0.41492554632632,-0.427724251256394,-0.753709498330943,0.424786607461502,1720713
-0.075308297907272,-0.808017239102017,-0.142881851906765,-0.101260043758697,-0.394960797799152,-0.317872228752132,-0.818119595067482,-0.0658235392919799,1738800
