"lemm_prc_v45_249","lemm_prc_grady_249","lemm_prc_v7_248","lemm_prc_m021_239","lemm_prc_m003_236","lemm_prc_m110_226","sub"
-0.240663124382992,-0.0135989780343782,0.235564704803533,-0.23023759091036,-0.114117169170111,0.13831922264019,1085983
-0.259601498697698,-0.103937198532617,0.235564704803533,-0.170356288519643,-0.125431796962429,-0.260151057498405,1125173
-0.236515296675179,-1.11450208168299,0.235564704803533,-0.340582010547651,-0.120963872969278,1.00616427248921,1154608
-0.073616430357977,-1.0752422109945,-0.0683457846550407,-0.166708584241847,-0.112462910737715,0.228192079197949,1181124
-0.259601498697698,1.30804991479104,0.235564704803533,2.89749367738365,2.56323233651341,-0.133418229619548,1183075
-0.259601498697698,-0.0753522493158035,0.235564704803533,-0.181451123416648,-0.230436321030936,-0.270043727131333,1232870
4.49717017766779,0.0340184509033835,0.235564704803533,-0.214113180483493,-0.133075065384931,-0.0750976945796732,1279943
-0.259601498697698,0.574981958167726,0.235564704803533,0.137690252820145,-0.181667652536437,0.303222123800108,1329352
-0.259601498697698,-0.104994604318284,0.235564704803533,-0.140082764143475,-0.238258993924705,0.735313050182198,1330263
-0.259601498697698,1.0461371863879,0.235564704803533,-0.199638364164901,-0.230516273534228,-0.377038861745731,1364384
-0.245795163202446,1.11222941808842,0.235564704803533,-0.287811225245048,-0.108959608259153,-0.0169088335407025,1386095
-0.217541813218106,-0.139955151007252,0.235564704803533,-0.404652913987242,-0.12121328750684,0.343358441018063,1458656
-0.259601498697698,-0.320520942791161,0.235564704803533,-0.649401209230465,0.349721671209132,-1.38044763482601,1485662
-0.121477538896457,0.219620517780623,0.235564704803533,-0.213916172785417,0.0211233531710578,-0.386178108830384,1497807
-0.25854732156276,0.0476223744253631,0.235564704803533,-0.185586854861095,-0.653036889214265,0.154902786104031,1501387
-0.259601498697698,1.32742089180292,0.235564704803533,-0.198398949999186,-0.148437700031338,0.570041008409505,1518948
-0.259601498697698,0.370148366642201,0.235564704803533,-0.536705114126734,-0.785002206987809,0.00175595975395714,1526417
-0.259601498697698,-1.43224809636639,-2.70284951691514,-0.530134230502291,-0.0541621853376734,0.179191666680475,1565177
-0.259601498697698,-0.856358758661767,0.235564704803533,-1.45095994392627,-0.230223493406069,0.628506368766706,1606693
-0.259601498697698,-0.392759894678972,0.235564704803533,-0.20569919882638,-0.151661966639579,0.202098364532435,1612262
-0.259601498697698,1.62492524912058,0.235564704803533,-0.261679287152763,0.0850609114255722,0.111188167559036,1614566
-0.259601498697698,-0.327421104059581,0.235564704803533,-0.391095873699706,0.13545213631276,0.148138305914446,1644034
-0.259601498697698,0.438384121992439,0.235564704803533,0.826987044085362,0.725265156800298,-2.95198948945771,1668599
