"mkm5d_gtvper_log.sigma.2.0.mm.3D_firstorder_90Percentile_250","mkm5d_gtvper_wavelet.LHL_firstorder_Median_250","mkm5d_gtvper_wavelet.HLL_firstorder_Mean_250","mkm5d_gtvper_wavelet.HHL_glcm_JointEnergy_250","mkm5d_gtvper_wavelet.HHH_glcm_Contrast_250","mkm5d_gtvper_wavelet.HHH_glcm_JointEnergy_250","mkm5d_gtvper_lbp.3D.m1_firstorder_RootMeanSquared_250","mkm5d_gtvper_lbp.3D.m1_glcm_Autocorrelation_250","mkm5d_gtvper_lbp.3D.m2_firstorder_Skewness_250","mkm5d_gtvper_lbp.3D.m2_glcm_ClusterProminence_250","mkm5d_gtvper_lbp.3D.k_glcm_ClusterProminence_250","mkm5d_gtvper_log.sigma.4.0.mm.3D_firstorder_10Percentile_249","mkm5d_gtvper_wavelet.LHL_gldm_LargeDependenceLowGrayLevelEmphasis_249","mkm5d_gtvper_original_shape_SurfaceVolumeRatio_248","mkm5d_gtvper_log.sigma.4.0.mm.3D_glcm_ClusterShade_248","mkm5d_gtvper_lbp.3D.m1_glcm_ClusterShade_248","mkm5d_gtvper_lbp.3D.m1_glcm_Correlation_248","mkm5d_gtvper_lbp.3D.m2_glcm_Imc2_248","mkm5d_gtvper_lbp.3D.k_firstorder_Range_248","sub"
0.213991432266029,-0.415909414058641,1.03338578719301,-0.750287737779516,-0.016613584481861,-0.736609979556027,0.234142000409542,-0.191738156187941,0.466021222185737,0.105221738041201,-0.110554773449418,1.2395696945728,0.0207473701271862,-0.883493588008831,0.82778516801941,1.00228815692852,-0.632362019563194,0.116724825576999,0.641771681027514,1085983
0.46929476082095,0.939542795860114,0.972996771928945,-1.02334716268867,-0.414663433066153,-0.135545421443114,0.0956724967950025,0.167956587122375,0.285819009579734,-0.494397909968445,0.513710964638361,0.198053446571249,-0.280181149890597,-0.101898225844604,0.657858199286076,0.195766874284668,-0.395145373880426,-0.0901032166400598,1.21964074513975,1125173
-2.12955650585317,-0.516516078370827,-1.77116001594521,0.0476783167573295,-0.122668795825852,-0.671363839599149,-1.61460293241701,-1.33616375881645,-4.54631028248443,-0.190419233058838,-0.0436464582875623,-2.28448872316453,-0.211875691163288,1.75088930515183,-0.0959274176343775,-1.09780121374601,0.59055396648453,0.226201855072115,0.832949620331409,1154608
0.780057243233632,-0.725143230866027,0.446237770583663,0.445184964302135,-0.528766075401204,0.675496432004406,-1.32254110953213,-0.600738999790293,0.432942172246806,-1.15464750464898,-0.570296132639581,-1.18977183181243,-0.253108521447414,-0.103970383034318,-0.67265885345113,-0.155365235427173,1.46850593165733,0.0223544829086101,-0.432698934971745,1181124
1.30833151910578,0.687352143728302,1.11179365757445,-0.704747655526682,0.0824388340071164,-0.586472514579456,0.744768140998412,0.739442371733628,0.059162735883165,0.637712550393472,-0.00266627104735053,0.283306953151517,-0.186198959569849,-0.236949225246524,0.574755236344633,0.238619296270334,0.438150150673965,0.293796179627573,-0.599013043725995,1183075
-0.627308311878729,-1.2260371371112,-0.96472331272207,0.0900425369861403,-0.187520434412609,-0.699811379375944,0.491891764660332,0.154337259380434,0.918165766334997,-0.105784401382498,3.2691888406197,0.538355297440457,0.130676439974038,0.645630178101319,0.880015314981125,0.32977194192652,-0.550153847233941,0.299238417788867,0.457178569294833,1232870
-0.303944369947447,-1.42150742604923,0.571841616376534,-0.515515379054858,-0.462488330837381,0.121185699277054,-0.00278968448833087,-0.440688740421992,0.825827645106284,0.56937363204028,0.298250719424445,-0.0593152362151844,-0.257802020393875,0.153425922093812,-0.255696863309887,0.313014174203094,-0.238192153697811,0.214826930400187,0.0819953091213207,1279943
-0.258830902107847,0.0012444786529837,0.448884274512426,-0.677022501151238,0.407375174458352,-1.00811191763782,-0.0986469246124428,-0.518424908743053,-1.04210151949742,0.85100043405811,0.362348427450114,-0.0742560722160392,-0.240392561573414,-0.541548722030418,-1.78808842337227,0.869995665472229,-0.938628249259507,0.240686650019893,0.716210568685687,1329352
-0.0228446384526273,-0.899472877783819,0.297149990938278,-0.0381650667145057,-0.631919086650657,1.30739987649393,-1.03338483104297,-0.468128391955444,-1.61992224596493,-0.509075664567704,0.893833075488644,-1.04347712805011,-0.154423102057284,-0.393082761067541,-1.04342744768297,0.265684004275494,0.802952654625579,0.0302367905067622,0.225774587414923,1330263
-2.74524487445361,-0.323738353091283,-0.730072387181186,-0.436562852507405,-0.162981659156932,-0.68339683575877,-1.36817039236528,-4.25478089365108,-3.00253849863336,-2.0740899956753,-1.45800710638477,-3.96419918225415,0.114780620833049,-0.0505483638997014,1.22940218619372,1.32355888406291,-0.55277668556765,0.14762034872398,-2.67297561782367,1364384
