"mkm6d_ptv2_lbp.3D.m2_firstorder_Skewness_229","sub"
0.614457804863967,1085983
0.393194235268141,1125173
-1.42250510865752,1154608
0.607369930553155,1181124
-0.5169491677303,1183075
0.450183442837187,1232870
0.848019400427142,1279943
-1.47043236269649,1329352
-1.92829099566124,1330263
-5.32325834117132,1364384
-0.761631460827803,1386095
0.169656781785919,1458656
-0.622546623196371,1485662
-0.385002387672316,1497807
1.13780404409681,1501387
-0.614344377488669,1518948
0.365981729373119,1526417
0.809359847522317,1565177
-0.856227304525204,1606693
1.37944221903729,1612262
0.0493411165738586,1614566
0.159474988115289,1644034
-0.393345229410482,1668599
0.697363022670822,1671370
0.262534573028472,1684230
-0.21833587403821,1692385
0.019517297356904,1720713
-0.710845639755752,1738800
-0.48829424218254,1740845
-0.64073944006059,1742294
-0.671164404663828,1767700
0.0402994218144057,1768972
1.10484928534965,1889409
0.713108938677872,1915938
-0.997740399529765,1916742
0.497164473140122,1919296
0.794743761035226,1926770
0.730783620591659,1938156
-1.2780725984047,1938561
-1.64351681773838,1966316
-0.453439073951956,1967281
-0.204340651715817,1973544
0.6494910569618,1975401
-0.500682387517318,1976407
-0.261622031076669,1978972
-0.985719124458576,1979045
-1.59221662303929,1979422
-1.83884603393209,1980052
0.518143612316787,2001182
1.56159744108295,2002465
0.997421066294183,2004451
-1.05906409420967,2006164
-0.13615314108071,2007309
0.245487693921039,2009915
0.376969216068483,2010259
-0.758060856889333,2010554
-0.414311047294424,2026671
-0.141895689585556,2033049
0.282673903975156,2034136
0.103623862428156,2040495
1.16099509501631,2047354
-0.0985809897267622,2051378
-1.09373966408988,2055667
-0.385502768203059,2057358
-1.51369898007877,2059713
-0.309742586666222,2069079
0.945493113959274,2070958
0.0820779041428476,2072215
-0.250873864739017,2075832
-0.468574441015284,2075846
0.706529978888193,2076301
0.298463853001876,2078198
0.73977275211089,2078899
0.00612823131164596,2085349
1.30910241050968,2086044
-1.69917674239441,2091555
0.0735581956788127,2092954
0.706610043954833,2096627
0.835138603245606,2100050
1.20288755049786,2108003
0.0161150499749929,2109902
-0.457744324888306,2110540
0.971055711255785,2116787
-0.122915413713772,2119177
-1.15313340353828,2131601
0.16198314016901,2132424
0.744601227278248,2132982
0.15179967121248,2133204
-0.390887483032617,2133380
0.302846002444676,2134220
-0.0691139664162587,2135748
-1.50298048542711,2137799
0.0921968848447095,2138375
-0.103271675732631,2138678
0.151020724485424,2139733
-0.656140665909787,2141116
0.350738893552565,2144796
0.546559192848882,2145166
-1.92763209053072,2145694
0.848023454624679,2146138
-0.29374761947957,2151024
0.0726138992849271,215131
0.0522673823195282,2152442
0.173782127314156,2157529
0.065260983361613,2158101
0.767591105761704,2158329
-1.74930850671285,2168082
0.90721565333647,2172217
1.90879020857041,2176530
-1.28078476257812,2176784
-2.11529319745025,2181724
0.45478852839789,2183291
-1.57324840611607,2183356
-0.306034543931864,2185290
-0.0896792421274932,2186951
0.472500704776487,2196212
0.817947270803907,2199403
-1.80581241989024,2200416
0.44628595005733,2200813
0.13095859599645,2205389
-0.58197389090161,2212664
-0.387178045225746,2217034
1.0837930333132,2218615
-2.0108518980863,2219842
-0.516776320023478,2224150
1.26598052875344,2228399
0.44269454511567,2228400
0.723710011678375,2234271
0.725795906684591,2234422
-1.11574560672695,2237571
0.841303126817231,2244172
-1.25187320356814,2247869
0.9514779728922,2250648
-1.10670074403763,2250836
-0.695139720319037,2267382
-1.71636742108492,2269346
1.41198474287778,2271329
-1.61616137093117,2274521
0.270668443875323,2276121
1.32577806950916,2278618
0.110214129532929,2285214
0.105113457774694,2286108
1.03596970509812,2293123
0.622545499814976,2294852
1.19102705552019,2294873
1.85203112390342,2296332
1.02664443120838,2305114
0.415457925477747,2305115
0.944938264166244,2306459
1.07926559585946,2306893
0.693856085332843,2317120
0.260426573508843,2319068
0.749678428550954,2321962
-9.9548101412414e-07,2331869
0.691137450229872,2336735
0.822278902747869,2339674
-0.328287460407459,2340155
0.087667830500273,2340322
-0.216867063390957,2350037
0.578887983773208,2352038
2.75351818746905,2359944
0.684158028201284,2381907
-0.109655782730685,2393207
0.331689136329064,2395415
-0.347877005594782,2395943
0.0894319347495618,2401405
-0.223930456698872,2405144
-0.190114422383534,2414406
1.28221520846129,2419459
-0.768377531896717,2425694
0.785501221170651,2426863
0.715159055259415,2430773
1.63288305002335,2439458
0.566665263251966,2443354
0.404842445464269,2445526
1.09732017687113,2448298
-0.261681963848621,2453577
0.644553561853079,2474709
1.27154205791875,2480056
0.139403793782671,2480330
1.47068270691631,2487135
-0.900313864983362,2488660
0.410316573855149,2490180
-0.238402373840998,2493534
1.10909192885047,2498991
0.00612134919895592,2500377
1.46988908210343,2504802
-0.705575692282747,2510402
-0.824198366744272,2520618
0.0209455117087137,2559453
-1.34945337506276,277752
-1.61471008613062,308862
-1.93365107003607,58325
-0.217514880022168,92173
-0.433711016547682,923666
1.45741781327459,965005
-2.53712938984769,983079
