"mkm9d_gtvper_wavelet.HHH_firstorder_Skewness_241","mkm9d_gtvper_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_240","mkm9d_gtvper_wavelet.HHH_glszm_LargeAreaLowGrayLevelEmphasis_238","mkm9d_gtvper_wavelet.HLL_firstorder_Mean_237","mkm9d_gtvper_wavelet.HLH_gldm_LowGrayLevelEmphasis_232","mkm9d_gtvper_lbp.3D.k_firstorder_Range_232","mkm9d_gtvper_wavelet.LHH_firstorder_Skewness_230","mkm9d_gtvper_wavelet.HHL_firstorder_Skewness_230","mkm9d_gtvper_lbp.3D.k_glcm_Idmn_230","mkm9d_gtvper_logarithm_glszm_LargeAreaLowGrayLevelEmphasis_228","mkm9d_gtvper_wavelet.HLH_firstorder_Skewness_227","mkm9d_gtvper_wavelet.LHH_glcm_ClusterShade_226","mkm9d_gtvper_lbp.3D.m1_glcm_ClusterShade_226","sub"
-0.154620966485487,-0.337417555429212,-0.204942033796826,1.10425814159092,-0.111682318770314,0.47115046346431,-0.336080584980908,-0.109064143530317,0.278849503558802,-0.131621995796648,-0.0764801447324626,-0.134519937472829,1.00784563407461,1085983
0.308704721835918,-0.377604337902699,-0.0400368362564597,1.05200342742518,-0.246250228981797,0.69697428837638,0.601874192759937,-1.03371171179653,0.483456359464206,-0.12967559459773,-0.376673060647134,-0.0703577137708496,0.31843133767329,1125173
0.830948010190242,-0.361707855295968,-0.248777635584047,-1.92757022061332,0.12987135269684,1.5781760536653,1.49890521334055,-0.0960184951594468,1.75280935093264,-0.133445058407556,0.233753535171945,0.389577204222271,-1.31660761109814,1154608
-2.11382505705329,-0.235466564640137,-0.159864392639966,0.460402521476582,-0.647732668215509,-0.958174874737536,-0.23550180929702,0.277029145340718,0.285232849153383,-0.131965940933609,3.17001104637688,-0.180606898312422,-0.0899320842410387,1181124
0.498575594449455,-0.371598749388526,-0.245392903707226,1.05862984383999,-0.472897622935029,-0.424558855535498,-0.382984782231166,0.495614519275909,-1.07278941816872,-0.114984613118149,0.112163090000579,-0.170050205058659,0.195117323906128,1183075
0.286330544075438,-0.337079631178987,-0.236253072087684,-0.803573106691274,0.116753541348671,0.382590572797913,-0.678368344776049,-0.887827918965257,-1.08566453834321,-0.126564240311784,0.259682014454395,-0.152358063194913,0.672652919634997,1232870
0.167061270119325,-0.351850766765187,-0.0733391434252852,0.683184692816213,0.286200858393545,0.223410249345388,1.31482195145519,-0.262310764265926,-0.102694574857435,-0.122165483746424,-0.0367563176820563,-0.0607378119576278,0.445403813139262,1279943
0.279989183012823,-0.369769952580534,-0.242710436904843,0.414220424432258,-0.168095823522943,0.983953286416916,0.444548067214998,-0.794260780574866,0.545698165366779,-0.125630179789185,-0.127908527524328,-0.0106232212795607,0.928479180415274,1329352
-0.176211690923886,-0.177110050196006,0.106036505891865,0.253616516230241,-0.403610527961066,-0.0297541855877846,0.252785807166362,-0.359977095293799,0.359357556366241,-0.129630847595442,-1.14732350039379,-0.0342322399516746,0.195641754510089,1330263
-0.353444574793299,-0.367780571907795,-0.245503621934166,-0.910357235541864,0.147182698620019,-2.12546153075633,-0.710272741349547,0.436421953181313,-1.49143735813917,-0.132943617010143,-1.38464500596756,-0.145966229200754,1.32860926642169,1364384
-0.811869279579972,-0.365414148882522,-0.245884667397673,1.00766922615869,-0.448952313442104,0.91841297791479,0.550190526128701,-0.637530920951068,-0.409394142037723,-0.133844436508784,0.649151249624402,0.0346829371955715,0.687544308620276,1386095
