"lemm_prc_m012_250","lemm_prc_grady_226","sub"
-0.00889191801277651,-0.0135989780343782,1085983
0.0707362347250467,-0.103937198532617,1125173
0.0263133179203942,-1.11450208168299,1154608
-0.0257359461925626,-1.0752422109945,1181124
9.43591622007582,1.30804991479104,1183075
-0.00321210140835903,-0.0753522493158035,1232870
-0.0387142292934054,0.0340184509033835,1279943
0.0721244912878282,0.574981958167726,1329352
-0.0309357418913305,-0.104994604318284,1330263
0.119087286130011,1.0461371863879,1364384
0.0208741132015216,1.11222941808842,1386095
0.0581880490579373,-0.139955151007252,1458656
-0.00612924481978311,-0.320520942791161,1485662
0.0756214573192563,0.219620517780623,1497807
0.398175074669696,0.0476223744253631,1501387
0.0876055785508551,1.32742089180292,1518948
0.249424042330328,0.370148366642201,1526417
0.142659639098099,-1.43224809636639,1565177
-0.0482285551817614,-0.856358758661767,1606693
0.0313976765358218,-0.392759894678972,1612262
0.1013523605402,1.62492524912058,1614566
0.148770420668087,-0.327421104059581,1644034
1.07328836526959,0.438384121992439,1668599
0.144768851022148,0.0205190315026773,1671370
0.150402217445781,-0.227824868929561,1684230
0.110107513965703,0.141633867982977,1692385
0.0787316740993383,0.328803343778314,1720713
0.043396916304339,0.0168320240296224,1738800
0.0340912047754976,-0.524459914933939,1740845
0.101041680620786,-0.55836421932455,1742294
-0.0551520353446541,1.08596882411036,1767700
-0.0473103608261862,0.190531816029453,1768972
0.124996560420886,0.0397345315862667,1889409
2.00417963033757,0.932024949575512,1915938
-0.012060175384558,-0.341090923935785,1916742
0.0249169025057713,0.12816263935941,1919296
0.0635385132689988,0.0888022803280883,1926770
0.108711781286646,0.492989415496617,1938156
0.100631841681785,1.33413499421187,1938561
2.05725484812657,0.165124911124907,1966316
0.0287615889568681,-0.122368514731661,1967281
0.454366760488937,0.711383133354886,1973544
-2.21424759042118,1.21522087021359,1975401
0.544574416353407,-0.150709693006109,1976407
0.0666925080419713,0.167423825463355,1978972
-0.0798911996896424,-0.0678595250388129,1979045
0.141393541500155,-0.157278173948551,1979422
-1.39808785386439,-3.53471839053058,1980052
-1.84696525360068,0.526355348512379,2001182
0.0536177623212961,0.0467946512072833,2002465
-1.31239264500162,-0.633798697129081,2004451
0.0276569408408135,-0.178806750449268,2006164
0.0237190408097616,-0.234620345557539,2007309
-1.46360941549826,-0.130096205472489,2009915
0.14079680426667,-0.172683140588384,2010259
-1.54694189456044,0.240571718280082,2010554
-0.383795270963931,-4.20516315361905,2026671
0.345149352814417,-0.0407226734207044,2033049
0.126982883047275,-0.106693613297863,2034136
-2.13219854741133,2.84765414515897,2040495
0.0236236187636664,-3.67601043214313,2047354
-0.628373080641184,-0.484126123797406,2051378
0.755909511770295,-0.813971841035886,2055667
-1.06504109966268,1.04888531236446,2057358
-0.490798307514949,-0.332392119843393,2059713
0.23628481339383,-0.677288135085211,2069079
0.570367487144267,-0.208283834473292,2070958
0.438127034074788,0.284073127082746,2072215
0.614746870326428,0.373235746004916,2075832
0.0432744802080318,-0.0986609496169725,2075846
-0.205704917086696,-0.998073573591005,2076301
0.150643329368992,-0.262254595637934,2078198
-0.11911163143405,-0.0917647921420413,2078899
0.913801423747829,0.443725869519894,2085349
0.566903066078432,1.22950311097604,2086044
0.281098205978261,-0.235475940306857,2091555
-1.47989516111821,-0.239556052909384,2092954
-0.209629147210549,-3.64840779980473,2096627
2.32264959235724,2.25475231233508,2100050
0.00540452039588383,0.0783945629956537,2108003
