"mkm6d_gtv_wavelet.HHH_glszm_SizeZoneNonUniformityNormalized_248","mkm6d_gtv_wavelet.HHH_glszm_SmallAreaEmphasis_245","mkm6d_gtv_wavelet.HHH_glcm_ClusterShade_242","mkm6d_gtv_wavelet.LLH_firstorder_Skewness_239","mkm6d_gtv_wavelet.HLH_glcm_ClusterShade_236","mkm6d_gtv_lbp.3D.k_glszm_SizeZoneNonUniformityNormalized_236","mkm6d_gtv_wavelet.LHH_firstorder_Skewness_227","mkm6d_gtv_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_226","sub"
0.811032662820986,0.673433952793715,0.163746158335647,0.730746180754473,-0.128655178074328,-0.288926602312437,0.115831917791968,-0.202284487731466,1085983
-0.728019577689232,-0.429904021425148,0.0922509342963006,0.520201216654106,-0.094498581475244,-0.288149344443838,-0.143190082351849,-0.188030659172736,1125173
-0.781950566386547,-0.423914622165037,-3.26628551690711,-0.680478667008393,1.79766146170991,-0.285727003878535,0.204926300625341,-0.203166345425924,1154608
0.883521566009976,0.726387806933343,0.101650871757246,0.308101624284147,-0.148554019745853,0.474703922906284,-0.268932011580719,-0.0538073448025684,1181124
-0.95226331434297,-0.583123626167008,-0.0740859867636989,0.648216131709053,-0.247040334507295,-0.763993904690477,-0.139471543557409,-0.200408072916963,1183075
-1.06180564321563,-0.771928934074804,-0.29316649613026,-0.121516414485373,1.86279325505324,0.387188044801622,-0.560959573644606,-0.112276006861218,1232870
-0.272999294328616,-0.0486694801376668,0.0362143174823555,-1.64278910576489,-0.114607373721233,-0.0931862291752757,-0.409608256504867,-0.188719015993898,1279943
0.194585040766768,0.270848131168323,0.0794134556364303,-0.140022833007709,-0.185073084177428,0.517000798584476,-0.370227399181079,-0.202208080238655,1329352
1.62025580789017,1.1656324591372,0.0639367576794238,0.680715454115277,-0.123124231276264,0.409336790806299,-0.422887863766423,-0.190330783257427,1330263
-1.87966784441568,-2.15305157858193,0.52220787474015,0.619287206427244,-0.0653918054245037,2.814383669337,0.0555630590135536,-0.201816207367946,1364384
1.50465760625196,1.0028606191938,0.211294833351942,-1.24420116361987,-0.0440106199345699,0.42960131788685,0.154262316403865,-0.202065550614566,1386095
