"lemd_prp_wavelet.LHH_glcm_ClusterShade_233","lemd_prp_wavelet.LHL_glcm_ClusterShade_228","sub"
-0.0399745442531232,0.150240594307847,1916742
-0.0333454527596213,1.12694966257619,1980052
0.053224748873943,-0.538580025509186,1926770
0.0371663024560761,-0.780827209281783,1979045
0.00384778577562861,-0.537604678378367,2196212
-0.284840778265198,-0.131967303258556,2393207
0.18734947766608,-0.339693917388915,2146138
-0.25906869903432,-0.352906866492224,2228399
-0.76538338359426,0.511021982631285,2144796
-0.298105770116378,-0.479457658898087,2234271
-0.122657272398929,0.315276264684743,2296332
-0.305350390919586,-0.623064571812272,1684230
0.235164285186916,0.0943104128094717,1720713
0.104471765023608,-0.662280041266072,2186951
-0.15830915148783,0.180323001624282,2439458
0.483327136230349,-0.302076779312525,2135748
-0.529875689709458,0.292854900102928,2141116
-0.254407187795971,0.0454335830839478,2108003
-0.168387974935649,0.624271045552761,2006164
1.88008733272807,0.115423743668239,308862
-0.259106558779769,0.115389019870941,1085983
0.388496384674236,-0.0450825652451255,2004451
1.04652467191102,-11.0581363634053,2359944
-0.288524089612436,0.343537688563874,2069079
0.00702858143873638,0.326938477908106,2059713
-0.269464711669402,2.31371218777902,2294873
-0.144034156766607,0.222697353443722,2033049
-0.17705899471939,0.0406158035658246,1485662
-0.253382527416982,-0.068656492011194,1526417
-0.226249192320371,0.331696637857349,1386095
0.110056998610092,0.180498209381899,983079
-0.36225174718379,0.229255596069077,2132424
-0.0343452277986432,0.0413849260716406,2138375
0.0138133767855768,0.376147297515221,2490180
0.304256927485843,-0.336297761655501,2034136
-0.371070047407888,-0.656976206812501,2510402
0.111799743045237,-0.0914788589898419,1330263
-0.680610724351837,0.938741679499346,1768972
0.050828311570967,0.409906925519189,2306459
-0.399797826851779,0.301621527406275,2181724
-0.201404812749683,-0.653870319564716,2217034
1.314429237877,-0.480466806977905,2218615
-0.714504318141414,-1.6611492528071,92173
1.2866140992561,-0.286064589543272,2414406
-0.162912128372074,-0.643914357102596,2381907
-0.228069109093387,-0.110544694962711,2002465
-0.165325984189186,0.046612040185273,2474709
-0.536086155661791,-0.263681689840047,2176530
-2.5553252098146,-1.91080029675279,1279943
-0.0475015698476525,0.128147628761894,1976407
-0.0687775925384032,1.06653837899283,2250836
-0.191077746584974,0.807447371242518,1915938
-0.105786311846149,-0.0894891113210146,2133380
-0.475748753005488,-0.427458473720617,2271329
-0.12196721256169,-0.665847052723984,2286108
-0.245768339687623,0.321449377661839,2040495
-0.298206397479854,-0.479037048237197,1125173
-0.264591525254749,0.151658103241101,1767700
-0.101491601845574,0.0636986871981967,2138678
-0.22571851414197,1.69708467979995,2443354
-1.14582707714326,-0.719303348387137,2234422
-0.215154449376013,-0.11422227260144,2151024
-0.224402148784664,0.0226570625893595,2057358
-0.264052857656572,-0.36165393984347,2425694
0.0951954025245828,0.555189566929272,2500377
0.928844892104282,0.118697859315182,2183356
0.0347895612478917,-0.267253036688241,2131601
-0.149476844925477,0.121932375319924,2152442
-0.10298678507908,0.205815567841464,2306893
-0.244169587454653,0.417832272446266,2009915
-1.793628684202,0.117262338078808,58325
-0.246007071057948,-0.160178984828098,2395943
-0.206593792600958,0.121746458105788,2480330
-0.15155386248946,0.198478519052286,2076301
-0.282177676257069,-0.116938852980907,2205389
-0.183093834495411,0.303285400281265,1975401
0.0241179282099968,1.56280481695178,2250648
-0.256114940356339,0.0496532162873977,2185290
0.00498112792440166,0.224529683409865,2091555
-0.223791236162328,0.0387647339262851,1232870
-0.471997272703315,0.698110930436979,2139733
0.0336544326322629,0.278710867528692,2559453
0.0481892832443268,-0.234044034653548,1938156
-0.0103966948464725,0.0870882283159241,2158101
-0.2767375865928,0.330271640198861,2199403
-0.249762247029241,0.611155433333067,2430773
-0.0376700240645889,0.0286172935971361,1738800
0.29065042673313,-0.445266124143747,1565177
0.610905055921802,0.274998510782965,1978972
0.349185911432784,0.26173786165876,2487135
-0.222190754629025,-0.686959803631865,1612262
-0.194241067999905,0.0974228818674653,2051378
0.02167208734437,-0.12749613783508,1497807
-0.470309803627986,0.528856292698366,2026671
0.515848473224692,-0.326667082396546,2340322
-0.222845168734673,0.780442800224088,2293123
-0.201317631383414,0.018297807876044,2395415
0.154124688671795,0.114152624443069,1966316
-0.334399705446108,0.459881921325154,1973544
-0.171498754813053,0.259790937783515,2010259
0.616479642503428,0.393280277138294,2145694
-0.107345385984965,-0.390524527716765,965005
-0.341098903749359,0.730522008373028,2096627
-0.507244986524343,0.968687634783659,2047354
1.79441173468609,0.523237690796462,1364384
0.395715077811654,0.152204808886421,2244172
-0.300501946477961,-0.0770286009090701,2132982
1.08628890662319,-0.665393846109645,2134220
-0.139727506124451,0.396321137314705,1889409
-0.194163448531924,0.175394429950715,1938561
-0.148901155224294,0.135938299616889,2055667
3.97184273143612,0.568977459493069,2176784
2.17104486174454,2.13183503764791,923666
-0.0748503846114151,0.926378148497193,2086044
-0.124712267900677,0.140589225751186,2078198
-0.524704620497004,-0.511226363306476,1501387
0.0104935047363507,0.237954715783162,1518948
0.037121519820631,0.37312735147761,1606693
-0.240684251558609,-0.387654681613422,2305115
0.81420289588402,0.626086113947554,2237571
-0.191616197041316,-0.0367612017274846,2285214
-0.279132806219278,0.0163071837818713,2426863
-0.245964803682934,0.314964407108365,1979422
-0.234924647771739,0.662336891797746,2480056
-0.214133761085992,0.21743703218929,1668599
-0.211552199211237,0.0783049434328245,2339674
-0.252401059813897,0.21135685740824,2133204
-0.240850764881142,1.71005112163747,2294852
-0.015089863558687,-0.482832503765087,2445526
0.653670206676783,0.0628471897264466,2200416
-0.264266627667912,0.0846689534466303,2168082
-0.0816919500659191,0.265391696739533,2075846
-0.241077136917984,-0.129912396354259,215131
1.0941388660487,0.239873101748971,2274521
-0.112509432360217,0.21126110087778,277752
0.171421928139226,-0.938995541984923,2078899
-0.105298282793117,0.349066453002154,2172217
1.15189150674091,0.942410274752996,1614566
-0.298660589615148,0.167560669383266,2100050
-0.360527036040145,0.167315760123661,2183291
0.520008226641792,-0.86213704238779,2336735
-0.27768330441908,0.0874294254430232,2352038
-0.502063106250502,-0.872465019829878,2305114
-0.183339841150129,-0.191007471062227,2448298
0.975598895891991,0.642935517976392,1329352
-0.220860238012043,0.0886632849327719,1183075
-0.0525250764757751,0.147513889845103,2110540
-0.319130717537233,0.363419643869007,2070958
0.0572563336246799,-0.163632466735211,2340155
-0.226592382578009,0.277354334026615,2075832
-0.347138387642242,-0.263287373938879,2498991
-0.167409051326312,-0.221858408505224,1919296
-0.25484696398152,-0.282160324661695,2401405
-0.216361031669146,-0.0703961440746138,1644034
-0.206905405308855,-0.187999165608741,2405144
-0.997202955635238,3.63739530586116,2158329
-0.210535779917928,0.097086545615113,2319068
-0.241280272493205,-0.206634891036985,2504802
-0.122844209996917,-0.53256956983411,2331869
-0.843635539166865,-1.44645414936755,2317120
-0.112801326609583,0.0385236408351836,2072215
-0.499275510598462,-0.521725596271258,2228400
-0.35062793595776,-0.0799421775117759,2145166
0.330454662741382,-0.376303083671301,1692385
-0.0503979440712295,0.118977045033647,2109902
11.4574900684214,-0.583589459406229,2219842
0.11821078829813,-0.355679683500416,2520618
-0.192211976075396,-1.05670034339858,2419459
-0.645215643167247,-0.660627780619923,2276121
-0.267256839864776,0.27071331472429,2350037
-0.339343289877963,0.0451285009259728,2001182
0.173383878113938,0.353943711877495,2278618
0.210288881794892,-0.239945862836113,1740845
-0.219302748132949,-0.543304288587227,2321962
-0.344719730757248,0.0327180504241995,2212664
-0.0552888191729325,-0.322474122557529,2453577
0.242310329370707,-0.209254245062741,2224150
-0.118205256694739,-0.307377372807148,1967281
0.0722683844220447,0.292497746997503,1742294
-0.263423820210473,0.932980831216265,2488660
-0.400251317014749,0.119862090574064,2085349
-0.0540657276897665,0.138299850731409,2247869
-0.32362678285507,-0.805044983335487,2157529
0.0665824306182647,0.119092274471164,2119177
-0.0669573537173732,-0.193130614542029,2010554
0.0749171945651734,0.257263317681933,2493534
-0.24346618041135,-0.330529282233644,2200813
-0.326024251936543,-0.544904399647742,2116787
-0.0581270816415591,0.559547654461894,1154608
0.104259909127522,0.272170203315951,2267382
-0.00871338723512268,-0.767030769332453,1181124
-0.44416040951188,0.271975774057847,2137799
-0.337872053751491,-0.500249685478379,1458656
0.372448183181622,-0.322832938816241,2269346
-0.0406191772579546,0.271058775741773,2092954
