"mkm9d_ctv_wavelet.HHL_glcm_ClusterShade_250","mkm9d_ctv_wavelet.HHH_glszm_SmallAreaEmphasis_250","mkm9d_ctv_log.sigma.4.0.mm.3D_gldm_LargeDependenceLowGrayLevelEmphasis_249","mkm9d_ctv_wavelet.LLL_gldm_LargeDependenceLowGrayLevelEmphasis_248","mkm9d_ctv_wavelet.HHH_glcm_Imc1_248","mkm9d_ctv_wavelet.HHL_glcm_Correlation_247","mkm9d_ctv_wavelet.LHH_glcm_Imc2_244","mkm9d_ctv_original_firstorder_Maximum_243","mkm9d_ctv_original_glszm_LowGrayLevelZoneEmphasis_242","mkm9d_ctv_wavelet.HHH_glcm_Correlation_237","mkm9d_ctv_wavelet.LLH_glszm_GrayLevelVariance_237","mkm9d_ctv_log.sigma.4.0.mm.3D_glszm_SizeZoneNonUniformityNormalized_235","mkm9d_ctv_wavelet.HHL_firstorder_Mean_231","mkm9d_ctv_lbp.3D.k_firstorder_Maximum_227","sub"
-0.0172956442155589,0.838423225731283,0.398117915138009,-0.565748611776088,0.383074233294689,-0.520529611982396,-1.10905326398016,0.190922376166526,-0.638301904299053,-0.496185215321614,-0.520316407983673,-0.861848705460534,0.758522255012054,0.0635775226454441,1085983
-0.356094240422693,-1.68056708079284,0.341653930683019,-0.203846182192024,-0.0236302719893935,-0.794601386253168,-0.852343900026113,-0.0920824877351561,-0.327888328964247,0.217856752876397,-0.345378086988449,-0.215926948688076,0.410830020047004,0.5220902349134,1125173
-0.142669903845305,-1.44600994352875,-0.335300069608264,-0.0799045594254165,-0.0833661486664793,0.837587362969418,1.16706188319378,0.617906501369138,-0.133006597271851,0.77924852436271,1.4748891388632,1.75216036683277,0.173845387045315,1.61343863752307,1154608
-0.431780744959124,-0.0960191749064484,-0.675369838064468,-0.609414940686062,0.778939949147222,0.623272223487485,0.065461255237885,1.46442691290553,-0.819140273244494,0.190190786634509,0.0565070547164071,-0.0132217453681868,-0.0833907350706024,-0.926208721328805,1181124
0.204633536404653,-1.05813338105607,3.56133664914004,0.0306550006468413,-0.674586308703216,1.34997964403366,0.582066012502657,-1.94610926610522,0.508985640471891,-0.0323170165554673,-0.0808659276931387,-0.431994572948624,-1.30691704643995,-0.756368618992677,1183075
-0.144726788328261,-3.15933114950612,0.188488412655104,-0.0498776305874744,0.141818614347438,0.0324312930449111,-0.76195233175171,-1.40654435464655,0.335128104764294,-0.540604792327553,-0.622323153955403,-0.606430940728177,0.913438150732906,0.227871869183498,1232870
-0.270220203839659,-0.300350637899012,-0.244403204190731,-0.486303755642989,-0.406870798278711,-0.861217496003967,-0.385721240189093,1.37466968256958,-0.375708869196319,-0.428926092108353,-0.523265381953642,-0.894268743005645,0.588324376535547,0.161705165384275,1279943
-0.382925963867472,0.920037645684913,-0.63068584537908,-0.40278190762026,-0.252066333725788,-0.801262206419689,0.209964018977331,0.0678819381191362,-0.427537915806782,-0.851600326980716,-0.140115904091196,-0.124067654988237,-0.28487116849731,1.69114213964686,1329352
-0.189239822532824,-0.37055371983876,-0.677950122645547,-0.555344794665085,1.52519362511718,-0.567226936158234,0.108599146058289,0.111725287779425,-0.67237493833054,0.93758912531136,-0.161158242745747,0.0104848127851689,-0.25446193130084,-0.296016678933424,1330263
0.189904271883208,-0.491265728824587,1.13794533718601,1.24876392687275,-2.69788711979334,-1.08863097458665,1.47522862176547,0.165097851585518,4.47095422022477,-2.77542527483276,-0.145056524239087,1.73266647652136,-3.04199233547583,-1.81545745015031,1364384
