"mkm9d_ptv4_log.sigma.4.0.mm.3D_firstorder_Maximum_250","mkm9d_ptv4_wavelet.HHH_firstorder_Kurtosis_250","mkm9d_ptv4_wavelet.LLH_firstorder_Kurtosis_249","mkm9d_ptv4_logarithm_glszm_LowGrayLevelZoneEmphasis_249","mkm9d_ptv4_wavelet.HHH_glcm_Idn_249","mkm9d_ptv4_original_glszm_LargeAreaEmphasis_247","mkm9d_ptv4_wavelet.LHH_glszm_ZoneEntropy_247","mkm9d_ptv4_lbp.3D.m2_glcm_ClusterShade_244","mkm9d_ptv4_wavelet.LHL_glszm_ZoneEntropy_243","mkm9d_ptv4_original_shape_Elongation_243","mkm9d_ptv4_wavelet.HHL_glcm_Idmn_238","mkm9d_ptv4_wavelet.HHL_firstorder_Kurtosis_235","mkm9d_ptv4_wavelet.HHH_glcm_Correlation_235","mkm9d_ptv4_wavelet.HHH_firstorder_Skewness_235","mkm9d_ptv4_wavelet.LHL_firstorder_Median_234","mkm9d_ptv4_wavelet.HHL_firstorder_Skewness_234","mkm9d_ptv4_wavelet.HHH_glcm_ClusterShade_232","mkm9d_ptv4_gradient_glcm_Idmn_231","mkm9d_ptv4_wavelet.LLL_glrlm_ShortRunLowGrayLevelEmphasis_230","sub"
-0.823513835595411,-0.685177692934875,-0.791908874266513,-0.478411907443136,-1.27572878078207,-0.687060162594968,-2.13813396349954,0.629615765382127,-0.774211483000581,0.396798371672479,-1.17679911471383,-0.83523072579954,-0.802362036632109,0.574819024950737,0.0690158124827092,-0.786617926326624,0.332715174891684,0.309725180836633,-0.394026121061316,1085983
0.328838494567571,-0.41530389011157,-0.710360709450478,-0.359891900112372,0.915677329149216,-0.101311719286012,-1.77381602478836,-0.0501994681678136,-0.46723431193109,1.04086115749819,1.15106979525741,0.208487740053744,0.059163279940707,0.809680004409858,0.975744727599385,-1.07702674045014,0.390550022177651,0.650352559340745,0.0229144294304188,1125173
0.504947820724524,-0.801789882645816,-0.539606539414635,0.170671474059394,-2.18847411946671,-0.945883386305142,-0.0340655276522093,0.348035594303804,0.336290759234666,0.835405299220606,-0.5051511921637,-0.87219857144242,0.729881042773814,0.53823936287867,-1.14556681940449,-1.47762246486895,0.288989642688732,-1.20451648469965,-0.196512610194172,1154608
1.17088511299685,0.67076028818163,-0.48115677483763,-0.838600406171563,1.01045537845698,-0.80068672369248,0.499276633283397,1.00509228045184,1.20018989175456,1.39616034322812,1.3763558366856,2.72417874226437,-0.0492055735269662,-1.31538113420615,0.454259379707669,1.99904639098637,-0.620599870945356,0.496768645563865,-0.507616761438376,1181124
-1.71861065358801,-0.0386935044205094,-1.22528198842321,0.996024433808041,-0.205388856764302,-0.639889119806966,-1.68786403192651,-2.24159952185109,-1.04986050147095,0.480265147760848,0.351163463538592,0.350295662769047,-0.68645878013754,-0.0551390866455485,-0.657831655746993,2.88287736849415,-0.248172261527661,-0.767972918822448,0.397250974278271,1183075
-1.64685196127933,-0.737357762810945,-1.12748539054396,1.09891598697213,-1.73893579646708,-0.496004819950237,-2.50934620768069,-0.76573686153744,-1.49088218764425,-0.747701148831566,-1.11481863879688,-0.415439327134991,-0.0222163898977675,-0.807550229644687,-0.854702718539226,1.24281926806943,0.206405522700356,0.0625304933673592,0.61468842586899,1232870
-0.210360963315731,-0.833846535554939,-0.541016859993175,-0.226298961768062,-1.46178858579844,0.113230509600778,-0.521006463800475,0.72557205935249,1.2752466563758,-0.176362121052602,-0.0423208003825575,-0.644499626958762,-0.0631147551666321,0.091467015308588,0.27805987772393,-0.62567497636576,0.326502237630736,1.16001057288898,-0.253666971715785,1279943
-0.179453885076958,-0.0680796624350661,0.322043218440042,-0.580772178734243,0.507324861187735,-0.591521725659181,1.13946734824994,-0.638980368087426,0.757059468488874,-0.237164595360414,0.293040699860159,-0.185128694920707,-0.707983445155224,-0.806173643297755,0.0254064904635795,-0.0779384632329402,-4.21001388628776,0.421664216187615,-0.356976614164608,1329352
0.122036306514947,0.234195073886678,0.36155996653087,-0.605494650854094,0.502431347286157,-0.550503133629801,1.37464046361088,-0.968136749837842,-0.213981588451014,0.299224322918621,-0.443324893025827,-0.401841219049175,0.951313127698788,0.507554610969511,0.654205503381379,-0.48604530100112,0.374168496356944,-0.912548388605909,0.158689378477306,1330263
-0.284005396518341,-0.282285421808938,-0.376978272898529,0.555911860311756,-0.713360948565014,-0.885798660849092,0.97290947417762,-1.59780703050704,-1.96554709198544,-0.761302649436175,-2.23955276832681,-0.822861989182042,-0.01462144291172,-0.516734300312332,-2.2926698123449,-0.474676877794976,-1.22891017524357,-2.18953567004526,-0.0796723200046347,1364384
