"mkm5d_ptv6_wavelet.HHH_firstorder_Median_248","mkm5d_ptv6_original_shape_Sphericity_246","mkm5d_ptv6_lbp.3D.m2_firstorder_Maximum_242","mkm5d_ptv6_wavelet.HHL_firstorder_Median_240","mkm5d_ptv6_wavelet.HLH_firstorder_Skewness_236","mkm5d_ptv6_wavelet.HHH_firstorder_Mean_236","mkm5d_ptv6_wavelet.HHH_glszm_SmallAreaEmphasis_230","mkm5d_ptv6_wavelet.HHH_gldm_DependenceVariance_229","sub"
0.183870909075393,1.26304919603012,-0.574892299359202,0.0598945507874103,-0.270350419645932,0.614051942380879,-0.0527023868520786,2.24032334154911,1085983
-1.03913400041734,0.533656452086097,-0.494863298439896,0.444635352207482,0.117044840862113,0.0887756646345842,-2.61944456828654,0.715524350503965,1125173
2.30801054706481,0.539696920621081,1.32379893798593,2.29587336581018,-0.969057292550877,0.927570769429517,-0.122343741933046,-0.290170408967363,1154608
0.102720175675322,1.18032951532809,0.204062850967083,-1.46655575126977,0.362935054600539,-0.213637336822639,0.450011332961391,1.03398047201727,1181124
-0.194762891794924,0.0369798798511974,-0.574892299359202,0.310426609593112,-0.830897867912137,1.96064046149983,1.36243961942883,0.390412629898279,1183075
-0.540581788115947,0.483748936614683,-0.574892299359202,-0.0443269526939362,1.95625237793869,-3.79793993560977,0.333718792971563,0.77055932531655,1232870
-0.153046138329813,0.636835331859607,-0.382900717669382,0.263698720996051,2.22730454374988,0.553590797644411,-0.0778283767334043,0.36848353460208,1279943
-0.57326524065903,-1.57371086894662,-0.574892299359202,-0.198458254623379,-0.799274338350357,0.67777501524968,1.13704427708687,0.499491462299127,1329352
0.475936591078154,-1.19026639050154,-0.574892299359202,0.509020419539913,-0.720417560624077,-0.0570133488422556,-1.1802522252351,0.284285504751598,1330263
0.755630535336691,0.90192016753852,-0.574892299359202,0.277000701618871,-1.05664792743202,-1.26251225147589,1.19327503337245,1.05936427994101,1364384
-0.685931190855788,0.312723833355372,-0.574892299359202,0.430974546751229,0.59510812046322,0.797793226754551,-0.149163482462292,-1.11349232758763,1386095
