"mkm2d_ctvper_wavelet.HHH_firstorder_Median_248","mkm2d_ctvper_wavelet.HHH_firstorder_Mean_244","mkm2d_ctvper_original_gldm_LargeDependenceLowGrayLevelEmphasis_240","mkm2d_ctvper_wavelet.HHH_glcm_ClusterShade_239","mkm2d_ctvper_original_shape_Flatness_235","mkm2d_ctvper_wavelet.LHH_glcm_ClusterShade_233","mkm2d_ctvper_wavelet.HHL_firstorder_Skewness_231","mkm2d_ctvper_wavelet.HHL_glcm_ClusterShade_230","sub"
-0.268558946999807,0.275721800463347,0.862616966133417,0.141302119791627,1.40288253780765,-0.144990148925708,-0.783529173411963,-0.44324435660651,1085983
-0.0542653484659368,0.662222399085186,-0.453696828191531,-0.00689022574929549,0.200657181245088,-0.122104946262199,-0.980562175537428,-0.559219650070832,1125173
-0.645292897954761,-0.37689534789921,-0.168991145073896,0.00672351484263847,-1.31277195749427,-0.110304444002877,-0.494584907454371,-0.35756051039144,1154608
-0.323498342047303,0.284407900431235,-0.42958571853175,-0.38262934020151,0.850921800261826,-0.112155509348786,3.3578512242586,2.52515196281093,1181124
-2.95338206820538,-2.60559730428733,0.483588620346246,-0.550975534687903,-0.460845108394831,-0.144241505402282,4.02758899052383,4.4451342132283,1183075
-1.27365754432093,-1.58946326024356,0.0797886325273965,-0.0486426824450612,0.0637789562715629,-0.163742693725624,-0.544562659034565,-0.383003029448382,1232870
-0.144279942722791,0.100955663497937,-0.380619721883324,-0.00277020692826966,0.346969164738446,0.0625284951354875,-0.965456851648818,-0.490313391125339,1279943
-1.68668116690368,-0.286030518188971,-0.349335077116285,-0.468373814055168,-1.00254485212489,-0.124233544460257,0.543841792248102,0.274453113345094,1329352
0.401658900385372,-0.0754253696697907,-0.412799335494938,0.0928448920244961,-1.39734278488104,-0.15173421948935,-0.166926973019234,-0.24776198362566,1330263
-0.357384251778512,2.91267111087295,0.54161240971789,-0.471419464116879,-1.21982328972274,-0.335968986421685,0.621878447060206,-0.118659254044846,1364384
-0.567913871347314,0.256753848208916,-0.15603517271466,0.054645994841985,1.07223304739818,-0.237595686152442,-1.45888532715739,-0.62889174932743,1386095
-0.14846212167327,0.180239320408321,-0.478955667864415,0.155037239200059,-1.33500992228802,-0.0896133972513434,-0.492667643379227,0.469114686067872,1458656
0.0893357567715045,0.0330913492775756,-0.389626155096582,-0.078528941985855,1.28943635094053,-0.186518544278312,1.28799967509449,0.107153615953002,1485662
0.52361955183708,0.245284565316123,-0.218181764018387,0.159969248288591,0.25612905997972,-0.0944321005270188,-0.143653158023363,-0.225408885467594,1497807
-0.998428921494285,-1.07670773972138,-0.288732376589766,-0.0232394122820458,-0.279562392966169,-0.109771308283066,1.37710396278687,0.709351493978623,1501387
-1.99351639959578,-0.985554605315376,2.6460532324616,-0.0266061746983344,-0.185636882527467,-0.0567760764151667,-1.39036803976655,-0.675253370129729,1518948
0.343707014762284,0.250110104036597,-0.201641396089296,-0.0823854574855882,0.678629184022361,-0.141949181140857,0.89934370378489,-0.0648232461193255,1526417
0.0994363943292413,-0.400382270409969,-0.304007072871566,-0.109085578717749,0.10258433408281,-0.172859077881633,-0.753398851533961,-0.0568397529414119,1565177
-0.132853355202985,0.356419711394908,-0.470860852673863,0.0143550802024942,-0.342560029586958,0.236559074371595,-1.28696607079735,-0.462822870414102,1606693
-0.450154502459418,-0.385639817559519,-0.374276969160622,-0.0138135939083482,0.227075679172601,-0.167209054437559,-0.451904410851291,-0.391413009632355,1612262
0.261497918118017,-0.128464144902628,-0.396251886505712,0.0230752983869135,0.756583441350814,0.886672044051844,-0.80292059630431,-0.558643363297389,1614566
0.638977596529051,0.600292062817532,1.01522786665457,0.00242237255435413,-0.477547366892062,-0.175007255441363,-0.0902105841717117,-0.318115826667751,1644034
-0.247749729239415,-1.16140888727985,-0.281603349105856,-0.762202744808532,-0.722019263579097,-0.172736310870569,-0.873540885377212,-0.415798589923795,1668599
-0.547582174271649,-0.849860799199954,-0.212350926942151,0.0544990496044778,-0.207693396289046,-0.134914227125575,-0.800123582123949,-0.380673549612343,1671370
-0.608631074009529,0.938260357263804,-0.117824931768901,-0.0142411004800677,2.0424851190512,0.107983753168929,-0.466172661203534,-0.37194856191119,1684230
0.152617112723286,0.322192152505843,0.0685749144095861,0.000601982937775235,1.04076952396377,-0.17808095194586,0.560335069467614,-0.256097008612423,1692385
-0.44140703751275,-0.096215671394731,-0.443990920762724,0.591393698794039,-0.648442907020274,-0.121413951014139,0.838145309223854,0.403670410468136,1720713
0.416426291985531,0.635459337309367,-0.364771250619969,-0.0393488898289954,1.13105140770582,-0.123522733605888,-0.372029484818596,-0.377795269572143,1738800
-0.0953177548684506,-0.384207018811035,-0.0838125038124812,-0.414040472000942,-0.946400144110524,-0.135452648225054,-0.241242574264108,-0.252827678623698,1740845
-1.10516797303925,-0.570816878959358,0.928931765073946,-0.502100383234141,-0.150524518732858,-0.15763637834853,0.13431254945731,-0.088709391437413,1742294
-1.15251365193759,-0.996841922744121,0.146963076987715,-1.44057881052464,0.469418766134226,-0.182141707647099,0.404076581896244,4.97794345473608,1767700
-0.317887949104633,-1.57958062562597,-0.463233212677011,-0.117116636361895,0.40634783124138,0.352632866187893,1.67337133266903,0.355726871104636,1768972
-1.13025857919207,-1.42414031618499,0.33572789169032,-0.134324183083919,0.149809960979286,0.601965988770427,1.13532335459261,0.610328638943403,1889409
-0.326530801868707,0.16598687887109,0.142505686712057,-0.0210928744505462,0.297421044879166,-0.133813133840055,-0.33926081930703,-0.374403984606932,1915938
0.0700375651771411,0.285077528655206,0.69747521123046,-0.076907160214497,-0.462367099465702,-0.022926976456649,-0.841434408814118,-0.412092111343162,1916742
-0.244524561718517,-0.164407343963872,0.112190614799068,-0.0450955148616015,1.83865321881895,-0.0394401331981935,-0.894475773236996,-0.387963424494406,1919296
1.25264185323891,0.137243424669453,-0.00742511229063592,-0.0639684655970786,1.63032286950499,0.166393941330692,-0.807174956170345,-0.445365160322472,1926770
0.511810135865924,1.35495694421026,-0.369176786245071,-0.0834539280466891,-0.365900728929661,0.296478919424822,1.96677352418751,0.649693715933409,1938156
