"letd_prg_log.sigma.3.0.mm.3D_gldm_LargeDependenceLowGrayLevelEmphasis_233","letd_prg_wavelet.LHH_glcm_ClusterShade_232","letd_prg_original_shape_SurfaceVolumeRatio_231","sub"
-0.538451693761365,-0.0936539883518838,-1.03305457050963,1916742
0.750072837562209,-0.334375481988246,0.298606137036551,1980052
-0.120102273883421,-0.043249547377551,-0.315798338208773,1926770
-0.509451713979632,-0.0420009528428877,1.38238840853188,2196212
-0.539911020146738,0.820621069441538,-0.0744798186410225,2393207
0.256441421674263,0.0159047341172081,-0.112778283142444,2146138
-0.182426967597996,0.0339519239023408,-0.460774765790896,2228399
-0.0906370021202872,-0.185963041011213,-0.0645485898598313,2234271
-0.447819089983829,-0.0272502412269941,3.09560793018485,2296332
0.160058719752968,-0.0919491886096618,-0.262380957344455,1684230
-0.51836400324821,-0.0376277651948787,-0.286375679402087,1720713
-0.479815654479672,0.190830208249425,-0.30052389171012,2186951
-0.285602545333314,0.0257804463415926,-0.58193079356746,2439458
-0.53829271207147,0.641031456209495,-0.158095403510815,2135748
-0.0577391142751878,0.163496836554103,-0.152939530663933,2141116
0.525253865943826,0.0241838772812937,-0.461030178744528,2108003
0.100806011428213,0.0852328729278244,1.0935418011783,2006164
0.403965583383679,0.247001400308835,-0.249715336380976,308862
-0.108057060188173,0.00937666583834379,-0.883493588008831,1085983
-0.180871894016675,0.0313152918570051,-0.2590328915466,2004451
0.937263205083005,-0.143569962676782,0.720309105261632,2359944
0.0655486259159238,0.0463759393413223,1.73170958923749,2069079
-0.359531534873528,-0.0253288682652863,0.0424881071485795,2059713
-0.423126586370704,0.0266973044671052,-1.08129082536637,2294873
-0.191914248197675,0.0460822402391702,-0.100933237763392,2033049
-0.507678547159966,-0.0695191617078202,-1.31361709314172,1485662
-0.446151007650485,0.126454652815076,-0.54813128248572,1526417
-0.186819977683157,0.132560105240423,-0.308947263716357,1386095
1.90232505439245,0.0277488166367208,-0.562999716037386,2132424
-0.486511305018646,-0.0466265197092071,0.0723276300403445,2138375
