"letm_prg_v32_250","letm_prg_m030_250","letm_prg_m400_250","letm_prg_density_250","letm_prg_m012_249","letm_prg_subvol_x3of3_241","sub"
-0.0119859976393319,0.0169150467111999,-0.164383722099425,-0.333034914506118,-0.0372045132912797,-1.24700132848241,1085983
0.29909155599988,0.190395573156528,-0.0467661382098854,-0.451351791012837,0.272700317015914,-0.468596187196137,1125173
0.29909155599988,-0.414135746690759,0.0265570868081294,1.69830923653922,-0.455153668518866,1.27622721370196,1154608
-1.37487106731628,0.0120312134608377,-0.15864083734786,-0.365561187356569,-0.109392464551114,-1.66778335749362,1181124
0.29909155599988,-0.0244802533419496,-0.148159399699296,0.274876014358335,0.179789565916746,1.26857114297511,1183075
0.29909155599988,-0.00943456149636459,-0.138891174063613,0.643373778235043,-0.0296340137714611,-0.560367950812218,1232870
0.29909155599988,0.272181547768784,-0.0594461510605303,-0.408781173097925,-1.48997184910216,-1.57939464167277,1279943
0.29909155599988,-0.311474858846002,-0.0870200176621836,-0.307211509278901,-0.194197858679377,0.171725939737264,1329352
0.250647830020372,-0.181060917700525,0.0262694249886467,-0.384085825260653,-0.245947723264817,0.900958503797077,1330263
0.29909155599988,-0.0553266540211366,-0.146583521404747,6.76298336472598,0.0709673906631346,3.18365579737613,1364384
0.29909155599988,0.0182457375470472,-0.170508710028416,1.20090565631987,-0.0689613383949909,1.76770951724917,1386095
0.177845049882486,-0.327684603904847,0.139132326345654,-0.459871563483063,-0.0197299586617947,-0.724536020439506,1458656
0.29909155599988,-0.0632285912812604,-0.160110235461694,-0.421716092730386,0.128320596584602,0.282013753304027,1485662
0.240713608610008,0.0143317232742561,-0.0963070690173,-0.354959530684126,0.0854329862888132,-1.10857690552735,1497807
0.29909155599988,0.0271816077045633,-0.146506437661528,-0.343638357292632,0.849542315672095,1.24290880815271,1501387
0.29909155599988,0.00784544409397933,-0.164348014263759,1.22200764816972,0.107644716022263,0.700273037301671,1518948
0.29909155599988,-0.0396105442845979,-0.177017751178663,-0.225274755763945,0.114861951009202,-0.00634055961442472,1526417
0.29909155599988,-0.20490100212621,-0.0174372279887167,-0.342487787654061,-1.25403416033989,0.0510092186612242,1565177
