"mkm7d_ctv_lbp.3D.k_glcm_ClusterShade_231","mkm7d_ctv_wavelet.HHH_firstorder_Skewness_230","sub"
-0.469700205824693,-0.108710500102515,1085983
-0.219240477541721,0.43722533667365,1125173
2.10586425045723,-0.38331909479905,1154608
-0.226842383254174,0.0276817232617703,1181124
-0.665232271378662,-0.0992672919729935,1183075
3.04371352269886,0.29717619850013,1232870
-0.299258143422573,-0.0254740436504362,1279943
0.777742902674738,-0.34666375257678,1329352
0.528896103522391,-0.00746813889283851,1330263
-1.24975884251746,-0.28211655679921,1364384
3.60249200933256,-0.792194730459833,1386095
-0.640212240490205,0.209352503628457,1458656
-0.556681162517975,-0.251642308256464,1485662
-0.914309125807382,-0.994677537375988,1497807
-0.408837579700236,-0.0983880564064371,1501387
-0.414558848052378,0.0866898742804018,1518948
-0.761197010154439,0.447425888270914,1526417
0.198697633536535,-0.709167620810232,1565177
-0.464673728582673,0.393575863581902,1606693
-0.291123679290798,0.113774734346137,1612262
-0.779181163637457,-0.874746314621335,1614566
-1.01271608109522,0.568192626380126,1644034
-1.02441930862395,0.067228760887862,1668599
0.807930978697833,0.086963934454201,1671370
-1.08734274610782,-0.509014689683117,1684230
-0.938969912297643,-0.0206357448962252,1692385
0.213904490185912,8.40819229045956,1720713
-0.527585421857007,0.137842145854059,1738800
1.67945649907725,0.0650316933284838,1740845
0.0999254277195461,0.318681852009479,1742294
-1.3867881849036,1.00668392133849,1767700
-0.347134497055979,1.15405203220454,1768972
-0.352584833155008,0.260727579088344,1889409
0.542099572825689,-2.10436678666294,1915938
0.127093221276594,-0.0491824079550047,1916742
-0.791760666982337,0.305007270917064,1919296
-1.00288574661378,0.36929790505088,1926770
1.16447293399315,-2.06779443059941,1938156
0.72290266206708,-0.0806302120535931,1938561
0.252673626941003,0.331065712240222,1966316
-1.20724849722464,-0.16332203821233,1967281
-1.4340166167689,2.96946937486575,1973544
0.110164138502757,-0.249590914984637,1975401
0.167830107551396,0.0546564944138812,1976407
-0.537057427773576,-0.0471200212815026,1978972
-0.0637512640178552,-0.244826659348789,1979045
-1.13546804488922,0.266401051411171,1979422
2.72153492743362,-0.401129982295986,1980052
0.614447540675375,0.709194359642524,2001182
-1.41249355709194,-0.287265320427752,2002465
-1.17351255116262,0.737526401349312,2004451
-0.425430007789239,0.197055991617595,2006164
-0.721382787654219,0.297763698251594,2007309
-0.00394620749098849,-0.309888709265382,2009915
0.684875104397669,-0.188085719707465,2010259
-0.347972357644024,-0.20437863563132,2010554
0.561919852023548,-0.522864520601428,2026671
0.0868711889604144,0.95039150431755,2033049
0.188513967901338,-0.645881521847522,2034136
-1.00876427316606,-1.01185756691826,2040495
2.32658035541533,0.637740091615188,2047354
0.0720995755618745,0.0394254355644157,2051378
-0.883745502196434,0.265254175411346,2055667
-0.200617282903216,-1.60339375840347,2057358
1.56167737624398,-0.252974606196033,2059713
-1.34452605705575,1.01770267116727,2069079
-0.558085348686677,0.198427423446817,2070958
-0.399627117716971,-0.517349021435961,2072215
-1.17287872900224,0.640350396716811,2075832
0.0114818875719126,-0.0842931324828162,2075846
-1.40128056861164,-0.197370079635107,2076301
-0.54064831675287,-0.761016921617051,2078198
-1.09645218485166,0.0952673702944832,2078899
-0.745893184963603,0.401407399345217,2085349
0.827185956566571,0.843559228722383,2086044
0.496297667457369,-0.795607964754948,2091555
-0.0790862526499179,0.0407569129917887,2092954
-0.280199006362107,0.228247675197095,2096627
-0.618202968498481,0.429221095773586,2100050
-0.511993783852823,0.145364807682778,2108003
-0.394118754713193,0.763782009800144,2109902
3.34304554475147,-0.00412101270274698,2110540
-1.19214161475875,0.58802401426974,2116787
-0.689349567307475,0.844878483599182,2119177
2.17016702595194,-1.27387882800209,2131601
-0.686341613373915,0.298197396549194,2132424
-0.855283984962335,0.185873397968194,2132982
-0.0325751551611653,-0.396033802919415,2133204
-0.594717439327181,0.198718826856496,2133380
1.63207323350029,0.0914797586790972,2134220
1.03985032499796,0.287356637221338,2135748
0.853100287272093,-0.575644744472275,2137799
-0.687146453426561,0.0101699979048906,2138375
-0.197154637778658,-0.855116825191977,2138678
-0.666743633503191,-0.800697342005223,2139733
-0.407888736608167,0.132198142585451,2141116
0.638542618562359,1.18207199598908,2144796
-0.672367464729781,0.272005121780358,2145166
0.0653224905115058,-0.0467061567655917,2145694
-0.042057065871154,0.442203631255547,2146138
0.639217626473283,0.189768947968709,2151024
-0.352458455055127,-0.146035401047779,215131
-0.947364923541621,-0.774718303341315,2152442
0.212705326122074,-0.257818722355703,2157529
-0.425938577878224,-0.583873932405211,2158101
-0.610456790144748,0.111630341970759,2158329
1.16082513821575,-0.159416157606015,2168082
-0.840771482166071,0.727300793955751,2172217
0.361072515004228,0.097940460208853,2176530
1.27518133978261,-0.155649575130201,2176784
0.172281446178092,2.20889333040767,2181724
0.763520430384261,-0.406975285563105,2183291
-0.383857970161387,-0.247188723987547,2183356
-1.04072240901139,0.584355014230883,2185290
1.81312461909543,0.975015105582646,2186951
-0.292537665790047,-0.0419593383951151,2196212
-0.540551393906782,-4.52400323064081,2199403
-1.58313621996758,0.0454786724609395,2200416
-0.0957491966357832,0.334966995084294,2200813
-0.736111909110891,0.213461753992608,2205389
1.68857941397583,0.156263362633714,2212664
1.43780747436037,-0.0140772323180839,2217034
-0.763415412456268,2.56449276329724,2218615
0.452182225837272,0.128648349260043,2219842
-0.201285315082866,-0.31085777404997,2224150
