"mkm7d_ptv2_lbp.3D.m2_firstorder_Maximum_250","mkm7d_ptv2_original_glszm_LargeAreaLowGrayLevelEmphasis_249","mkm7d_ptv2_wavelet.HHL_firstorder_Median_248","mkm7d_ptv2_wavelet.HHL_glcm_Correlation_244","mkm7d_ptv2_log.sigma.4.0.mm.3D_gldm_LargeDependenceLowGrayLevelEmphasis_234","mkm7d_ptv2_wavelet.HLH_gldm_LargeDependenceLowGrayLevelEmphasis_232","mkm7d_ptv2_wavelet.HHH_glcm_ClusterShade_232","mkm7d_ptv2_wavelet.HLL_glszm_LargeAreaEmphasis_230","sub"
-0.471689747487559,-0.187609257020451,-0.283193810150842,-1.13117938644773,-0.10888220285527,0.0964864998802406,0.309610161916734,-0.13991139056272,1085983
-0.214737643335104,-0.197838691349319,-0.324103372258679,-1.0934494113911,-0.0219753472912158,-0.155957520791127,0.327334571256116,-0.182067534377658,1125173
-0.471689747487559,-0.160839476676521,1.00232273235282,1.50182785378586,-0.428515150392938,-0.232543342550464,0.241145243662768,-0.181727108286648,1154608
-0.471689747487559,-0.161013425541332,-0.295252083921197,1.12758179553345,-0.635452587408988,-0.299511182891012,-0.0324317015677922,-0.105903858052978,1181124
-0.471689747487559,-0.136587538617754,0.486395492440279,0.436993323439018,0.905999818047793,-0.199005724224583,0.418995083705133,-0.184555241182311,1183075
-0.471689747487559,-0.125463440015047,-0.917105666123984,-0.497089916951536,-0.342422223097346,-0.0513354774597104,0.313951492505044,-0.17795369988345,1232870
-0.214737643335104,-0.204079766770927,-0.324154329264032,-1.18216781225406,-0.32262243180489,0.762301578892537,0.263577068609034,-0.0952588009161385,1279943
-0.471689747487559,-0.190367746131742,0.105999953784895,-0.804989979876473,-0.277051876718937,-0.308930362300676,-2.73984532011302,-0.165183432523778,1329352
-0.471689747487559,-0.113464511708397,0.820687796814633,-0.293460563606228,-0.75598374632546,-0.251186722666623,0.139642652148117,-0.136826228498282,1330263
-0.471689747487559,-0.148173725958042,-0.0527984565565663,-0.194155896251456,3.70033382610763,-0.306077241062269,-3.58510313866936,-0.186408057969835,1364384
-0.471689747487559,7.89159580108764,1.3706937400314,0.585670772747791,-0.671933866966297,-0.31234624696108,0.687658282472162,-0.174212491322518,1386095
-0.214737643335104,-0.207030024354345,1.27958858923617,-0.912183178692904,-0.487103427671962,-0.287713549721474,0.196479693289017,-0.182729577606711,1458656
-0.364582862912501,-0.146088975557642,-0.42638681513211,-0.179930416142044,0.188066871637954,0.142759340984006,0.206370449800308,0.739697781936863,1485662
1.34310677661648,-0.193879097117185,-0.565756110255657,-0.533334699330594,-0.648048227518261,-0.184598323252814,-0.111817249553298,-0.133366440231997,1497807
-0.310613799582128,-0.193814574855166,0.756911198972506,-0.0779410896317538,-0.621803129445687,-0.147568642279852,0.264617365623654,-0.117034735176752,1501387
-0.471689747487559,-0.180482852051639,2.54787500352419,-0.9844144780905,3.45573690767139,1.01432584705377,0.253446723955282,-0.188061366289331,1518948
-0.471689747487559,-0.199524879259083,-0.0652039284907382,-0.840702634105793,-0.191896370472401,-0.250544430247291,0.11854144872644,-0.179750385851447,1526417
