"letm_ctv_d6_248","sub"
-0.535280579405072,1085983
-0.182497287091496,1125173
2.39825565332405,1154608
0.295668689398835,1181124
0.565642298723759,1183075
-0.166454994322587,1232870
0.132964487206218,1279943
-0.282841023319787,1329352
0.575641135942908,1330263
3.66460590251902,1364384
2.25050718495273,1386095
-0.922342691676152,1458656
-0.380547161742763,1485662
-0.915078972528897,1497807
0.227975267084446,1501387
-0.827556572740834,1518948
1.03926223667367,1526417
-0.499603636343872,1565177
0.104009655060204,1606693
0.0221279064611253,1612262
-0.533724163310419,1614566
-0.871637726777821,1644034
0.65337235391753,1668599
0.723340150614779,1671370
0.308210334476848,1684230
-0.266753319622856,1692385
-0.426523690931051,1720713
-1.11895923365555,1738800
0.098257376113308,1740845
1.37159989559747,1742294
1.06046354596407,1767700
-0.710319094147532,1768972
-0.126349559199331,1889409
-0.488240681697288,1915938
-0.585387360207954,1916742
-0.216543546957743,1919296
0.195535190887988,1926770
0.24123767155939,1938156
0.199884370508912,1938561
0.373484161165576,1966316
-1.01056470837859,1967281
2.38806902339906,1973544
0.950005768914229,1975401
-0.279986824192152,1976407
0.254718903158732,1978972
0.481126894224007,1979045
-2.8570336130859,1979422
1.22511400705758,1980052
0.0367163516342096,2001182
0.683894944278985,2002465
0.473990110690198,2004451
0.206769301339787,2006164
-0.431171562191533,2007309
0.353989243940282,2009915
-0.078502506285599,2010259
2.11455328184997,2010554
-0.489604416903282,2026671
0.429732427840441,2033049
-1.10007419005093,2034136
-0.447730186155099,2040495
0.882300629913275,2047354
0.495085212976184,2051378
-0.996048586597436,2055667
-2.08072034043414,2057358
0.519323178443114,2059713
-0.21469546995708,2069079
-0.71230367097807,2070958
0.258411132163591,2072215
-0.627140458019343,2075832
-0.62131021330264,2075846
0.836907819300368,2076301
-0.988617665878282,2078198
0.269833540739444,2078899
-0.0485151905321453,2085349
0.258440003508798,2086044
0.12825239625679,2091555
-0.112316752793799,2092954
1.81628892549697,2096627
0.849534252795884,2100050
-0.138692998039345,2108003
-0.38830426346536,2109902
1.59430087703051,2110540
-0.0840246767523789,2116787
0.600315696575004,2119177
4.07783954440595,2131601
0.629048095128244,2132424
-1.21743260188499,2132982
-1.25197535616049,2133204
0.0166864823220659,2133380
-0.668998586313709,2134220
1.70179091187707,2135748
1.13039532164663,2137799
-0.281692050079533,2138375
0.243417042761809,2138678
0.81819617220581,2139733
-0.969554906571366,2141116
1.09260171400679,2144796
0.389378484442653,2145166
0.268332263274039,2145694
0.439649494402738,2146138
-0.414164272624907,2151024
-0.562095951677943,215131
1.3028492965088,2152442
-0.883946204538101,2157529
-0.108778628244452,2158101
-0.345853224437381,2158329
-1.40592210133036,2168082
-0.461280486691845,2172217
-0.36369092109236,2176530
1.98930029027208,2176784
0.890649830092219,2181724
0.916578377819831,2183291
-0.350871623524533,2183356
-1.83253067085159,2185290
2.31119843624313,2186951
-0.77829248218217,2196212
-0.285716405947834,2199403
1.11801676589231,2200416
-0.605084862479116,2200813
-0.35875961478414,2205389
0.68683827032703,2212664
-1.09509410342169,2217034
-0.0518886018775132,2218615
-1.58004481322354,2219842
-1.43614995553757,2224150
-0.94641492772041,2228399
-2.64993484107297,2228400
-0.249915561819873,2234271
-0.000788055710181748,2234422
0.822178531301797,2237571
0.189737156539312,2244172
0.553530076509368,2247869
0.335439930012822,2250648
-0.276109997844942,2250836
0.0503904454774755,2267382
2.31311761207514,2269346
0.463915247275411,2271329
0.0208902056256766,2274521
-2.48284304267532,2276121
0.207058416527189,2278618
0.174175083511109,2285214
-1.27848612201243,2286108
-1.28429772439539,2293123
-0.74218524750234,2294852
-0.841022122676753,2294873
-1.46856492935478,2296332
-0.0518902300785217,2305114
0.486725665272856,2305115
0.105949958123734,2306459
0.648923482183066,2306893
-0.826822341975594,2317120
-0.0166754479249338,2319068
-0.352042051041662,2321962
-2.90878754841399,2331869
-0.554903811326305,2336735
-0.258653019093395,2339674
-1.23979007495748,2340155
1.29511094935034,2340322
-0.386036748709975,2350037
0.342124737630125,2352038
0.0774082677062808,2359944
-0.326217515057353,2381907
-0.255118004628565,2393207
0.584336231101434,2395415
-0.072347757560856,2395943
0.139329165557937,2401405
-0.784383819422057,2405144
0.950482979707158,2414406
-0.185187078713938,2419459
-1.15393949141482,2425694
-0.777001467092283,2426863
-0.377212114071102,2430773
0.557644508760381,2439458
1.06404707306702,2443354
-0.623131930423762,2445526
-0.275551951323568,2448298
-0.8032820403221,2453577
-0.0557977702943327,2474709
0.116521456168338,2480056
-1.38113788402055,2480330
-1.13499773394498,2487135
-1.44876883639139,2488660
-6.40426084374345e-05,2490180
-0.612515447095038,2493534
0.467273741601469,2498991
0.270957640325824,2500377
-0.36463793403967,2504802
0.453127407941825,2510402
0.990250313003649,2520618
-1.18638314409308,2559453
0.989860983938943,277752
0.426896607599942,308862
-0.276348343335851,58325
0.0460770286256821,92173
0.960770959884855,923666
0.290074484971374,965005
0.957193634623074,983079
