"letm_prp_d2_250","letm_prp_m012_226","sub"
-0.593405379910876,-0.302888152273958,1085983
0.388136245016761,0.102878357978974,1125173
-0.100337371222338,-0.124262958230991,1154608
1.05985412023016,-0.493086491959017,1181124
0.103589873036706,0.626640011215848,1183075
-1.07166291178603,-0.203423847439658,1232870
1.11278076833151,-0.697978777965988,1279943
0.396936788815711,-0.222937945801957,1329352
0.40019011009262,-0.37914519958977,1330263
3.08826011152243,-0.0267422698436544,1364384
0.461137160011692,-0.219958265537595,1386095
-0.276345876935863,0.352261319140133,1458656
-0.924467609090109,0.598555543061546,1485662
-0.50885695949246,0.180119306293372,1497807
0.511861623466811,1.52638827006514,1501387
-2.61360595894493,0.139918532908928,1518948
1.038006568743,0.357659414915792,1526417
-0.125901190440237,0.270183143527835,1565177
-0.378142628968076,0.266163855902591,1606693
0.961808349871778,-0.0403035914180232,1612262
0.315959235865971,0.22162220784063,1614566
-1.97855415155033,0.443963386452843,1644034
0.900075842866272,0.407050132418927,1668599
0.0658884767348109,0.25430845460112,1671370
1.15281705081275,0.491521033911311,1684230
-1.00606090701903,0.0881873404864239,1692385
0.184252233082213,0.17592198691941,1720713
-0.613162295067076,-0.0775082752193326,1738800
-0.234926246402818,0.433816901701668,1740845
0.89382653918115,-0.0200789126171347,1742294
0.68056030819857,0.0149409145832108,1767700
-0.628837919214521,-0.0841983420279726,1768972
-0.0321083068457334,0.324400007111899,1889409
-0.58279255858767,0.966720069060038,1915938
0.211810462342022,-0.264994916748708,1916742
-0.0891588356528031,-0.196695038697627,1919296
-0.184609172176905,0.0356483985553224,1926770
-0.204198729897281,-0.139511902134833,1938156
-0.490194069900839,-0.220372360649338,1938561
0.117864874242313,0.491228343656465,1966316
-1.43507242231225,-0.0704604984863602,1967281
2.03493383049839,-0.142622502017476,1973544
1.56370163689136,-0.386067052435322,1975401
0.297466066194726,0.598312348787017,1976407
0.632938710943331,0.0910422103516701,1978972
1.04866386510812,-0.524753149262762,1979045
-2.58139960345746,0.373036405059773,1979422
0.530497339632731,-0.2846567449642,1980052
0.128596447382251,-5.42259775644433,2001182
0.709885133817937,-0.0173528302470221,2002465
0.712866279183997,0.167138379764755,2004451
0.506749674425246,-0.0785655126636881,2006164
-0.333272448235631,0.255221139883795,2007309
1.10892540500706,-0.114544237822776,2009915
-0.238410684009073,0.27265717586423,2010259
0.400363584790786,-0.949215129538505,2010554
-1.03061326942657,-0.355216962095077,2026671
1.35146507680218,-0.14789412562213,2033049
-0.409061184435254,0.473263922044543,2034136
-1.08150664891873,-0.452094633135346,2040495
0.74935644195182,0.0828452406991209,2047354
0.533595640881836,-0.482505293412776,2051378
-0.714157284590924,0.521082453218606,2055667
-2.73256497326562,-0.516093508302379,2057358
0.474673771545749,-0.0153239757453011,2059713
0.545187437295047,0.482368459770241,2069079
-0.634135428714642,0.415926084695983,2070958
0.89025716247022,-0.25588728175295,2072215
-0.600855099925299,0.735248632107303,2075832
-0.151337015423923,0.128457599041393,2075846
1.36306202353072,0.360809146744374,2076301
-0.0876168069472738,0.66196262906914,2078198
0.465931399649219,-0.818053654952335,2078899
-0.36335218925814,0.564295558211974,2085349
-0.304176446712903,2.12828856049612,2086044
0.212864680983591,1.26664181069344,2091555
-0.628124937590526,-0.814176455615109,2092954
1.51588176233147,0.027153104524273,2096627
0.974669495689919,0.366631127104667,2100050
-0.329825353296251,0.416610590301873,2108003
-0.649354655883515,-0.38657870353565,2109902
-0.117374762486962,-1.07950608369764,2110540
0.746998774822896,1.07395285693558,2116787
0.238049297091132,1.0709461576662,2119177
0.826401899953482,-0.148002797644648,2131601
1.53523248007365,-0.066893174864948,2132424
-1.40337367904825,-0.145534118508531,2132982
-1.04942023429895,0.0792144136854169,2133204
0.485493490491987,-0.239275265700288,2133380
-0.415968854032581,1.36415449553596,2134220
0.175098690604736,-0.477643005103452,2135748
1.2363759098435,0.493296990041973,2137799
-0.443764494328431,-0.322166266154111,2138375
-0.235234534772704,-0.929181177903607,2138678
1.10753753181164,-0.967241620026936,2139733
-2.39600977240217,-0.653867993910206,2141116
1.36004803065183,-0.821447570666341,2144796
0.750858675999786,-0.117582994377416,2145166
0.13568554508814,-0.78160058390311,2145694
0.946346657287012,-0.372274819755487,2146138
-0.0799195322438728,-0.212211326391111,2151024
0.325711584957587,0.25417795341991,215131
2.06160459674465,0.0666886495597084,2152442
-2.6268139583305,-0.558195854346804,2157529
0.768764591093124,-0.0678898888096226,2158101
-0.649979357877718,0.0983290553032529,2158329
-2.40373945571003,-0.0917533486103038,2168082
-0.993333839137286,-1.81848510084868,2172217
-0.279987459394322,-0.476525439143811,2176530
1.05187959405811,0.0934968983680948,2176784
1.12918400018937,0.384456597027746,2181724
-0.128546265849154,-0.1045447217797,2183291
-0.20109394305036,-0.562613174805298,2183356
-1.43426029000201,-0.0217263753348277,2185290
-0.0364495569022612,-0.717173819829995,2186951
-0.482829285444999,0.335925363765195,2196212
0.372815197267253,-0.218444053759476,2199403
1.6376178762494,0.514718305785202,2200416
-0.170884986166636,-0.400895953334447,2200813
-0.412721729459666,-0.392332457821323,2205389
0.692714156523156,-0.342451962326172,2212664
-1.27440555000293,0.420705916809496,2217034
0.827815590238997,-0.465000871338908,2218615
-1.53261064783044,-0.898474039160773,2219842
0.091400189886555,0.928592466603288,2224150
-2.68343255824929,-0.004838987537052,2228399
-2.99780872154289,-0.488766134591045,2228400
0.322639715761889,-0.0330350981978256,2234271
0.400705725198425,-0.333109557902997,2234422
0.950535444499009,-0.834175834408462,2237571
0.200894766271208,-0.918717258718047,2244172
