"mkm5d_ctv_wavelet.HHH_firstorder_Skewness_244","mkm5d_ctv_wavelet.HHH_glcm_ClusterShade_231","mkm5d_ctv_wavelet.HHH_glszm_SmallAreaEmphasis_227","sub"
-0.11872375979025,-0.177871621401036,0.412120264305792,1085983
0.407083798532551,-0.0365569057656632,-2.25313443183057,1125173
-0.379949910043866,-0.912559080232638,0.0357553385867756,1154608
0.058888371023318,-0.0147646085440767,0.447212773858945,1181124
-0.0814733393695279,-0.246640846495848,0.768301597357258,1183075
0.272005234704385,-0.165575812922613,-1.84852478274832,1232870
-0.0436816386949276,-0.12341254618721,-0.63088567300096,1279943
-0.317170163353552,-0.313162748936358,0.763791136723227,1329352
-0.0531202475038318,-0.0908862799672459,-1.74432203801605,1330263
-0.227544365247014,-0.355413279304433,-0.0326786630859287,1364384
-0.751614575289642,-1.08393044438082,0.104005443480408,1386095
0.19816587208421,0.00433656448608362,-0.225711620994157,1458656
-0.251152432321822,-0.10010938630426,-0.0685373785919135,1485662
-0.953989444562227,-0.303414483287511,-0.191352880726445,1497807
-0.0969986132874653,-0.0964205123186013,-2.9040044632754,1501387
0.0733669948656969,-0.27975910362539,-0.194617761510352,1518948
0.415314507582261,0.58368951501312,0.565075847870206,1526417
-0.686172771996251,-1.51694774744511,0.0529897687842034,1565177
0.345319720911303,-0.0750973178953451,-0.775327742330386,1606693
0.0980107718825905,-0.0753865770299822,-2.03564493886627,1612262
-0.848294495209424,-0.0805353090578453,0.249644054660617,1614566
0.528414427828695,-0.0702162671524308,0.193386362922562,1644034
0.0237582417271514,-0.101261879202114,-0.323458071323079,1668599
0.0841150099715206,0.197351944106577,0.147020324311119,1671370
-0.49799176725368,-0.958384163356984,-0.304163318102486,1684230
-0.0571416450657107,-0.0961684748681216,-1.43871961118409,1692385
9.09066095859145,1.0521961171962,0.861202503359811,1720713
0.109908209341844,-0.0953666764522192,0.316729054455288,1738800
0.0488961779511258,-0.0336406146589308,0.717009116957852,1740845
0.270202616644635,0.348200398601928,0.472270765842758,1742294
0.944884873804066,1.91969958972109,0.936833797406525,1767700
1.07450964537057,0.0491476192230297,0.384353684518096,1768972
0.233563427962377,-0.0546754413825614,0.333469381037178,1889409
-1.94758340114062,-0.114168251972052,0.112829699258108,1915938
-0.0687336531624532,-0.107960559766267,1.14023502434902,1916742
0.337607879235584,-0.0721226289664876,0.187277756047009,1919296
