"letm_prg_m021_250","letm_prg_skewness_250","letm_prg_m012_250","letm_prg_gradz_250","letm_prg_m111_249","letm_prg_grady_243","letm_prg_subvol_x1of3_232","sub"
-0.206812426712564,-1.11864056005043,-0.0372045132912797,0.409971282123613,-0.0976085937657359,-0.00550711269833235,0.572357124671166,1085983
0.120330801111935,-1.41765397788148,0.272700317015914,0.252128983897996,-0.739477401586644,-0.721401979811116,1.45128976097133,1125173
-0.536076222362556,0.427292122140158,-0.455153668518866,-2.82498540190817,-0.683741505903215,0.586919365184107,1.09322735139578,1154608
-0.2519353646334,1.60210231546885,-0.109392464551114,0.305542486854566,-0.137339824447026,1.23199117190484,0.66619521964794,1181124
-0.0682937357617536,-0.547010116708082,0.179789565916746,1.97321053000224,-0.109848433883684,-0.535610260889549,-0.587582673377739,1183075
-0.163919974722553,0.019664091178911,-0.0296340137714611,0.225386112683721,-0.00302005525239364,-0.720595209148435,0.889109234397998,1232870
0.487706294477513,0.598170829092807,-1.48997184910216,0.793688262650235,0.183534729957159,-0.57333695951933,0.922049383581315,1279943
0.259645842803386,0.115703193836149,-0.194197858679377,-0.847051240576597,-0.213922847065193,-0.722346594506124,-1.10439640000661,1329352
0.0123743562966239,-1.8409097511277,-0.245947723264817,-2.07549666172065,-0.157934528229788,-0.24337792070894,-0.0676251913278434,1330263
-0.133356297611511,-1.25156361244765,0.0709673906631346,-5.8452365206699,-0.0416544073142443,-4.03995562176238,1.70477416127843,1364384
-0.210017067556749,0.491340914749843,-0.0689613383949909,-1.11200442405682,-0.131902179455814,-0.350881235717889,0.369215636188472,1386095
-0.617044195164404,0.304326249511843,-0.0197299586617947,0.518221085280588,-0.058287822720813,-0.542456439449548,-1.41401535413718,1458656
-0.186467782819792,0.402311857261104,0.128320596584602,-0.0851107958972019,-0.15665483988382,0.0718793939263155,-0.902928889138392,1485662
-0.150756305445126,-0.51981880886177,0.0854329862888132,-0.184676401973647,0.131551486368345,-0.918820481321346,-0.248401678331232,1497807
0.0273809986211468,-1.41874046481766,0.849542315672095,0.839161387056327,0.411259136845166,-0.214927471672065,-0.882405036927095,1501387
-0.183899204843372,-1.05122858091544,0.107644716022263,0.723458756267053,0.0471530315288646,0.393441450125349,0.353945777070269,1518948
-0.196617665179229,-0.712508970212088,0.114861951009202,-0.194670283354184,-0.0695470141788429,0.0444691895650054,0.946788787575609,1526417
-0.867742303826192,0.423732982994274,-1.25403416033989,-0.149123177484465,-0.553709990119251,-0.0539803963850927,-1.12591976124306,1565177
0.103818454684002,-1.76977408433264,0.261403303212957,-1.28361798366077,-0.107916166027188,1.07794081381616,0.973731000084794,1606693
-0.207613062532413,-1.0596398225239,-0.0153425976397868,1.08327525266465,0.103234528711464,0.500872694540108,1.56360558119879,1612262
-0.148841973563704,1.81173867174974,0.00565853785404081,-0.187689100073608,0.00920234186125171,0.0267057346189447,0.0450985655538883,1614566
-0.313567770875292,0.502335244695326,0.112939306218718,0.53523880552747,-0.127819023223769,0.332629230255313,-0.131175999038972,1644034
-0.73162591308568,-0.9367946314387,-0.0359513728087755,0.681127617490698,0.121729847728291,-0.679726253032355,1.71437276544263,1668599
-0.214621577063732,-0.37906741472238,0.0848302258761845,0.475182001878377,-0.113605883720827,-0.457029120734394,-0.478623919304547,1671370
