"mkm8d_ctvper_wavelet.HHH_glcm_ClusterShade_241","mkm8d_ctvper_original_shape_Sphericity_227","sub"
0.191478377714378,0.0158421053703826,1085983
0.0297558683243622,-0.858247149825437,1125173
0.0986907715617884,1.77112991594406,1154608
-0.454451539793808,-0.119052065307708,1181124
-0.933568053625694,-0.481428769758493,1183075
-0.0197247444328355,0.27629413978159,1232870
0.0337390266895616,-0.533778645389151,1279943
-0.515738776796828,0.0412918027578702,1329352
0.0501844038672671,-0.3371789917031,1330263
-0.195524886070745,2.77727042251111,1364384
0.0732634778725708,1.73485700874195,1386095
0.264758889544396,-0.718554912253947,1458656
-0.0380351033529983,-1.1805596975398,1485662
0.148325338883514,-0.0244077183150048,1497807
-0.0010705510974723,-0.188007722655309,1501387
-0.0108632245110381,2.08219795640244,1518948
-0.0138338835375853,0.314605161956758,1526417
-0.134263956391981,-0.350234429526118,1565177
0.0525101454066375,-1.5658102325665,1606693
0.0215047022597698,0.624690850246987,1612262
0.000860199935609996,0.195535786923866,1614566
0.0408964956948755,-0.67256874186939,1644034
-0.82496216604437,-0.890069923186857,1668599
0.121422651189023,1.2491515961538,1671370
0.0584697406214642,1.8972476581262,1684230
0.0435232544837318,-0.351890318749218,1692385
-0.373562097431984,-0.452369735427332,1720713
0.0244903949898635,-0.25651334149228,1738800
-0.551456725146992,-1.51668037796442,1740845
-0.529646637015436,0.142407376047208,1742294
-1.7285519324196,-0.501020095691933,1767700
-0.0894942170542332,-0.837303757149521,1768972
-0.0781933598364318,-0.409450168919993,1889409
0.0426072688632764,0.0877113779781523,1915938
-0.0375944812867271,-0.630721973386332,1916742
0.00332609879044712,1.8278893844243,1919296
-0.0413302603633352,1.86760276649251,1926770
0.064649993478941,-1.019966701359,1938156
-0.0877508174648527,-1.11175247099657,1938561
0.00274818467331087,-0.192437690786326,1966316
0.0296120171638973,0.602775169957382,1967281
-0.234798263435893,0.556115040299761,1973544
-0.264221211970651,-0.245497293833724,1975401
-0.0229087413593523,-0.788377269286484,1976407
0.125006732312566,1.08341429307083,1978972
-0.011178393175569,1.34848066317752,1979045
0.0212175412929576,3.41651767558533,1979422
0.137882259034425,1.59509211066336,1980052
-0.0269321832897018,-0.726422379539646,2001182
0.490999304876923,2.06679382676215,2002465
-0.0544138520276706,-0.26924833528707,2004451
0.149189993341447,1.22629724128375,2006164
0.132518000704091,-1.32026568430728,2007309
0.0151068383869293,-0.536846771197054,2009915
-0.417797855732089,-1.17504995709326,2010259
-0.34760341803598,-0.781501569781339,2010554
0.00795241958241942,-0.605555281574611,2026671
-0.179699276448522,-0.927638631404064,2033049
-0.00391178496164468,-0.938489937010057,2034136
-0.0174372174199641,-0.823401548561235,2040495
-1.83448871040762,2.33498216387781,2047354
-0.269107644406753,-0.796763235375155,2051378
-0.121540473090791,-0.729018024538545,2055667
-0.0476837379361989,-1.00628900264267,2057358
0.261250427603265,-0.856637862399995,2059713
-0.0054020690694305,2.77607487695553,2069079
0.0107749530145346,-0.823792356798178,2070958
-0.195649458272844,-0.748662596580261,2072215
0.0229150099595156,-1.15128078696609,2075832
-0.0826296218483031,-0.289542043015764,2075846
-0.128750056683529,-0.710630823427307,2076301
-0.164443905215726,-1.06968589642802,2078198
12.0584299691635,-0.85275938874449,2078899
-0.026997891182593,-0.778153605140739,2085349
1.41489301583248,0.150623947240178,2086044
0.0182266067281434,0.0183330464635783,2091555
0.025042573903136,-0.958344427478114,2092954
0.0737752418271215,-1.2407642293597,2096627
0.297816510455711,-0.141782324315068,2100050
-0.00680212550008219,-0.842470148402222,2108003
0.13786878476729,-1.22990141417903,2109902
-0.000844535039718229,-0.848231301154314,2110540
0.0532041621606777,-0.225011528567599,2116787
0.0206000782601288,-0.258930703250705,2119177
-0.151787008693016,-0.0284206898095759,2131601
0.598220214647141,-0.166025860783821,2132424
0.111180841699084,-0.976150151792935,2132982
-0.137198245021944,-1.29215143254127,2133204
0.69762330762394,0.286468633689351,2133380
-0.0623066914764434,-0.232169689117573,2134220
-0.257674050973215,-0.606352243174752,2135748
0.366780235470637,0.625046317252684,2137799
-0.108461019024862,-1.29315845977273,2138375
-0.528796041324185,-1.60196723406449,2138678
-0.341685847966522,0.531119374641014,2139733
0.0433680959885559,-0.694590216829242,2141116
-0.465676602584465,1.88385858674901,2144796
-0.321339705428564,1.62963654183816,2145166
-0.128747645536033,-0.87732349855586,2145694
0.29377422658764,0.548832167693687,2146138
0.0659148906647209,-0.441982863912521,2151024
-0.00311429948476915,0.310093342278481,215131
