"letd_ptv_original_shape_Flatness_247","letd_ptv_log.sigma.3.0.mm.3D_glcm_Correlation_226","sub"
-0.568241433376506,-0.598642585426457,1916742
1.15573131678487,-0.38686776565413,1980052
2.17305533070425,0.0448000978880295,1926770
0.0376540595460362,-1.22155200548158,1979045
-0.290517389557144,-0.36329597117561,2196212
-0.384667995266838,0.730413622418045,2393207
-0.700943089282849,0.138532537180776,2146138
0.979417141195521,-0.718651517755746,2228399
-2.11182423922685,-0.541549271409625,2144796
0.469093537302442,0.134803789675351,2234271
0.676567280347195,0.345490096771649,2296332
2.01929723886323,-1.24276978576889,1684230
-0.749730803780406,0.263521634977096,1720713
0.64712323944356,-0.224624893268261,2186951
0.0989687476909473,0.963116538265004,2439458
1.96087463533435,0.566877479044874,2135748
0.455053648165915,-0.295026098596759,2141116
1.25580547600592,-0.0967637272985037,2108003
1.03045460140376,1.32673124842076,2006164
0.463177209777492,-1.8345965508616,308862
1.35739451005493,2.01170148254074,1085983
0.684557787821903,-2.41269880516406,2004451
-1.04087371655743,-0.4238621951679,2359944
-0.34341109713364,0.0486364550681703,2069079
0.546925861560247,-1.04146045716293,2059713
-1.3654295400604,-0.34279167288538,2294873
-0.671511546508371,-0.460247415204304,2033049
1.50490690971807,1.12193677092018,1485662
0.533228364953824,-0.228119361242717,1526417
0.965667722082634,0.588252515234224,1386095
1.11058248590422,-1.35546808357773,983079
1.03782012010856,-0.729190983542093,2132424
0.760645367334719,-0.501281532082062,2138375
1.55820853437634,-0.566296452958997,2490180
-1.64687569914231,0.223684252193727,2034136
-3.71441299062871,-0.275648611785986,2510402
-1.35079126364624,-0.178477165838876,1330263
0.125251342046208,-0.559467231985047,1768972
0.628345383383187,-0.461014539654693,2306459
-0.3234626045125,-1.59912488258316,2181724
-0.844751573481372,-0.163935857325066,2217034
0.795333621380871,-1.07784337998678,2218615
0.659077206559604,-0.651240819463304,92173
-0.277952873872072,0.163964294193696,2414406
0.974171715251049,-1.75054264690725,2381907
1.30380173445663,0.704026578447638,2002465
-0.398696207570649,0.67362762958875,2474709
1.86115614200648,0.75279344686365,2176530
0.226677569824681,-2.83281144922742,1279943
0.660248252022753,0.791428549675784,1976407
0.595098628070184,-0.771539432454462,2250836
0.345722937290127,-1.11116802451058,1915938
1.75835685236399,0.747327192637502,2133380
-1.26263117008327,-1.32596308673602,2271329
0.500827639531499,1.25268495001598,2286108
0.0172629155480554,-0.35757878663497,2040495
0.126986920757701,-0.93399708000955,1125173
0.376913576381843,-0.119047116711928,1767700
-0.63255455176032,0.287550814421813,2138678
-0.58437107070769,0.0913247496968127,2443354
-1.2380818159535,0.413392620067084,2234422
0.492483825492262,-0.246644724816666,2151024
-0.837269104817702,0.033080920973867,2057358
0.679751663593783,2.534514513108,2425694
-1.40382926607347,0.624187111970419,2500377
-1.48524596742649,-0.0516595664480576,2183356
-1.5046846947928,0.637995831940846,2131601
1.31246486805938,-1.44929859966029,2152442
-0.813367240008134,-0.929008416869093,2306893
-0.777797741228969,0.281512501883703,2009915
-1.94350351000128,0.227261973167405,58325
-0.0936153445666274,-0.872421062569763,2395943
0.458292865939361,1.42797935083106,2480330
0.829682821442204,-0.750092234201822,2076301
0.184334908028485,0.369929746567133,2205389
0.577023782591386,-0.870583333457491,1975401
0.122949332818735,-0.448966192068709,2250648
0.998670177123963,2.86921744924635,2185290
-0.934300768313156,0.854352008112166,2091555
0.0815451823488456,2.65329487690489,1232870
-1.26967997322654,0.649464722454622,2139733
-0.0734524254831863,0.518452469080729,2559453
-0.722402925556799,0.521522882135605,1938156
0.246813938856651,0.517745004263382,2158101
-1.30826441317014,0.290323158273994,2199403
-0.951283612746422,0.233394924504645,2430773
1.30020967870346,0.671094364251648,1738800
0.282263820913205,0.628147396752949,1565177
-0.361082453863635,0.0994486546371832,1978972
0.154933949707531,0.490628934975915,2487135
0.0765361625136804,-1.9394690534223,1612262
0.620792389448248,-0.343588888394651,2051378
0.24205763599243,0.657741812216288,1497807
0.608413953895765,-0.448296436126373,2026671
-0.437158947469177,0.821749519764832,2340322
-0.804399040006004,0.679053437856939,2293123
1.20619042082249,0.629190572460415,2395415
0.212380238763933,-1.58546150869268,1966316
0.346001924409274,-0.224814017046279,1973544
-0.718021465280261,0.961169941817864,2010259
-1.34226471843807,-0.032307617891613,2145694
-0.777367210492649,-1.32776217700064,965005
0.215521207967008,-1.3228422326894,2096627
1.71133085967488,-0.499483666279396,2047354
-1.1938684111475,-3.91686709095174,1364384
-0.558462378911255,-0.146446736963325,2244172
0.428298982443303,2.28968670009071,2132982
0.347712081541318,0.659950580897494,2134220
0.0603662505532861,1.19264062562281,1889409
0.254289137082982,1.04047269372989,1938561
-0.105235464230645,-1.27538414186305,2055667
0.450169342802945,0.64431957409422,2176784
-0.406320798160879,0.243615725017908,923666
-0.343269457221396,0.259091883750286,2086044
1.3813733065617,0.871399659463136,2078198
0.120753021045264,-1.32938780118633,1501387
-0.126653759734763,0.752723114351375,1518948
-0.578692556815747,0.836886612192744,1606693
0.865681042713322,-0.40540067207133,2305115
0.127811869323227,-1.00005562009867,2237571
0.0645448863062476,-0.675567482965178,2285214
-0.381360617949873,0.515928738156818,2426863
-0.422809626749972,-0.767444149236357,1979422
1.07409446720218,-0.606708366993402,2480056
-0.923711021894462,0.100397205124403,1668599
-0.561650330043223,-0.105579304224827,2339674
0.51448246204317,0.458737877187485,2133204
-0.121580911798172,-1.2041934701636,2294852
0.0307602777310592,0.731442605191032,2445526
-2.11009205472229,-1.42925307985042,2200416
0.718822611932411,2.39894640560365,2168082
0.710846074706549,-0.473290871978379,2075846
0.0465834435236722,0.565566548873301,215131
0.571931626955948,-0.336617393868991,2274521
2.52306648929375,-1.00636266448263,277752
-0.573235140743408,-1.24741915912398,2078899
-0.632434599272172,0.197372907750869,2172217
0.682654042125872,0.341411891622825,1614566
-1.14816741310647,0.347112189542378,2100050
-0.633029528420803,0.469185688222847,2183291
-0.212864618715881,0.260880044817608,2336735
-1.1613493312017,-1.1553711806342,2352038
0.131246530616565,0.0635525508225014,2305114
0.429591290537189,-0.0491345166514408,2448298
-1.02881897401005,0.0918778151992449,1329352
0.239397891993433,0.975840582657867,1183075
-1.19990194825454,-0.7631140011756,2110540
0.544843472701663,0.0833898927859635,2070958
1.0042818552458,-0.186728849308429,2340155
0.4160573622281,0.352085700579868,2075832
-0.923738351788105,-0.295011174157338,2498991
1.86570885683021,-0.596542491243642,1919296
-0.543502150596006,-1.61271660555325,2401405
-0.672406506086916,-0.600713834374449,1644034
