"letd_prc_original_shape_Flatness_230","sub"
-0.4623670994657,1916742
1.37700705184394,1980052
1.63032286950499,1926770
0.0217609510748518,1979045
-0.395939666445105,2196212
-0.237738205342645,2393207
-0.752260725158333,2146138
0.909120020681207,2228399
-2.18358983681797,2144796
0.592483730435698,2234271
0.300651962068788,2296332
2.0424851190512,1684230
-0.648442907020276,1720713
0.484925006428526,2186951
-0.150093691221457,2439458
1.91474410892739,2135748
0.393879047941912,2141116
1.53844019720649,2108003
1.12472467021306,2006164
0.686621011673155,308862
1.40288253780765,1085983
0.690574061559542,2004451
-1.10839304691755,2359944
-0.354370749371292,2069079
0.747926790723335,2059713
-1.23633605430722,2294873
-0.269077810625115,2033049
1.28943635094053,1485662
0.67862918402236,1526417
1.07223304739818,1386095
0.878250839041538,983079
1.07281531632292,2132424
0.757542171438697,2138375
1.71779262960689,2490180
-1.79453385077742,2034136
-3.99051624320788,2510402
-1.39734278488104,1330263
0.406347831241383,1768972
0.493480694747941,2306459
-0.301020678718229,2181724
-0.764038664575856,2217034
0.879282309086527,2218615
0.5297142883594,92173
0.0984586031659391,2414406
1.0794280520492,2381907
1.30172700639824,2002465
-0.40289155900929,2474709
1.79405618275126,2176530
0.346969164738447,1279943
0.565693398757764,1976407
0.632541455499567,2250836
0.297421044879166,1915938
1.79236881225997,2133380
-1.43147605550052,2271329
0.679445102532215,2286108
0.121252847771729,2040495
0.20065718124509,1125173
0.469418766134224,1767700
-0.782319612248391,2138678
-0.615771065996555,2443354
-1.11122542950875,2234422
0.372958446275001,2151024
-0.743236532798085,2057358
0.586154892745681,2425694
-1.26583911190917,2500377
-1.38791894389442,2183356
-1.3410443251859,2131601
0.853699751947714,2152442
-1.07461996658521,2306893
-1.20400541363421,2009915
-1.97342474542942,58325
0.116242911226126,2395943
0.301562944710741,2480330
0.943323786782771,2076301
0.41155331853335,2205389
0.356815544847211,1975401
0.106858353496964,2250648
1.39620280243187,2185290
-0.924916505051524,2091555
0.0637789562715618,1232870
-1.12451998266193,2139733
0.00062815455920938,2559453
-0.365900728929661,1938156
0.312056297478434,2158101
-1.20987438187,2199403
-1.08476607749886,2430773
1.13105140770582,1738800
0.102584334082809,1565177
-0.233183914374182,1978972
-0.0384028106449863,2487135
0.227075679172601,1612262
0.722965600706151,2051378
0.25612905997972,1497807
0.947772908354535,2026671
-0.3645933760553,2340322
-0.995955054793581,2293123
1.16469406074888,2395415
0.208298403929399,1966316
0.115555796394022,1973544
-0.667238226009969,2010259
-0.849929903010942,2145694
-0.786089999259794,965005
0.221836402799392,2096627
1.81606551940819,2047354
-1.21982328972274,1364384
-0.689561759345157,2244172
0.430349035595103,2132982
0.0170856893729849,2134220
0.149809960979286,1889409
0.316273595345334,1938561
-0.0138484202885136,2055667
0.167568001451825,2176784
-0.338722282992712,923666
-0.144872789600937,2086044
1.35772589692238,2078198
-0.279562392966169,1501387
-0.185636882527466,1518948
-0.342560029586958,1606693
0.741639570655748,2305115
0.228034181436011,2237571
0.195164933320124,2285214
-0.0915343561027716,2426863
-0.614237954391081,1979422
0.646684181481353,2480056
-0.722019263579096,1668599
-0.505049351462432,2339674
0.330101135915805,2133204
0.0168872402643476,2294852
0.269345445260219,2445526
-2.0946127103979,2200416
0.960140928863779,2168082
0.565070945262794,2075846
0.147650914921187,215131
0.759370301865131,2274521
2.61004406349629,277752
-0.737406544824399,2078899
-0.458938180948396,2172217
0.756583441350814,1614566
-1.19987279293206,2100050
-0.612087302034306,2183291
-0.346667266529983,2336735
-1.08043292969786,2352038
0.258878571815503,2305114
0.168433821959579,2448298
-1.00254485212489,1329352
-0.460845108394831,1183075
-1.07528619121998,2110540
0.493710594916369,2070958
1.02319642633239,2340155
0.278090217400629,2075832
-1.02109027099092,2498991
1.83865321881895,1919296
-0.470309264427157,2401405
-0.477547366892062,1644034
-0.812431713274749,2405144
-0.059971683621481,2158329
-1.66010474764263,2319068
0.480477523492098,2504802
8.44688672505643e-05,2331869
-0.0981346978106441,2317120
1.11255257309039,2072215
1.77336145081946,2228400
0.13038636353052,2145166
1.04076952396377,1692385
-0.696052214249306,2109902
-0.157946072366902,2219842
-0.112780137949159,2520618
-0.578097274454058,2419459
1.50105841110865,2276121
-0.550886157377849,2350037
-2.67666129788795,2001182
-3.18602636861723,2278618
-0.946400144110524,1740845
-0.62685660576105,2321962
-0.799571899052173,2212664
-1.56015718542993,2453577
0.530262313490756,2224150
-0.245631024372109,1967281
-0.150524518732855,1742294
1.64587358137594,2488660
-1.13701004048626,2085349
0.76576050027101,2247869
1.43581915107832,2157529
-0.081785815791791,2119177
0.584899605132385,2010554
-2.07927920256026,2493534
-0.504907651136429,2200813
0.629027668212979,2116787
-1.31277195749427,1154608
0.372422387549684,2267382
0.850921800261826,1181124
0.198532976650725,2137799
-1.33500992228802,1458656
0.725187907021169,2269346
-1.00409005006835,2092954
0.537789796479531,2007309
-0.207693396289046,1671370
