"mkm6d_ptv4_lbp.3D.m2_glcm_ClusterShade_227","sub"
0.683325774287356,1085983
0.00211410584839807,1125173
0.193545276502139,1154608
0.975124972925513,1181124
-2.20862763026139,1183075
-0.64123647778995,1232870
0.85995933235632,1279943
-0.666854623817879,1329352
-0.97804520407952,1330263
-1.7799709700248,1364384
-1.28472483613076,1386095
-0.514401112944721,1458656
-0.543379188528875,1485662
-0.00392780314951326,1497807
1.40541959700092,1501387
-1.25267150002198,1518948
1.12878203110917,1526417
0.941514620938789,1565177
-0.458189020997854,1606693
1.89498194131911,1612262
0.510021894103612,1614566
0.141436912518466,1644034
-1.69949357320755,1668599
0.414595701649931,1671370
0.509366092588285,1684230
-0.470357869495807,1692385
-0.282968217367027,1720713
0.0400811712930669,1738800
-0.834048654212097,1740845
-1.30027808926602,1742294
-3.11651929380438,1767700
0.608759629616465,1768972
1.37215616443917,1889409
0.307555440434131,1915938
-0.200356205333518,1916742
-0.154805920242514,1919296
-1.16434188123053,1926770
1.11496474735016,1938156
-0.832433113597102,1938561
-0.931618574906704,1966316
-0.832424147543916,1967281
0.147917156934697,1973544
0.594232875347653,1975401
-0.486486797855236,1976407
0.202273829133162,1978972
-1.60117087505989,1979045
-1.2789380984221,1979422
-0.785859788721296,1980052
-0.182019232216755,2001182
0.00236983142210786,2002465
0.573809665578844,2004451
-0.242144984896183,2006164
0.13047106516437,2007309
-0.193329274454093,2009915
0.00465469291457556,2010259
-0.622425297557715,2010554
-0.262038797379423,2026671
-1.65822998482671,2033049
0.461385368566223,2034136
0.493295512353477,2040495
0.147664361057643,2047354
0.224334834899793,2051378
-0.287889415738731,2055667
-1.24011111542281,2057358
-1.74137240988295,2059713
0.983272519659731,2069079
0.974731913025481,2070958
-1.13671505177034,2072215
0.326732805710679,2075832
-0.390435893014369,2075846
-0.456268062905322,2076301
0.472638073511277,2078198
-0.476682196792309,2078899
-0.743074618808495,2085349
1.79832251896681,2086044
-0.376949899133781,2091555
0.271206983709184,2092954
0.795292810807394,2096627
-0.159389257649884,2100050
0.330681103606011,2108003
0.141845226526681,2109902
-0.26959399524875,2110540
0.264873142071984,2116787
0.318804891177975,2119177
-0.459768620856416,2131601
-1.76020085894155,2132424
0.140527044291238,2132982
-0.0659701267959506,2133204
-1.35599944979492,2133380
-0.769398829047877,2134220
0.183995605778331,2135748
-3.15964918063526,2137799
0.682341338603825,2138375
0.281998170145037,2138678
-0.355482453480479,2139733
-0.660017608413467,2141116
0.387587719233785,2144796
0.200636444494254,2145166
-1.84042491991237,2145694
0.642181299896337,2146138
0.217164021814868,2151024
0.00225132239125132,215131
0.0170468280903767,2152442
-0.969833047204207,2157529
0.319147010651584,2158101
1.2352451628229,2158329
-0.915367699523975,2168082
1.10413418684255,2172217
2.06293047463529,2176530
-0.540905849885967,2176784
-1.30041030661729,2181724
0.670180703753737,2183291
-1.35162722748921,2183356
-0.484159728369219,2185290
0.182583043851126,2186951
0.634033412478171,2196212
1.34799227440742,2199403
-2.58105602007468,2200416
0.153721214507966,2200813
0.295615798004973,2205389
-0.0676772240383127,2212664
-0.758936931017177,2217034
0.520229199249793,2218615
-1.6856702503785,2219842
0.315979458848084,2224150
1.39550453805556,2228399
0.0429781103960062,2228400
-0.803441796229127,2234271
0.23454100703218,2234422
-0.308722174919655,2237571
1.18356313522377,2244172
-1.51785555054185,2247869
1.59145883806408,2250648
-1.24825573059657,2250836
-0.658132807668807,2267382
-1.20382660527005,2269346
1.05916667460761,2271329
-0.459277507582554,2274521
0.398545312816353,2276121
0.877273629774895,2278618
0.371924277645439,2285214
0.191857708474532,2286108
0.750081262404162,2293123
0.69924295491002,2294852
0.625428285911297,2294873
1.45425237663802,2296332
1.10878367942418,2305114
0.676203622805828,2305115
1.25317129194079,2306459
0.598485148668034,2306893
0.571371781264176,2317120
0.29377384006819,2319068
1.31239896969399,2321962
0.176041943398946,2331869
1.15490092070026,2336735
0.901965345915727,2339674
0.124335458402276,2340155
0.303863026759078,2340322
-0.258854066472005,2350037
0.728731771223283,2352038
2.95120783971317,2359944
0.887139049953786,2381907
0.344049733822295,2393207
0.280199986244454,2395415
-0.525940662786145,2395943
0.499374067314816,2401405
-0.148090994155477,2405144
0.0105529362078882,2414406
1.93170158044367,2419459
-1.32869491002156,2425694
0.981068706154261,2426863
1.61828013021159,2430773
1.97583931199077,2439458
0.84199287441972,2443354
0.342311588028177,2445526
1.61338441187876,2448298
-0.557062381042697,2453577
-0.0656523708566844,2474709
0.207058948377607,2480056
0.0140771877811623,2480330
1.44920648121166,2487135
-0.84052466079998,2488660
0.806805959474669,2490180
-0.302644884506327,2493534
1.2215953986539,2498991
0.329596626943827,2500377
1.38641602933431,2504802
-0.143084435464151,2510402
-0.248892446773076,2520618
0.449038157566569,2559453
-2.04996110807361,277752
-0.616548667300947,308862
-1.06010266193386,58325
-0.694031725622256,92173
0.175457230492614,923666
1.16546732867831,965005
-3.05875136353055,983079
