"mkm10d_ptv2_original_gldm_LargeDependenceLowGrayLevelEmphasis_250","mkm10d_ptv2_lbp.3D.m1_firstorder_Median_250","mkm10d_ptv2_lbp.3D.m2_firstorder_Maximum_250","mkm10d_ptv2_wavelet.HHL_glcm_Correlation_247","mkm10d_ptv2_original_shape_Flatness_246","mkm10d_ptv2_wavelet.HHH_glcm_ClusterShade_234","mkm10d_ptv2_wavelet.HHL_firstorder_Median_231","mkm10d_ptv2_wavelet.HLH_glszm_LargeAreaLowGrayLevelEmphasis_229","sub"
-0.239039002264432,0.823211782635653,-0.469209334323602,-1.13778120012762,1.37792999372443,0.267532590653989,-0.305341616344594,-0.124088465703539,1085983
-0.232308180512704,0.823211782635653,-0.217887368760292,-1.09892488428296,0.23240611901754,0.346273701924519,-0.37874635661544,0.0740171128768961,1125173
-0.195801801937733,-1.26933945838654,-0.469209334323602,1.55142102818288,-0.539354981104675,0.324093659173475,1.0582253069185,-0.246389267351698,1154608
-0.178813113417369,0.823211782635653,-0.469209334323602,1.05905117046589,0.952066697046514,-0.0674385158917604,-0.303900661935627,-0.236629840325458,1181124
-0.203491234248714,-0.2230638378755,-0.469209334323602,0.439216953340119,0.730707021701294,0.47196751762258,0.346560465435671,-0.24057362317265,1183075
-0.1627317960286,-1.26933945838654,-0.364449294138077,-0.508580784145309,-0.388228755804,0.339275029777497,-0.904738655383368,-0.23784520353962,1232870
-0.247128472076983,0.823211782635653,0.635694254075911,-1.1750353935506,0.153430801556624,0.266116890380497,-0.33035033822523,1.72398753236565,1279943
-0.242749401747944,-0.2230638378755,-0.469209334323602,-0.81398571424543,-0.552993831554433,-2.78343836139278,0.104583244778356,-0.2465213732592,1329352
-0.0824441632443388,0.823211782635653,-0.469209334323602,-0.300989489988563,-0.603327620828842,0.175977200656688,0.817393543940979,-0.215854597359776,1330263
-0.200547980019012,-2.31561507889731,-0.469209334323602,-0.283081410642903,0.167508266395981,-2.62047770994801,0.0357931085793649,-0.250784733579329,1364384
7.60399749391619,-1.26933945838654,-0.469209334323602,0.576990405191681,1.119144326627,0.650563706210244,1.47070834574185,-0.250460988484846,1386095
-0.24866644662195,0.823211782635653,-0.364449294138077,-0.919370089227178,-0.882265712365674,0.285021718541468,1.2879278773848,-0.20790637267324,1458656
-0.114277432915563,0.823211782635653,-0.469209334323602,-0.175191894844765,1.35615581672509,0.204427393043758,-0.427629871376302,0.246728525822104,1485662
-0.244847731675801,0.823211782635653,1.66235986842181,-0.50155297785048,0.261650421208398,-0.137873068829578,-0.594230802574205,-0.196533218200974,1497807
-0.241216039367881,-0.2230638378755,-0.217887368760292,-0.118674674327758,-0.305348058566826,0.274201231367513,0.831634986833974,-0.123113553839404,1501387
-0.229560930345077,-1.26933945838654,-0.469209334323602,-0.991448641943447,-0.194201761099874,0.298197266052553,2.37392181806067,-0.0297742930222411,1518948
-0.241150410366121,-0.2230638378755,-0.469209334323602,-0.869136419438997,-0.115561137487709,0.157868319920314,-0.053048112836334,-0.241591569351098,1526417
