"lemm_gtv_grady_421","lemm_gtv_m012_419","lemm_gtv_m300_388","lemm_gtv_m200_384","sub"
-0.0967803906525269,-0.0660893577607038,-0.0788532524212507,-0.387764135154645,1085983
-0.0539196402890996,-0.0494678666527646,-0.184127540396986,-0.561925268587928,1125173
-1.62097241115503,-0.124036745744436,-0.172664376884047,0.246337244823384,1154608
-0.451367858451183,-0.0940635814542334,-0.129942354754709,-0.776328443604228,1181124
-0.232096365231072,0.338723283593469,-0.127811748274912,0.913504536706005,1183075
-0.41847949793043,-0.121716855780294,-0.458187155296759,1.10539045468047,1232870
-0.384706195585429,-0.146416383071914,-0.02657412999841,-0.467022913452979,1279943
0.176774696412516,-0.190539804241665,2.73938899139364,3.68448973476749,1329352
-0.0729774846003224,-0.0708647929148416,0.608264285286585,1.57748530902302,1330263
0.00442470638610237,0.0461603911776131,-0.142631157313121,0.981882079136947,1364384
0.677631108133787,-0.0672012543676721,0.113747247621606,0.00218931001374635,1386095
0.0109417454585613,0.0164919923747794,1.90856194496351,1.40404607452753,1458656
-0.141334327845671,-0.199724632872474,-0.584534159571807,1.05743400781212,1485662
0.143295392247969,-0.0371666455921722,-0.480727815451953,0.681187338975811,1497807
-0.0684802823075543,-0.0826121883985916,-0.1093205730777,-0.533819766692826,1501387
0.662895801832686,0.257955459961904,-0.613346356212388,0.164082158456931,1518948
0.0990367167917033,0.093452408984348,-0.0893562473174693,-0.869660878144691,1526417
1.26932236839513,-0.0500526592351649,-0.33513417230153,-0.115235418766836,1565177
0.0288282082206463,-0.0400504612167369,-0.0172171804836319,-0.404952409878605,1606693
-0.037349044425929,-0.0892905125452551,-0.127138167442365,-0.718302289751994,1612262
0.34834079473039,-0.0677556507328249,-0.553896557640721,0.226406609178825,1614566
0.00704191287442019,0.0907139420130258,-0.0893818692390701,-0.427609733032434,1644034
-0.17925142886351,0.0851337207493768,0.0785787119432348,0.0585418026174145,1668599
-0.10733550054777,-0.222615833167117,-4.19074654951904,1.99557955025737,1671370
-0.0236265042572072,0.0551808499936036,0.129164146071488,0.504585459540163,1684230
-0.0105538122997328,-0.0572489923618442,-0.104269082202428,-0.398206595963184,1692385
0.455329349902344,-0.056460059553431,-0.223088143275961,0.228146213729596,1720713
0.15814134334886,-0.00964732591012152,-0.385816149678249,-0.20951045749686,1738800
-0.041911522904086,-0.114733033305893,-0.0978988597672885,-0.921853024475593,1740845
-0.162133797386238,-0.354204338644637,-0.217512063850854,-0.294584103157213,1742294
0.590837568684527,-0.0746939141724803,-0.39436163713215,1.40857493569632,1767700
0.296553219430056,-0.105951505436327,0.048375013082165,-0.258816379750901,1768972
0.0831849672178285,-0.0393844158898349,-0.0821218221854282,-0.306124236370825,1889409
-0.0626620884325987,0.393655113992966,-0.0541400511637871,-0.43496324749909,1915938
-0.270095649648763,-0.0305284306532141,-0.0830706119491929,-0.994140569327858,1916742
-0.232554322134505,-0.131684199151739,-0.0919475409015839,-0.300920197684713,1919296
