"lemm_prg_m012_249","lemm_prg_gradz_241","lemm_prg_gradx_238","lemm_prg_m003_235","sub"
-0.030693930601337,-0.741990905705072,-1.70029465714871,-0.141050675535215,1085983
0.360617808643057,0.60734750110246,0.492075743787402,0.58293382218618,1125173
-0.516986838958251,0.869114564407603,0.255527995258193,-0.622872296002579,1154608
-0.0490708554252061,-1.01890153770957,0.806337222705421,-0.0974317358098966,1181124
0.289470311036407,-0.302671682814449,-0.210374645987301,0.0534720298635753,1183075
-0.0311856381493912,-0.711154080901233,-0.464299234923937,-0.122847234146174,1232870
-1.23525945279622,-0.193990132631662,-0.389251968824608,1.35503441551545,1279943
-0.0850566372651027,-0.627771382639723,0.0845236556372748,0.0526566483150887,1329352
-0.284387431431084,0.433400377366441,-0.593480332734952,-0.335520381537196,1330263
0.12356268091349,-0.116690831528462,0.209605144241131,-0.1871198113323,1364384
-0.0306305587983715,8.26832098583172,-2.41492645257155,-0.0986422148754187,1386095
-0.0598517647958089,-0.51669058286389,-0.307489874849536,-0.1376936721643,1458656
0.118299849408765,-0.136446808297588,-0.166420399594659,-0.00358104680621106,1485662
0.065506598387578,0.107050633982883,-0.280320798614115,0.0465595716227496,1497807
0.793355157782359,-0.392282879591705,-0.347992892349897,-0.818779950896064,1501387
0.12908556195311,0.000281230468387598,0.128035067685458,-0.101951133447026,1518948
0.149209813871903,-0.502593672140367,0.0359712809831634,0.123719161189102,1526417
-1.15585113286429,3.64858845432412,2.60051345901645,1.16903570699667,1565177
0.0517164836879587,0.818476306941913,0.408858777410459,-0.517292949550566,1606693
-0.0451280714975979,-0.402238495373068,0.00789808932372496,0.0601786634945446,1612262
0.0613892438890503,0.946771332955973,0.720689204584362,0.273183749741283,1614566
0.147261608727811,-0.188714353322459,-0.634547434154126,0.580232424899584,1644034
-0.0571370292131753,0.00202405469195996,0.312312777541392,-0.238670514336589,1668599
0.109171976162191,-0.641829699652351,0.390898870421639,0.116452268450942,1671370
0.22714404039908,-0.413420221820686,-0.0441302594164003,0.130402135202813,1684230
0.0401997825370826,-0.309866388522095,-0.252145090761434,-0.0466414399927284,1692385
0.345924848304218,-0.14675829407262,-0.266291552975366,-0.661781351395952,1720713
-0.134573577755118,-0.56532850888717,1.25207922050601,0.539052879875159,1738800
-0.0660137795689706,-0.753918644578719,0.0306871478930014,-0.767055122807283,1740845
-0.0602251426136873,0.220423345793373,-0.190605552609514,-0.21333199826191,1742294
0.0727924795029935,1.33135320983461,-0.159594986506727,-0.108254391961573,1767700
-0.141172790659879,-0.291681774400453,-0.81687738182067,-0.187152111777734,1768972
0.825462229881267,0.318670223558032,0.730567484074249,-0.834915358693529,1889409
0.334706237360783,0.315162242296855,-0.0267738829280004,0.0901256402212934,1915938
-0.0829600561451514,-0.229221396768053,0.16183477065792,0.00151858891477602,1916742
-0.0263636490544116,-0.0297513288912044,-0.410256236571892,-0.0826252780908971,1919296
0.0249768316902752,-0.257315613424256,0.155039283876643,-0.0186764510645,1926770
-0.0636915944060884,0.998204799281136,1.57456021917657,-0.148393405333771,1938156
-0.278811225232409,-0.0918129202619496,-0.320795602254861,-0.285144127760055,1938561
0.13400755393482,-0.338437066074632,-0.342722281340972,-0.101351880773052,1966316
0.0339031720422384,-0.341896628668527,-0.113282866616424,-0.18141590862089,1967281
-0.0383036538187521,-0.0402987156913507,-0.265246244005571,0.640271119583834,1973544
-0.100892639205247,-0.444331750316734,-0.302411303696969,-0.15585553549292,1975401
0.18768000103154,-0.432223123519611,-0.272062409599934,0.0118889293821829,1976407
0.0826094691460471,-0.647619630156103,-0.181706047839303,-0.0810953058892725,1978972
-0.106757617454862,1.93696618508417,0.96474966232466,-0.0259500495231142,1979045
0.110937711059928,-0.196517751029655,-0.202791193310947,-0.308048893135175,1979422
-0.192315628956926,0.366390042142771,0.228186318752178,-0.212459358697935,1980052
-3.67320619202105,-0.592605006217991,0.140542026847852,0.352557133192555,2001182
0.0245202876828756,-0.465037592689549,-0.257260684704348,-0.0120064269694786,2002465
0.0716751286115269,-0.281323848678816,-0.258001336644817,0.119942266218025,2004451
0.0310044687117701,-0.448065847303343,0.0599019734985342,0.239362783995338,2006164
0.235485115260136,-0.66014189459171,-0.430466309329071,-0.992132987756972,2007309
-0.0979807682788235,-0.460087055177116,-0.142667029062614,-0.0167838384755129,2009915
0.559000834353567,-0.291076282788958,0.503980126337982,-0.805459513144919,2010259
-0.683763989047748,2.166087832414,-0.219208319604973,-0.751888000316048,2010554
-0.0178184458740573,1.13017372321616,-0.318987930619761,-0.0841368814888963,2026671
-0.316288343605097,0.546180600686662,-0.304538607737194,0.191203475657528,2033049
5.5798363101242,-0.292065475106232,0.589232002681252,2.68259413009825,2034136
-1.71158664466283,0.464066887316566,1.03563705322332,3.316086232326,2040495
0.0376966343840541,0.488857635404076,0.298684870784168,0.0266081435848474,2047354
-0.111027258362683,-0.471863591831453,0.113237372394165,0.0665023021233155,2051378
0.125901111534589,-0.376112735160756,-0.243742459446576,-0.0359190858657223,2055667
-0.0897510282124237,-0.182556022009643,-0.219455427169481,-0.037219091278044,2057358
-0.133701826452672,-0.0404011116359483,0.196368956381916,0.269153806732054,2059713
5.64857069448065,-0.542982087380211,-0.143491978363532,-7.08674838381186,2069079
0.0952042677619447,-0.0640011965933379,-0.230924397642908,-0.0151113283846922,2070958
-0.0909888620126541,-0.331906479632894,-0.284008941156014,0.659561852810878,2072215
0.0567161471497904,-0.422849391317904,0.0358238590583646,0.456368745734538,2075832
-0.0316553324508745,-0.429498306259296,-0.0569120808531921,-0.35756162304664,2075846
0.096989589763508,-0.19924511663696,0.038860903369014,0.105372635535619,2076301
0.315739062039722,3.24475382702415,-0.834243271756444,0.411558939201247,2078198
-0.699564265882912,-0.326895540424941,-0.524859592198177,1.06781653994628,2078899
0.303047964765916,-0.118664296868665,0.743820897203539,-0.0697454459736534,2085349
0.67187808780493,-0.263805596117351,-1.55349880391087,-0.00843835708696512,2086044
0.231641703709746,-0.187309599225337,-0.137796507008263,0.173839161252065,2091555
-0.284689694753462,0.0736213102390413,-0.159994691243348,1.35133363470724,2092954
0.0368987223840812,-0.302435976825292,-0.937581632699614,-0.299593288702283,2096627
0.196147497372727,-0.107828100185648,-0.312932271972579,0.591507042697855,2100050
0.097349517968525,0.101132690037403,-0.32430052046178,0.115667726494656,2108003
-0.214734752357821,-0.409611925455525,-0.0759188401838536,0.198734807081465,2109902
-0.157770566069574,1.77996599420982,1.93973983454518,-0.752474630848848,2110540
0.191230727025557,-0.495970736739447,-0.0398591471246203,0.0675215348023709,2116787
0.266428107382041,0.747620985961521,1.38429760009319,-0.290212723868667,2119177
0.203059045552494,2.73761025828487,-5.86773844928708,-0.122069736376429,2131601
0.0139593854574588,-0.0324963980475058,0.261277410088337,-0.0516352399530551,2132424
-0.0309870818454451,-0.318817806512742,-0.012327402771206,0.866045265618606,2132982
0.0971303853516002,0.0916348571838343,-0.204593662263882,0.168394205202304,2133204
-0.0893056563461892,-0.338610407325185,-0.497242669443025,0.409503677267006,2133380
1.92191592321691,-0.31999229086358,-0.357374291568004,1.48582955846968,2134220
-0.0117982815107127,0.61300176812291,3.67508475608144,-0.191288040640581,2135748
0.140250349278396,-0.0662031903581196,-0.496018752836959,-0.103795293863735,2137799
-0.0786393421031153,0.0297410391905632,-0.0237373458659906,0.658848074126497,2138375
-0.232776625043338,-0.328835131882623,-0.910011855493292,0.42397578989466,2138678
-0.423791847782551,-0.13114625135529,-0.13646323365735,0.095443634512287,2139733
-0.368562728231968,0.541254972519646,0.486494803874421,1.14818353555348,2141116
-0.321850198210598,-0.226895280852592,-0.114841806679007,-0.108968807543392,2144796
-0.00881879658369694,-0.820870151195974,-0.0851927612733109,0.0611394956590568,2145166
-0.182150024670528,-0.109345257007202,-0.282255862494401,0.0200135444362496,2145694
-0.172178164171215,-0.540520372843566,-0.0508609147345926,0.164338696892315,2146138
-0.300517675187673,-0.428581182790437,-0.252456998949434,0.717239872745956,2151024
0.0574139291040133,-0.489239036155154,-0.208749198971105,0.0582152567472229,215131
0.0308308576836477,0.643505426059084,0.00744265715637786,-0.017776102635702,2152442
-0.0969430364215035,-0.664458294177216,-0.195274545075935,-0.0208634290028702,2157529
0.0218768350753385,-0.311034789155918,-0.0521699504946898,0.045398155076471,2158101
-0.362712896589431,-0.510173888941991,0.522603673813543,-0.161001258907877,2158329
0.0109085619014041,-0.355340708454857,-0.248569872600886,-0.036466214732936,2168082
-0.484341805727476,-0.115413518922407,-0.153464429348651,0.0685172467389307,2172217
-0.00270032503381608,-0.349193327728994,0.323459231977846,0.564650330435547,2176530
0.064399813763136,0.618554122678995,0.0442635950029983,-0.047878370916002,2176784
0.108106658593081,0.00908524463857244,-0.239644136141354,0.0484884888700907,2181724
-0.417476623330676,0.529365304701299,0.92864178408284,0.0453929694459003,2183291
-0.528590376394268,-1.16535087847154,-0.0423908701722415,-0.253613992328605,2183356
-0.00344637230104205,-0.284542595273056,-0.268531809293385,-0.0309398027808431,2185290
-0.23931495695009,1.67737840333196,4.2202518006604,-0.231384496449298,2186951
1.50522720174487,-0.272758331079273,0.676599011957932,-0.301871290784705,2196212
-0.124605875456499,0.390300012738254,-0.970941740626922,-1.0963523667759,2199403
0.144465848446675,-0.360977673848218,0.0607419481089349,-0.0830974954893107,2200416
-0.0599061739461275,-0.533636682968669,-0.0747087619801484,0.0313495871094338,2200813
-0.0525968840237867,0.26605588616486,-0.180440577249065,-0.153068416186148,2205389
