"letm_prp_d2_250","letm_prp_m012_250","letm_prp_m011_229","sub"
-0.593405379910876,-0.302888152273958,-0.268559203802057,1085983
0.388136245016761,0.102878357978974,0.0751340396040172,1125173
-0.100337371222338,-0.124262958230991,0.357157000411438,1154608
1.05985412023016,-0.493086491959017,0.0995871234274343,1181124
0.103589873036706,0.626640011215848,0.471953588135865,1183075
-1.07166291178603,-0.203423847439658,0.508482575177783,1232870
1.11278076833151,-0.697978777965988,-1.02927126617259,1279943
0.396936788815711,-0.222937945801957,-1.24064876318369,1329352
0.40019011009262,-0.37914519958977,0.133430876580006,1330263
3.08826011152243,-0.0267422698436544,-0.728804617243436,1364384
0.461137160011692,-0.219958265537595,-0.298873575979707,1386095
-0.276345876935863,0.352261319140133,0.748486616082032,1458656
-0.924467609090109,0.598555543061546,0.13536724487208,1485662
-0.50885695949246,0.180119306293372,-0.0615560230281787,1497807
0.511861623466811,1.52638827006514,-0.678361774526238,1501387
-2.61360595894493,0.139918532908928,-0.889922424969172,1518948
1.038006568743,0.357659414915792,0.0484131465799476,1526417
-0.125901190440237,0.270183143527835,-1.21241908607479,1565177
-0.378142628968076,0.266163855902591,0.516460060637749,1606693
0.961808349871778,-0.0403035914180232,0.775127776185972,1612262
0.315959235865971,0.22162220784063,-0.423281564807667,1614566
-1.97855415155033,0.443963386452843,0.513921848473303,1644034
0.900075842866272,0.407050132418927,0.886074507185628,1668599
0.0658884767348109,0.25430845460112,0.715628722409844,1671370
1.15281705081275,0.491521033911311,0.229581793303037,1684230
-1.00606090701903,0.0881873404864239,-0.250059559738473,1692385
0.184252233082213,0.17592198691941,-0.586418304497245,1720713
-0.613162295067076,-0.0775082752193326,-0.23133369554188,1738800
-0.234926246402818,0.433816901701668,0.0843391195761142,1740845
0.89382653918115,-0.0200789126171347,-0.0884478237860234,1742294
0.68056030819857,0.0149409145832108,-0.199747171212077,1767700
-0.628837919214521,-0.0841983420279726,0.562176403872888,1768972
-0.0321083068457334,0.324400007111899,-1.06855348694438,1889409
-0.58279255858767,0.966720069060038,0.527109859323763,1915938
0.211810462342022,-0.264994916748708,1.08152418828581,1916742
-0.0891588356528031,-0.196695038697627,0.0190338362968018,1919296
-0.184609172176905,0.0356483985553224,-0.0606205544046819,1926770
-0.204198729897281,-0.139511902134833,-1.76004788060092,1938156
-0.490194069900839,-0.220372360649338,0.828433668983158,1938561
0.117864874242313,0.491228343656465,-0.731950494596959,1966316
-1.43507242231225,-0.0704604984863602,0.487656900107837,1967281
2.03493383049839,-0.142622502017476,0.028869596227857,1973544
1.56370163689136,-0.386067052435322,-0.424848399682841,1975401
0.297466066194726,0.598312348787017,-0.284812658362876,1976407
0.632938710943331,0.0910422103516701,0.563854802311241,1978972
1.04866386510812,-0.524753149262762,0.303811546182823,1979045
-2.58139960345746,0.373036405059773,-1.59167815588729,1979422
0.530497339632731,-0.2846567449642,0.423255672253022,1980052
0.128596447382251,-5.42259775644433,-3.91011811296031,2001182
0.709885133817937,-0.0173528302470221,-0.383650533734581,2002465
0.712866279183997,0.167138379764755,0.124534016862439,2004451
0.506749674425246,-0.0785655126636881,0.183614928157063,2006164
-0.333272448235631,0.255221139883795,-0.287488827929952,2007309
1.10892540500706,-0.114544237822776,-1.04068325555084,2009915
-0.238410684009073,0.27265717586423,0.150941466456838,2010259
0.400363584790786,-0.949215129538505,-0.292936469723653,2010554
-1.03061326942657,-0.355216962095077,-0.549889399412491,2026671
1.35146507680218,-0.14789412562213,-1.04367400147693,2033049
-0.409061184435254,0.473263922044543,2.5695354941255,2034136
-1.08150664891873,-0.452094633135346,-0.91619890984466,2040495
