"lemd_ptv2_wavelet.LLH_gldm_LargeDependenceHighGrayLevelEmphasis_242","sub"
2.04308164934125,1916742
-0.796532476133783,1980052
-0.0366581320514159,1926770
-0.855096712953636,1979045
-0.0517639813279179,2196212
1.02777797722901,2393207
-0.877518462241954,2146138
-0.639588053240174,2228399
-0.954819500125366,2144796
0.517801141844496,2234271
-0.116035823810158,2296332
-0.872568869324633,1684230
0.202651182292751,1720713
0.421061093699556,2186951
-0.551262664518477,2439458
0.13863491031706,2135748
-0.938309041430338,2141116
-0.719177600128522,2108003
-0.778097031726184,2006164
4.71985143122237,308862
-0.796673975260461,1085983
1.99165351923691,2004451
-0.567445571351274,2359944
-0.480087837262722,2069079
0.134949564306347,2059713
-0.817219141540684,2294873
-0.618879778365413,2033049
0.319448702191503,1485662
-0.581916460589811,1526417
-0.838620201194822,1386095
-0.486662810850391,983079
-0.899617281287455,2132424
0.382127814306289,2138375
0.0729754605717132,2490180
-0.25618236400304,2034136
-0.426395355521987,2510402
0.0128414544513431,1330263
1.21009920573381,1768972
-0.643911162118204,2306459
-0.582065144060267,2181724
-0.36257441358332,2217034
-0.577099688759898,2218615
0.232517193335841,92173
2.64401428655739,2414406
0.408774838085907,2381907
-0.750412343777614,2002465
-0.920175853890047,2474709
-0.636784312151088,2176530
0.101469963730467,1279943
2.97072826283703,1976407
1.02735434769971,2250836
-0.775200391311482,1915938
-0.669594001046108,2133380
-0.834269350457112,2271329
-0.293509091288505,2286108
-1.02034145633018,2040495
-0.580141172147197,1125173
-0.959474568135193,1767700
-0.481406646452374,2138678
-0.423359297544401,2443354
0.0588778414943659,2234422
-0.472335709018313,2151024
-0.757233603270745,2057358
0.646163014294705,2425694
0.10059732714134,2500377
-0.52057860557492,2183356
0.702414557282816,2131601
-0.940411746872035,2152442
0.0285227053002622,2306893
-0.837207513270012,2009915
1.76640406736265,58325
-0.374863477893639,2395943
0.172009010056645,2480330
-0.602945108329464,2076301
-0.251662499948584,2205389
-0.39016080584464,1975401
-0.178198796773948,2250648
0.430366045055112,2185290
-0.367876069355414,2091555
-0.912089103273232,1232870
-0.592279612766634,2139733
-0.256390562714738,2559453
2.95989382889646,1938156
1.57812599222001,2158101
0.49839331547146,2199403
-0.499945355396594,2430773
1.25280108478998,1738800
-0.425578050338621,1565177
-1.09158363079364,1978972
-0.689846431616884,2487135
-1.07717868421721,1612262
-0.490726881884377,2051378
-0.504973952285586,1497807
-0.982018832505057,2026671
1.34025957195506,2340322
-0.671635819477108,2293123
0.959524820580588,2395415
-0.620542349241641,1966316
0.552139107876978,1973544
-0.500429805125862,2010259
-0.848965139765057,2145694
-0.0563261516371841,965005
-0.427703369962684,2096627
0.0904308000175202,2047354
-0.808483906355392,1364384
-0.122321139856413,2244172
0.226400822945843,2132982
-0.409466983951095,2134220
0.475492319540283,1889409
-0.505328222799537,1938561
-0.632423076533285,2055667
-0.925969877080359,2176784
3.83247883293652,923666
-0.627362464849192,2086044
2.98849936590324,2078198
-0.35610986900859,1501387
-0.965350517714022,1518948
2.29045065329953,1606693
1.73738893182613,2305115
3.70024696900942,2237571
-0.0634217017972026,2285214
0.237459594025672,2426863
-0.803692890984871,1979422
-0.860342341677956,2480056
-0.415017115255728,1668599
0.54165041517046,2339674
1.42003820182039,2133204
0.783961950317675,2294852
0.5432508503989,2445526
-0.109454674309323,2200416
-0.156351146422421,2168082
-0.382935003191713,2075846
-0.0655151912386194,215131
0.812481738892432,2274521
-0.846949464585195,277752
0.463495266896941,2078899
-0.160222087922724,2172217
-0.532426514818643,1614566
-0.772890451907658,2100050
-0.387573971667443,2183291
-0.525532595504556,2336735
-0.427930276987401,2352038
-0.27642619194092,2305114
0.599803364560482,2448298
-0.73227266707944,1329352
-1.00624449475074,1183075
-0.512711178538842,2110540
0.171986346700075,2070958
1.10422954409702,2340155
-0.435836493824694,2075832
-0.871298068428604,2498991
-0.428088053285722,1919296
-0.321988935813659,2401405
0.06058586934175,1644034
0.14429571653638,2405144
-0.45945941111663,2158329
1.61447075523402,2319068
-0.920444106449634,2504802
1.81863971680518,2331869
0.171207358466608,2317120
-0.335323494514909,2072215
-0.561839006563285,2228400
-0.922568267143848,2145166
-0.570911718201665,1692385
-0.646865780167449,2109902
0.611760688135868,2219842
1.26767763113842,2520618
-0.679589830460799,2419459
0.125435667011208,2276121
0.473431979895503,2350037
1.65873967860503,2001182
1.16255507506153,2278618
0.347853284736777,1740845
0.342986348895999,2321962
-0.257068696377711,2212664
-0.488089027703854,2453577
-0.679523374340033,2224150
-0.537684576635839,1967281
-0.862857274229433,1742294
-0.520579179215229,2488660
0.187033637501668,2085349
-0.184383338056514,2247869
-0.87272578042529,2157529
2.06158466175996,2119177
0.281864667129667,2010554
-0.434325125870183,2493534
-0.619568147229137,2200813
-0.366474555176973,2116787
0.477842616944975,2267382
0.0636590500001346,1181124
-0.680757509609361,2137799
-0.215805122659588,1458656
1.21909161159755,2269346
-0.492686114532581,2092954
-0.614795658829098,2007309
-0.7277731999238,1671370
2.17240328203626,1154608
