"lemdfirst_prp_original_firstorder_Range_250","lemdfirst_prp_original_shape_MinorAxisLength_250","lemdfirst_prp_original_firstorder_Minimum_250","lemdfirst_prp_original_firstorder_Skewness_250","lemdfirst_prp_original_shape_SurfaceVolumeRatio_250","lemdfirst_prp_original_firstorder_RobustMeanAbsoluteDeviation_250","lemdfirst_prp_original_firstorder_Median_250","lemdfirst_prp_original_firstorder_Uniformity_250","lemdfirst_prp_original_shape_Flatness_250","sub"
0.734347065104209,1.05408067165533,-0.279418809850818,-0.802198015092685,-0.256757964355185,-0.0104265227726075,0.814614793773263,-0.33198293764974,-0.64267421047591,1916742
-0.950565924461889,-2.04562993238665,-0.14568896382499,-0.359311203860393,0.284803622788312,-0.823116416707703,-1.22570019198633,1.19770116388307,1.28457608628835,1980052
-0.534477519189999,-1.23443418086511,1.06230964115431,0.624487783094983,-0.299500714262716,0.504758930420292,0.31523659779089,-0.368593036069177,1.84523036901419,1926770
-0.00992904875584689,-1.15271892620839,0.937398234752249,0.713572435002868,-0.19672559665882,0.205704004746779,1.10492380601874,-0.44492860488887,0.413043555264404,1979045
1.00447607902163,1.17384430175367,-0.56702002756833,-1.2273064046214,-0.120403864379025,0.213177131424375,1.08887584647052,-0.138271896567153,-0.328047517622282,2196212
1.25163002926027,1.10817773942009,-0.661992379626338,-3.01173349468543,-0.260404308394023,-1.07697455492422,1.47442914061888,0.911521373317166,-0.291985151356299,2393207
0.363595984244806,-0.310082825671943,0.200686862049789,0.576383426870244,-0.243517615880892,0.202454263494423,0.589864516159873,-0.513823545798138,-0.528314067990482,2146138
-1.24627469845488,-0.782637871652301,1.34930828762465,1.34197282846028,-0.174600614116378,-0.384681715937132,-0.0953367742634357,0.131539030098674,0.8145535692941,2228399
0.673120897109249,-1.3949992167805,0.21241565941253,0.38855171185641,-0.00276291882947408,0.167077399411035,1.37210097222569,-0.384219673462027,-1.78008913203599,2144796
0.299757234289104,-0.103302555748786,0.190432729691394,0.749165404164566,-0.304631764173538,-0.618341678067862,0.550804183275422,-0.0160792745712774,0.6377264452726,2234271
-0.130679680047088,0.784083685100433,-0.766802517432365,0.574556106669801,-0.165983556408139,0.80744199671453,-1.44196106923109,-0.790012224495804,0.121211634441,2296332
0.210173190499558,-0.946918321223494,0.518065320676464,0.286785900058848,-0.0784338395189259,-0.127764277865609,1.11992104941066,0.00812418157283149,1.94747991436161,1684230
