"mkm6d_ctv_wavelet.HHH_glcm_JointEnergy_240","mkm6d_ctv_lbp.3D.k_glcm_ClusterShade_236","mkm6d_ctv_lbp.3D.m2_glcm_ClusterShade_230","mkm6d_ctv_wavelet.HHH_firstorder_Skewness_226","sub"
-0.762039522980437,-0.485217469713715,0.416797755308606,-0.113653228805669,1085983
0.115117677817415,-0.181440941672173,-0.306035779138487,0.422542479412617,1125173
-0.965048935844033,1.70719188785795,-2.61265813981993,-0.381300326331559,1154608
0.552948841980084,-0.235712371283341,0.520264847291657,0.0421368514680402,1181124
-0.673423424224536,-0.583077847809137,-0.605298534383589,-0.0890926499026507,1183075
-0.494014083962359,3.39908074466539,0.272234935695688,0.283411100646357,1232870
-0.508350460946244,-0.257056950634345,0.68030580910128,-0.0345223078603987,1279943
-1.08737929370373,0.739039481952021,-0.878979977918514,-0.332432803841598,1329352
1.41676372843759,0.359084569541067,-0.694036290799752,-0.0292450470690713,1330263
-0.922619228028842,-1.2613043462587,-1.11972143734422,-0.250571193166699,1364384
-0.820395838851987,3.58152077204145,-1.40346850560733,-0.774066461336144,1386095
-0.721242632759801,-0.585812458197907,-0.694910513818943,0.204339625745708,1458656
0.741809478458136,-0.565216246135267,-0.596826865794131,-0.251073158326999,1485662
-0.0691777635373634,-0.917276416852897,-0.0268165028725591,-0.976385321583529,1497807
0.836526890327953,-0.412725884577037,-0.0626327385269033,-0.0971375200001461,1501387
-0.527891378944703,-0.397157889477384,1.09085461709633,0.0805076280340751,1518948
-0.992285910381658,-0.713436030913527,-0.197192928219573,0.432057081011379,1526417
-0.978698290656773,0.208784122201304,0.557122513371895,-0.698367639211054,1565177
1.46447216582671,-0.476329072608111,0.233406342262808,0.370988574483529,1606693
1.88574227643188,-0.267133555760459,1.01341018692198,0.104792008599158,1612262
-0.187384800467144,-0.760555497251942,0.452475143486436,-0.861727157130704,1614566
1.79511229783234,-0.986665411227846,0.449587586225672,0.549328205777909,1644034
-0.616973459195,-0.990837211682625,0.116896700113842,0.0458808089500653,1668599
-0.965140478280296,0.925395109087162,1.05332342321116,0.0857157668894602,1671370
